"alias_innesco","agent_id","name","dict","n_gsm"
"bruceantin","CHEBI:3188","Bruceantin","chebi",1
"brusatol","CHEBI:3197","Brusatol","chebi",1
"butoconazole","CHEBI:3240","butoconazole","chebi",1
"bv6","CHEBI:47924","<em>N</em>,<em>N</em>'-(hexane-1,6-diyl)bis(1-{(2<i>S</i>)-2-cyclohexyl-2-[(<em>N</em>-methyl-<small>L</small>-alanyl)amino]acetyl}-<small>L</small>-prolyl-β-phenyl-<small>L</small>-phenylalaninamide)","chebi",1
"calcimycin","CHEBI:3305","Calcimycin","chebi",1
"calcium","CHEBI:22984","calcium atom","chebi",1
"calmidazolium","CHEBI:75400","calmidazolium","chebi",1
"candesartan","CHEBI:149509","candesartan(2−)","chebi",1
"carnosine","CHEBI:15727","carnosine","chebi",1
"carvedilol","CHEBI:3441","carvedilol","chebi",1
"cbz","CHEBI:51097","benzyloxycarbonyl group","chebi",1
"cefoxitin","CHEBI:209807","cefoxitin","chebi",1
"ceg","CHEBI:34613","cefaloglycin","chebi",1
"chalcone","CHEBI:27618","chalcone","chebi",1
"chlorhexidine","CHEBI:3614","chlorhexidine","chebi",1
"chloroxine","CHEBI:59477","chloroxine","chebi",1
"clemastine","CHEBI:3738","clemastine","chebi",1
"copper","CHEBI:28694","copper atom","chebi",1
"corticosteroid","CHEBI:50858","corticosteroid","chebi",1
"cpa","CHEBI:165821","CpA","chebi",1
"cr","HGNC:2665","CD55","hgnc",1
"cxcl10","HGNC:10637","CXCL10","immport",1
"cxcl9","HGNC:7098","CXCL9","immport",1
"cysteine","CHEBI:15356","cysteine","chebi",1
"cytidine","CHEBI:17562","cytidine","chebi",1
"dactolisib","CHEBI:71952","dactolisib","chebi",1
"dapsone","CHEBI:4325","dapsone","chebi",1
"def","CHEBI:38737","tribufos","chebi",1
"dfo","CHEBI:4356","desferrioxamine B","chebi",1
"dic","CHEBI:4305","dacarbazine","chebi",1
"diclofenac","CHEBI:47381","diclofenac","chebi",1
"dihydrocelastrol","CHEBI:132340","triptohypol C","chebi",1
"dihydroouabain","CHEBI:131146","dihydroouabain","chebi",1
"dim","CHEBI:50182","3,3'-diindolylmethane","chebi",1
"dmso","MeSH:D004121","Dimethyl Sulfoxide","mesh",1
"dpt","CHEBI:39161","1,1,1-trichloro-2,2-diphenylethane","chebi",1
"dsf","CHEBI:81585","cis-11-Methyl-2-dodecenoic acid","chebi",1
"elacestrant","CHEBI:229213","elacestrant","chebi",1
"endoxifen","CHEBI:80555","4-Hydroxy-N-desmethyltamoxifen","chebi",1
"enrofloxacin","CHEBI:35720","enrofloxacin","chebi",1
"erismodegib","CHEBI:90863","sonidegib","chebi",1
"esp","HGNC:6016","IL5","immport",1
"ethisterone","CHEBI:34749","ethisterone","chebi",1
"f2","HGNC:3535","F2","immport",1
"fangchinoline","CHEBI:132893","fangchinoline","chebi",1
"fenretinide","CHEBI:42588","4-hydroxyphenyl retinamide","chebi",1
"filgrastim","HGNC:2438","CSF3","immport",1
"finerenone","CHEBI:747008","Finerenone","chebi",1
"fingolimod","CHEBI:63115","fingolimod","chebi",1
"fluoride","CHEBI:17051","fluoride","chebi",1
"fluvoxamine","CHEBI:5138","fluvoxamine","chebi",1
"ftc","CHEBI:173106","ferroptocide","chebi",1
"fty720","CHEBI:63112","fingolimod hydrochloride","chebi",1
"fumarate","CHEBI:29806","fumarate(2−)","chebi",1
"garcinol","CHEBI:5276","Garcinol","chebi",1
"gh","HGNC:4261","GH1","hgnc",1
"ghrelin","CHEBI:75431","ghrelin","chebi",1
"ginkgetin","CHEBI:5353","ginkgetin","chebi",1
"gip","CHEBI:80165","Glucose-dependent insulinotropic peptide","chebi",1
"gramicidin","CHEBI:5530","gramicidin S","chebi",1
"h89","CHEBI:47495","<em>N</em>-[2-(4-bromocinnamylamino)ethyl]isoquinoline-5-sulfonamide","chebi",1
"hantavirus","NCBITaxon:1980442","orthohantavirus","taxonomy",1
"harringtonine","CHEBI:5626","Harringtonine","chebi",1
"his","CHEBI:15971","<small>L</small>-histidine","chebi",1
"histamine","CHEBI:18295","histamine","chebi",1
"histidinol","CHEBI:43321","histidinol","chebi",1
"hmgb1","HGNC:4983","HMGB1","hgnc",1
"hmm","CHEBI:24564","hexamethylmelamine","chebi",1
"hpbcd","CHEBI:195327","HYDROXYPROPYL BETADEX","chebi",1
"hrg","CHEBI:231555","Human Heregulin-b1","chebi",1
"hsc","CHEBI:50443","<em>N</em>-(3-carboxypropanoyl)-<em>N</em>-hydroxycadaverine","chebi",1
"idelalisib","CHEBI:82701","idelalisib","chebi",1
"iguratimod","CHEBI:31689","Iguratimod","chebi",1
"iloprost","CHEBI:63916","iloprost","chebi",1
"imd","CHEBI:5870","imidacloprid","chebi",1
"imp","CHEBI:17202","IMP","chebi",1
"indocin","CHEBI:49662","indometacin","chebi",1
"indy","CHEBI:195332","INDY","chebi",1
"iohexol","CHEBI:31709","iohexol","chebi",1
"isoquercitrin","CHEBI:28299","quercetin 3-<em>O</em>-β-<small>D</small>-glucofuranoside","chebi",1
"isothiocyanate","CHEBI:52221","isothiocyanate","chebi",1
"istradefylline","CHEBI:134726","istradefylline","chebi",1
"lactose","CHEBI:17716","lactose","chebi",1
"lasiocarpine","CHEBI:6382","Lasiocarpine","chebi",1
"lde225","CHEBI:90863","sonidegib","chebi",1
"ldn","CHEBI:131902","<em>N</em>-acetyl-β-<small>D</small>-galactosaminyl-(1→4)-<em>N</em>-acetyl-<small>D</small>-glucosaminyl group","chebi",1
"leflunomide","CHEBI:6402","leflunomide","chebi",1
"leuprorelin","CHEBI:6427","leuprolide","chebi",1
"levamisole","CHEBI:6432","levamisole","chebi",1
"light","CHEBI:30212","photon","chebi",1
"light","HGNC:11930","TNFSF14","immport",1
"linopirdine","CHEBI:34823","Linopirdine","chebi",1
"lnt","CHEBI:30248","β-<small>D</small>-Gal-(1→3)-β-<small>D</small>-GlcNAc-(1→3)-β-<small>D</small>-Gal-(1→4)-<small>D</small>-Glc","chebi",1
"lopinavir","CHEBI:31781","lopinavir","chebi",1
"losmapimod","CHEBI:131167","losmapimod","chebi",1
"lta","CHEBI:73572","Leu-Thr-Ala","chebi",1
"luteolin","CHEBI:15864","luteolin","chebi",1
"m6a","HGNC:17563","METTL3","hgnc",1
"methylparaben","CHEBI:31835","methylparaben","chebi",1
"metoprolol","CHEBI:6904","metoprolol","chebi",1
"mig","HGNC:7098","CXCL9","immport",1
"mit","CHEBI:27847","3-iodo-<small>L</small>-tyrosine","chebi",1
"ml355","CHEBI:195557","ML355","chebi",1
"mln2238","CHEBI:90942","ixazomib","chebi",1
"mmf","CHEBI:8764","mycophenolate mofetil","chebi",1
"mnng","CHEBI:21759","<em>N</em>-methyl-<em>N</em>'-nitro-<em>N</em>-nitrosoguanidine","chebi",1
"mre269","CHEBI:90848","ACT-333679","chebi",1
"myr","CHEBI:25456","tetradecanoyl group","chebi",1
"nac","CHEBI:7421","NAC","chebi",1
"nad","CHEBI:15846","NAD<small><sup>+</small></sup>","chebi",1
"naltrindole","CHEBI:81528","Naltrindole","chebi",1
"naringenin","CHEBI:17846","(<i>S</i>)-naringenin","chebi",1
"nbt","CHEBI:9505","nitro blue tetrazolium dichloride","chebi",1
"nebivolol","CHEBI:64022","nebivolol","chebi",1
"nelfinavir","CHEBI:7496","nelfinavir","chebi",1
"neomycin","CHEBI:7507","neomycin","chebi",1
"ner","CHEBI:25503","nervonoyl group","chebi",1
"nitrendipine","CHEBI:7582","nitrendipine","chebi",1
"nitroxoline","CHEBI:67121","nitroxoline","chebi",1
"nl1","CHEBI:233244","5-[(3,5-ditert-butyl-4-hydroxyphenyl)methyl]-1,3-thiazolidine-2,4-dione","chebi",1
"nnk","CHEBI:32692","4-(<em>N</em>-nitrosomethylamino)-1-(3-pyridyl)butan-1-one","chebi",1
"nobiletin","CHEBI:7602","nobiletin","chebi",1
"nog","CHEBI:44482","<em>N</em>-oxalylglycine","chebi",1
"nvp","CHEBI:63613","nevirapine","chebi",1
"obatoclax","CHEBI:231698","Obatoclax","chebi",1
"oltipraz","CHEBI:77319","oltipraz","chebi",1
"onametostat","CHEBI:746978","Onametostat","chebi",1
"one","CHEBI:58972","(<i>E</i>)-4-oxonon-2-enal","chebi",1
"orteronel","CHEBI:231353","orteronel","chebi",1
"osajin","CHEBI:7797","Osajin","chebi",1
"ova","NCBITaxon:2951306","ova","taxonomy",1
"pamapimod","CHEBI:90685","pamapimod","chebi",1
"paracetamol","CHEBI:46195","paracetamol","chebi",1
"pb1","CHEBI:177890","Pb1","chebi",1
"pd1","HGNC:8760","PDCD1","hgnc",1
"pfd","CHEBI:31263","bentiromide","chebi",1
"phenamil","CHEBI:34919","Phenylamil","chebi",1
"phenothiazine","CHEBI:37931","10<em>H</em>-phenothiazine","chebi",1
"phenoxybenzamine","CHEBI:8077","Phenoxybenzamine","chebi",1
"phenytoin","CHEBI:8107","phenytoin","chebi",1
"phosphoramidon","CHEBI:45353","phosphoramidon","chebi",1
"plumbagin","CHEBI:8273","plumbagin","chebi",1
"plx5622","CHEBI:230497","PLX5622","chebi",1
"pravastatin","CHEBI:63618","pravastatin","chebi",1
"pristimerin","CHEBI:8416","Pristimerin","chebi",1
"propafenone","CHEBI:63619","propafenone","chebi",1
"propofol","CHEBI:44915","propofol","chebi",1
"prunetin","CHEBI:8600","prunetin","chebi",1
"ptx","CHEBI:146207","palytoxin","chebi",1
"putrescine","CHEBI:17148","putrescine","chebi",1
"pyruvate","CHEBI:15361","pyruvate","chebi",1
"rapa","NCBITaxon:644105","rapa","taxonomy",1
"riluzole","CHEBI:8863","Riluzole","chebi",1
"riociguat","CHEBI:76018","riociguat","chebi",1
"risperidone","CHEBI:8871","risperidone","chebi",1
"rita","NCBITaxon:337744","rita","taxonomy",1
"ritonavir","CHEBI:45409","ritonavir","chebi",1
"sam","CHEBI:15414","<em>S</em>-adenosyl-<small>L</small>-methionine","chebi",1
"saxagliptin","CHEBI:71272","saxagliptin","chebi",1
"senicapoc","CHEBI:233644","Senicapoc","chebi",1
"serotonin","CHEBI:28790","serotonin","chebi",1
"sfa","CHEBI:26607","saturated fatty acid","chebi",1
"sfe","HGNC:7154","MME","uniprot",1
"sitagliptin","CHEBI:40237","sitagliptin","chebi",1
"snap","CHEBI:77702","<i>S</i>-nitroso-<em>N</em>-acetyl-<small>D</small>-penicillamine","chebi",1
"solifenacin","CHEBI:135530","solifenacin","chebi",1
"sotorasib","CHEBI:178199","sotorasib","chebi",1
"spermine","CHEBI:15746","spermine","chebi",1
"sphingomyelin","CHEBI:17636","sphingomyelin d18:1","chebi",1
"spironolactone","CHEBI:9241","spironolactone","chebi",1
"sulconazole","CHEBI:9325","sulconazole","chebi",1
"taf","HGNC:6018","IL6","immport",1
"tau","CHEBI:36355","tau lepton","chebi",1
"tedizolid","CHEBI:82717","tedizolid","chebi",1
"teicoplanin","CHEBI:29687","teicoplanin","chebi",1
"tenofovir","CHEBI:63625","tenofovir (anhydrous)","chebi",1
"terbinafine","CHEBI:9448","terbinafine","chebi",1
"tgfbr2","HGNC:11773","TGFBR2","immport",1
"thiothixene","CHEBI:9571","Thiothixene","chebi",1
"threonine","CHEBI:16857","<small>L</small>-threonine","chebi",1
"thymoquinone","CHEBI:113532","thymoquinone","chebi",1
"tigecycline","CHEBI:142708","tigecycline(1+)","chebi",1
"tipiracil","CHEBI:90879","tipiracil","chebi",1
"tipranavir","CHEBI:63628","tipranavir","chebi",1
"tmpyp4","CHEBI:37447","<em>meso</em>-tetrakis(<em>N</em>-methyl-4-pyridyl)porphine(4+)","chebi",1
"tmx","CHEBI:39185","thiamethoxam","chebi",1
"tofa","CHEBI:77936","5-(tetradecyloxy)-2-furoic acid","chebi",1
"totarol","CHEBI:69241","totarol","chebi",1
"triamcinolone","CHEBI:9667","triamcinolone","chebi",1
"trpm2","HGNC:12339","TRPM2","hgnc",1
"ttp","CHEBI:9534","thiamine(1+) triphosphate","chebi",1
"uridine","CHEBI:16704","uridine","chebi",1
"utx","HGNC:12637","KDM6A","hgnc",1
"veliparib","CHEBI:62880","veliparib","chebi",1
"xl147","CHEBI:71957","XL147","chebi",1
"yap","HGNC:30935","YY1AP1","hgnc",1
