"post_seg2","klass","level","n","n_ov","k_pre","k_post"
"MeSH:D000077192","fusione_in_esistente",0,2,1,3,4
"MeSH:D000077192","fusione_in_esistente",1,2,1,3,4
"MeSH:D000077192","fusione_in_esistente",1,6,5,3,4
"MeSH:D000077192","fusione_in_esistente",0,2,1,3,4
"MeSH:D000077195","fusione_in_esistente",3,2,1,3,4
"MeSH:D000077195","fusione_in_esistente",3,2,1,3,4
"MeSH:D000077195","nuova_coalescenza_override",3,4,4,0,4
"MeSH:D000077273","fusione_in_esistente",4,3,2,2,4
"MeSH:D001172","fusione_in_esistente",3,2,1,3,4
"MeSH:D001943","fusione_in_esistente",4,3,2,2,4
"MeSH:D001943","fusione_in_esistente",4,2,1,4,4
"MeSH:D001943","fusione_in_esistente",4,4,3,1,4
"MeSH:D001943","fusione_in_esistente",2,2,1,4,4
"MeSH:D001943","fusione_in_esistente",2,2,1,3,4
"MeSH:D001943","fusione_in_esistente",3,2,1,3,4
"MeSH:D001943","fusione_in_esistente",3,2,1,4,4
"MeSH:D001943","fusione_in_esistente",3,2,1,3,4
"MeSH:D001943","fusione_in_esistente",3,2,1,3,4
"MeSH:D001943","fusione_in_esistente",2,2,1,3,4
"MeSH:D001943","fusione_in_esistente",1,2,1,4,4
"MeSH:D001943","fusione_in_esistente",0,2,1,4,4
"MeSH:D001943","fusione_in_esistente",1,2,1,3,4
"MeSH:D001943","fusione_in_esistente",0,2,1,3,4
"MeSH:D001943","fusione_in_esistente",1,2,1,3,4
"MeSH:D001943","fusione_in_esistente",1,2,1,3,4
"MeSH:D002289","fusione_in_esistente",2,2,1,3,4
"MeSH:D002289","fusione_in_esistente",2,2,1,3,4
"MeSH:D002289","fusione_in_esistente",1,3,2,2,4
"MeSH:D002289","fusione_in_esistente",1,2,1,3,4
"MeSH:D002289","fusione_in_esistente",0,2,1,3,4
"MeSH:D002289","fusione_in_esistente",0,2,1,3,4
"MeSH:D002292","fusione_in_esistente",4,4,3,1,4
"MeSH:D003093","fusione_in_esistente",4,2,1,3,4
"MeSH:D003424","fusione_in_esistente",4,2,1,3,4
"MeSH:D003424","fusione_in_esistente",2,3,2,2,4
"MeSH:D003424","fusione_in_esistente",1,3,2,2,4
"MeSH:D003424","fusione_in_esistente",0,3,2,2,4
"MeSH:D003928","fusione_in_esistente",4,4,3,2,4
"MeSH:D005909","fusione_in_esistente",4,4,3,2,4
"MeSH:D005909","fusione_in_esistente",3,4,3,2,4
"MeSH:D006528","fusione_in_esistente",2,2,1,3,4
"MeSH:D006528","fusione_in_esistente",3,2,1,3,4
"MeSH:D006528","fusione_in_esistente",2,3,2,3,4
"MeSH:D006528","fusione_in_esistente",2,2,1,3,4
"MeSH:D006528","fusione_in_esistente",3,2,1,3,4
"MeSH:D006528","fusione_in_esistente",0,3,2,2,4
"MeSH:D006528","fusione_in_esistente",1,2,1,3,4
"MeSH:D006528","fusione_in_esistente",1,3,2,3,4
"MeSH:D006528","fusione_in_esistente",0,3,2,3,4
"MeSH:D006528","fusione_in_esistente",1,2,1,3,4
"MeSH:D006528","fusione_in_esistente",0,2,1,3,4
"MeSH:D008180","fusione_in_esistente",4,2,1,3,4
"MeSH:D008180","fusione_in_esistente",4,4,3,2,4
"MeSH:D008180","fusione_in_esistente",3,4,3,2,4
"MeSH:D009369","fusione_in_esistente",2,2,1,3,4
"MeSH:D009369","fusione_in_esistente",1,2,1,3,4
"MeSH:D009369","fusione_in_esistente",0,2,1,3,4
"MeSH:D010051","fusione_in_esistente",4,3,2,2,4
"MeSH:D010051","fusione_in_esistente",0,2,1,3,4
"MeSH:D010190","fusione_in_esistente",4,3,2,2,4
"MeSH:D010300","fusione_in_esistente",4,2,1,4,4
"MeSH:D010300","fusione_in_esistente",3,2,1,4,4
"MeSH:D011471","fusione_in_esistente",2,2,1,3,4
"MeSH:D011471","fusione_in_esistente",2,2,1,3,4
"MeSH:D011471","fusione_in_esistente",3,2,1,3,4
"MeSH:D011471","fusione_in_esistente",2,3,2,2,4
"MeSH:D011471","fusione_in_esistente",2,3,2,3,4
"MeSH:D011471","fusione_in_esistente",2,2,1,3,4
"MeSH:D011471","fusione_in_esistente",1,2,1,3,4
"MeSH:D011471","fusione_in_esistente",0,2,1,3,4
"MeSH:D011471","fusione_in_esistente",0,2,1,3,4
"MeSH:D011471","fusione_in_esistente",1,3,2,2,4
"MeSH:D011471","fusione_in_esistente",0,3,2,2,4
"MeSH:D011471","fusione_in_esistente",1,2,1,3,4
"MeSH:D013964","fusione_in_esistente",3,3,2,2,4
"MeSH:D015179","fusione_in_esistente",4,2,1,3,4
"MeSH:D015179","fusione_in_esistente",4,2,1,3,4
"MeSH:D015179","fusione_in_esistente",3,3,2,2,4
"MeSH:D015179","fusione_in_esistente",3,2,1,3,4
"MeSH:D015179","fusione_in_esistente",3,4,3,1,4
"MeSH:D015179","fusione_in_esistente",2,4,3,1,4
"MeSH:D015179","fusione_in_esistente",3,3,2,2,4
"MeSH:D015179","fusione_in_esistente",3,3,2,2,4
"MeSH:D015179","fusione_in_esistente",3,2,1,3,4
"MeSH:D015179","fusione_in_esistente",3,2,1,3,4
"MeSH:D015179","fusione_in_esistente",1,4,3,1,4
"MeSH:D015179","fusione_in_esistente",0,4,3,1,4
"MeSH:D015179","fusione_in_esistente",0,4,3,1,4
"MeSH:D015470","fusione_in_esistente",4,3,2,2,4
"MeSH:D015470","fusione_in_esistente",2,3,2,2,4
"MeSH:D015470","fusione_in_esistente",3,3,2,2,4
"MeSH:D015470","fusione_in_esistente",3,3,2,2,4
"MeSH:D015470","fusione_in_esistente",1,3,2,2,4
"MeSH:D015470","fusione_in_esistente",0,3,2,2,4
"MeSH:D016403","fusione_in_esistente",4,4,3,1,4
"MeSH:D016403","fusione_in_esistente",4,2,1,3,4
"MeSH:D016403","nuova_coalescenza_override",4,4,4,0,4
"MeSH:D016403","fusione_in_esistente",3,4,3,1,4
"MeSH:D016403","fusione_in_esistente",3,2,1,3,4
"MeSH:D016403","nuova_coalescenza_override",3,4,4,0,4
"MeSH:D016889","fusione_in_esistente",2,2,1,3,4
"MeSH:D016889","fusione_in_esistente",1,2,1,3,4
"MeSH:D016889","fusione_in_esistente",0,2,1,3,4
"MeSH:D016889","fusione_in_esistente",0,2,1,3,4
"MeSH:D064726","fusione_in_esistente",0,3,2,2,4
"MeSH:D065627","fusione_in_esistente",4,2,1,3,4
"MeSH:D065627","fusione_in_esistente",3,2,1,3,4
"CHEBI:16412","nuova_coalescenza_override",4,4,4,0,4
"CHEBI:17026","fusione_in_esistente",4,4,3,2,4
"MeSH:D001749","fusione_in_esistente",3,2,1,4,4
"MeSH:D003424","fusione_in_esistente",4,4,3,4,4
"MeSH:D003424","fusione_in_esistente",4,2,1,4,4
"MeSH:D003922","nuova_coalescenza_override",4,5,5,0,4
"MeSH:D014612","fusione_in_esistente",4,2,1,3,4
"MeSH:D029424","nuova_coalescenza_override",4,2,2,0,4
"MeSH:D059951","fusione_in_esistente",4,2,1,4,4
"MeSH:D059951","fusione_in_esistente",2,2,1,4,4
"MeSH:D059951","fusione_in_esistente",3,2,1,4,4
"CHEBI:84491","fusione_in_esistente",0,2,1,3,4
"MeSH:D015179","fusione_in_esistente",3,2,1,4,4
"MeSH:D015470","nuova_coalescenza_override",4,4,4,0,4
"HGNC:29277","fusione_in_esistente",4,3,2,4,4
"HGNC:29277","fusione_in_esistente",3,3,2,4,4
"HGNC:29277","fusione_in_esistente",2,3,2,4,4
"HGNC:29277","fusione_in_esistente",1,3,2,4,4
"HGNC:29277","fusione_in_esistente",0,3,2,4,4
"HGNC:613","fusione_in_esistente",4,2,1,3,4
"MeSH:D006528","fusione_in_esistente",2,2,1,3,4
"CHEBI:16412","nuova_coalescenza_override",3,2,2,0,4
"NCBITaxon:10359","fusione_in_esistente",4,3,2,2,4
"NCBITaxon:10376","fusione_in_esistente",4,3,2,4,4
"NCBITaxon:10376","fusione_in_esistente",3,2,1,4,4
"NCBITaxon:11320","fusione_in_esistente",4,4,3,2,4
"NCBITaxon:12637","nuova_coalescenza_override",4,5,5,0,4
"NCBITaxon:1280","fusione_in_esistente",4,3,2,2,4
"NCBITaxon:1773","fusione_in_esistente",4,4,3,3,4
"NCBITaxon:210","fusione_in_esistente",4,5,4,2,4
"NCBITaxon:2697049","fusione_in_esistente",4,4,3,2,4
"NCBITaxon:2697049","fusione_in_esistente",3,2,1,3,4
"NCBITaxon:2697049","fusione_in_esistente",3,2,1,4,4
"NCBITaxon:487","fusione_in_esistente",4,4,3,3,4
"NCBITaxon:487","fusione_in_esistente",3,4,3,3,4
"NCBITaxon:487","fusione_in_esistente",2,4,3,3,4
"NCBITaxon:5476","fusione_in_esistente",4,2,1,4,4
"NCBITaxon:562","fusione_in_esistente",4,4,3,2,4
"CHEBI:137113","fusione_in_esistente",4,2,1,3,4
"CHEBI:15866","fusione_in_esistente",4,3,2,3,4
"CHEBI:16330","fusione_in_esistente",3,5,4,2,4
"CHEBI:16330","fusione_in_esistente",1,2,1,3,4
"CHEBI:16412","fusione_in_esistente",4,5,4,1,4
"CHEBI:28748","fusione_in_esistente",4,2,1,3,4
"CHEBI:28748","fusione_in_esistente",3,3,2,2,4
"CHEBI:3139","fusione_in_esistente",2,6,5,2,4
"CHEBI:3139","fusione_in_esistente",1,6,5,2,4
"CHEBI:3139","fusione_in_esistente",0,6,5,2,4
"CHEBI:31638","fusione_in_esistente",3,2,1,3,4
"CHEBI:36706","fusione_in_esistente",4,3,2,2,4
"CHEBI:41774","fusione_in_esistente",3,2,1,3,4
"CHEBI:41774","fusione_in_esistente",3,4,3,3,4
"CHEBI:46345","fusione_in_esistente",3,4,3,3,4
"CHEBI:4672","fusione_in_esistente",4,2,1,3,4
"CHEBI:4911","fusione_in_esistente",4,2,1,3,4
"CHEBI:68534","fusione_in_esistente",1,2,1,3,4
"CHEBI:68642","fusione_in_esistente",4,3,2,2,4
"CHEBI:68642","fusione_in_esistente",3,3,2,2,4
"MeSH:D001943","fusione_in_esistente",4,3,2,3,4
"HGNC:11892","fusione_in_esistente",4,2,1,2,3
"HGNC:5438","fusione_in_esistente",4,2,1,2,3
"HGNC:5438","fusione_in_esistente",2,2,1,2,3
"HGNC:5438","fusione_in_esistente",3,3,2,2,3
"HGNC:6014","fusione_in_esistente",4,3,2,1,3
"MeSH:D000069797","fusione_in_esistente",4,2,1,2,3
"MeSH:D000069797","fusione_in_esistente",3,2,1,2,3
"MeSH:D000077192","fusione_in_esistente",2,2,1,2,3
"MeSH:D000077192","fusione_in_esistente",2,2,1,2,3
"MeSH:D000077192","fusione_in_esistente",2,2,1,2,3
"MeSH:D000077192","fusione_in_esistente",3,3,2,1,3
"MeSH:D000077192","fusione_in_esistente",1,2,1,2,3
"MeSH:D000077192","fusione_in_esistente",1,3,2,2,3
"MeSH:D000077192","fusione_in_esistente",0,6,5,2,3
"MeSH:D000077195","nuova_coalescenza_override",4,3,3,0,3
"MeSH:D000077195","fusione_in_esistente",3,2,1,2,3
"MeSH:D000077195","fusione_in_esistente",3,3,2,1,3
"MeSH:D000077195","nuova_coalescenza_override",3,3,3,0,3
"MeSH:D000077273","fusione_in_esistente",3,3,2,1,3
"MeSH:D000544","fusione_in_esistente",4,2,1,3,3
"MeSH:D000544","fusione_in_esistente",4,2,1,2,3
"MeSH:D000544","fusione_in_esistente",3,2,1,2,3
"MeSH:D001749","fusione_in_esistente",2,2,1,2,3
"MeSH:D001749","fusione_in_esistente",1,2,1,2,3
"MeSH:D001943","fusione_in_esistente",4,3,2,1,3
"MeSH:D001943","fusione_in_esistente",2,2,1,2,3
"MeSH:D001943","fusione_in_esistente",3,2,1,2,3
"MeSH:D001943","fusione_in_esistente",3,3,2,1,3
"MeSH:D001943","fusione_in_esistente",1,2,1,2,3
"MeSH:D001943","fusione_in_esistente",0,2,1,2,3
"MeSH:D001943","fusione_in_esistente",0,2,1,2,3
"MeSH:D001943","fusione_in_esistente",0,2,1,2,3
"MeSH:D002289","nuova_coalescenza_override",4,3,3,0,3
"MeSH:D002289","fusione_in_esistente",3,3,2,1,3
"MeSH:D002289","fusione_in_esistente",0,2,1,2,3
"MeSH:D002292","fusione_in_esistente",3,2,1,2,3
"MeSH:D002292","fusione_in_esistente",2,2,1,2,3
"MeSH:D002292","fusione_in_esistente",1,2,1,2,3
"MeSH:D002292","fusione_in_esistente",0,2,1,2,3
"MeSH:D002311","fusione_in_esistente",2,2,1,2,3
"MeSH:D002311","fusione_in_esistente",1,2,1,2,3
"MeSH:D002311","fusione_in_esistente",0,2,1,2,3
"MeSH:D003093","fusione_in_esistente",4,2,1,2,3
"MeSH:D003093","fusione_in_esistente",3,2,1,2,3
"MeSH:D003110","fusione_in_esistente",4,2,1,2,3
"MeSH:D003424","fusione_in_esistente",4,3,2,1,3
"MeSH:D003865","fusione_in_esistente",4,2,1,2,3
"MeSH:D003865","nuova_coalescenza_override",4,4,4,0,3
"MeSH:D003865","fusione_in_esistente",3,2,1,2,3
"MeSH:D003865","nuova_coalescenza_override",3,4,4,0,3
"MeSH:D003928","fusione_in_esistente",3,3,2,2,3
"MeSH:D005355","fusione_in_esistente",4,2,1,2,3
"MeSH:D005706","fusione_in_esistente",4,2,1,2,3
"MeSH:D006528","fusione_in_esistente",4,2,1,2,3
"MeSH:D006528","fusione_in_esistente",4,2,1,2,3
"MeSH:D006528","nuova_coalescenza_override",4,3,3,0,3
"MeSH:D006528","fusione_in_esistente",2,5,4,1,3
"MeSH:D006528","fusione_in_esistente",2,2,1,2,3
"MeSH:D006528","fusione_in_esistente",0,2,1,2,3
"MeSH:D006528","fusione_in_esistente",1,5,4,1,3
"MeSH:D006528","fusione_in_esistente",0,5,4,1,3
"MeSH:D006528","fusione_in_esistente",1,2,1,2,3
"MeSH:D006528","fusione_in_esistente",0,2,1,2,3
"MeSH:D008180","fusione_in_esistente",2,2,1,2,3
"MeSH:D008180","fusione_in_esistente",2,2,1,2,3
"MeSH:D008180","fusione_in_esistente",2,3,2,2,3
"MeSH:D008180","fusione_in_esistente",1,2,1,2,3
"MeSH:D008180","fusione_in_esistente",0,2,1,2,3
"MeSH:D008180","fusione_in_esistente",1,3,2,2,3
"MeSH:D008180","fusione_in_esistente",0,3,2,2,3
"MeSH:D008268","fusione_in_esistente",4,3,2,2,3
"MeSH:D008268","fusione_in_esistente",3,3,2,2,3
"MeSH:D009369","fusione_in_esistente",4,2,1,2,3
"MeSH:D009369","fusione_in_esistente",3,2,1,2,3
"MeSH:D010051","fusione_in_esistente",4,3,2,2,3
"MeSH:D010051","fusione_in_esistente",4,2,1,2,3
"MeSH:D010051","fusione_in_esistente",3,3,2,2,3
"MeSH:D010051","fusione_in_esistente",3,2,1,2,3
"MeSH:D010051","fusione_in_esistente",3,2,1,2,3
"MeSH:D010190","fusione_in_esistente",3,2,1,2,3
"MeSH:D010300","fusione_in_esistente",4,2,1,3,3
"MeSH:D010300","fusione_in_esistente",3,2,1,2,3
"MeSH:D010300","fusione_in_esistente",2,2,1,2,3
"MeSH:D010300","fusione_in_esistente",1,2,1,2,3
"MeSH:D010300","fusione_in_esistente",0,2,1,2,3
"MeSH:D011471","fusione_in_esistente",4,2,1,2,3
"MeSH:D011471","fusione_in_esistente",4,15,14,2,3
"MeSH:D011471","fusione_in_esistente",2,2,1,2,3
"MeSH:D011471","fusione_in_esistente",2,2,1,2,3
"MeSH:D011471","fusione_in_esistente",0,2,1,2,3
"MeSH:D011471","fusione_in_esistente",1,2,1,2,3
"MeSH:D011471","fusione_in_esistente",0,2,1,2,3
"MeSH:D011471","fusione_in_esistente",1,2,1,2,3
"MeSH:D011471","fusione_in_esistente",0,2,1,2,3
"MeSH:D012512","fusione_in_esistente",4,2,1,2,3
"MeSH:D012595","fusione_in_esistente",4,3,2,1,3
"MeSH:D015179","fusione_in_esistente",4,3,2,1,3
"MeSH:D015179","fusione_in_esistente",4,3,2,1,3
"MeSH:D015179","fusione_in_esistente",2,2,1,2,3
"MeSH:D015179","fusione_in_esistente",3,2,1,2,3
"MeSH:D015179","fusione_in_esistente",3,3,2,1,3
"MeSH:D015179","fusione_in_esistente",3,2,1,2,3
"MeSH:D015179","fusione_in_esistente",3,4,3,1,3
"MeSH:D015179","fusione_in_esistente",3,2,1,2,3
"MeSH:D015179","fusione_in_esistente",1,2,1,2,3
"MeSH:D015212","fusione_in_esistente",4,2,1,2,3
"MeSH:D015451","fusione_in_esistente",4,3,2,2,3
"MeSH:D015464","fusione_in_esistente",4,3,2,1,3
"MeSH:D015464","fusione_in_esistente",3,3,2,1,3
"MeSH:D015470","fusione_in_esistente",4,2,1,2,3
"MeSH:D015470","fusione_in_esistente",2,2,1,2,3
"MeSH:D015470","fusione_in_esistente",3,2,1,2,3
"MeSH:D015470","fusione_in_esistente",3,2,1,2,3
"MeSH:D015470","fusione_in_esistente",3,2,1,2,3
"MeSH:D015470","fusione_in_esistente",1,2,1,2,3
"MeSH:D015470","fusione_in_esistente",0,2,1,2,3
"MeSH:D018281","nuova_coalescenza_override",4,3,3,0,3
"MeSH:D029424","fusione_in_esistente",2,2,1,2,3
"MeSH:D029424","fusione_in_esistente",1,2,1,2,3
"MeSH:D029424","fusione_in_esistente",0,2,1,2,3
"MeSH:D046152","fusione_in_esistente",4,3,2,1,3
"MeSH:D054429","nuova_coalescenza_override",2,3,3,0,3
"MeSH:D054429","nuova_coalescenza_override",1,3,3,0,3
"MeSH:D064726","nuova_coalescenza_override",4,4,4,0,3
"MeSH:D064726","fusione_in_esistente",3,3,2,1,3
"MeSH:D064726","fusione_in_esistente",3,2,1,2,3
"MeSH:D064726","fusione_in_esistente",2,2,1,2,3
"MeSH:D064726","fusione_in_esistente",2,3,2,1,3
"MeSH:D064726","fusione_in_esistente",1,2,1,2,3
"MeSH:D064726","fusione_in_esistente",0,2,1,2,3
"MeSH:D064726","fusione_in_esistente",1,3,2,1,3
"MeSH:D064726","fusione_in_esistente",0,3,2,1,3
"MeSH:D065646","nuova_coalescenza_override",3,3,3,0,3
"CHEBI:16412","fusione_in_esistente",3,2,1,2,3
"CHEBI:17026","nuova_coalescenza_override",3,3,3,0,3
"CHEBI:17688","fusione_in_esistente",4,4,3,2,3
"CHEBI:17688","fusione_in_esistente",4,2,1,2,3
"CHEBI:50114","fusione_in_esistente",3,2,1,2,3
"MeSH:D000067329","fusione_in_esistente",4,2,1,2,3
"MeSH:D003424","nuova_coalescenza_override",4,6,6,0,3
"MeSH:D011839","fusione_in_esistente",3,2,1,2,3
"MeSH:D011839","nuova_coalescenza_override",3,2,2,0,3
"MeSH:D014466","fusione_in_esistente",2,2,1,2,3
"MeSH:D015212","fusione_in_esistente",4,2,1,2,3
"MeSH:D015212","fusione_in_esistente",3,2,1,2,3
"MeSH:D016640","fusione_in_esistente",4,2,1,2,3
"MeSH:D016640","fusione_in_esistente",3,2,1,2,3
"MeSH:D059305","nuova_coalescenza_override",3,3,3,0,3
"NCBITaxon:2697049","fusione_in_esistente",4,4,3,2,3
"CHEBI:84491","fusione_in_esistente",0,2,1,3,3
"HGNC:1101","fusione_in_esistente",4,3,2,1,3
"HGNC:1915","fusione_in_esistente",4,2,1,2,3
"HGNC:28866","fusione_in_esistente",4,2,1,2,3
"HGNC:28866","fusione_in_esistente",3,2,1,2,3
"HGNC:3373","fusione_in_esistente",4,2,1,2,3
"HGNC:4071","fusione_in_esistente",4,4,3,1,3
"HGNC:6407","fusione_in_esistente",4,2,1,2,3
"HGNC:8620","fusione_in_esistente",4,2,1,2,3
"MeSH:D001749","nuova_coalescenza_override",4,2,2,0,3
"HGNC:22","fusione_in_esistente",4,3,2,2,3
"MeSH:D015179","fusione_in_esistente",3,2,1,3,3
"CHEBI:16412","fusione_in_esistente",3,2,1,2,3
"CHEBI:16412","fusione_in_esistente",1,2,1,2,3
"CHEBI:16412","fusione_in_esistente",0,2,1,2,3
"NCBITaxon:10358","fusione_in_esistente",4,6,5,2,3
"NCBITaxon:10359","fusione_in_esistente",3,2,1,2,3
"NCBITaxon:10359","fusione_in_esistente",2,2,1,1,3
"NCBITaxon:10407","fusione_in_esistente",2,2,1,3,3
"NCBITaxon:10407","fusione_in_esistente",2,2,1,3,3
"NCBITaxon:10407","fusione_in_esistente",3,3,2,3,3
"NCBITaxon:10407","fusione_in_esistente",1,2,1,2,3
"NCBITaxon:10407","fusione_in_esistente",0,2,1,2,3
"NCBITaxon:10407","fusione_in_esistente",1,2,1,3,3
"NCBITaxon:10566","fusione_in_esistente",3,8,7,3,3
"NCBITaxon:12637","nuova_coalescenza_override",3,4,4,0,3
"NCBITaxon:12721","fusione_in_esistente",4,2,1,2,3
"NCBITaxon:12814","fusione_in_esistente",4,3,2,1,3
"NCBITaxon:12814","fusione_in_esistente",3,12,11,1,3
"NCBITaxon:147711","nuova_coalescenza_override",4,4,4,0,3
"NCBITaxon:147711","nuova_coalescenza_override",3,4,4,0,3
"NCBITaxon:2697049","fusione_in_esistente",4,4,3,2,3
"NCBITaxon:2697049","fusione_in_esistente",4,3,2,3,3
"NCBITaxon:2697049","fusione_in_esistente",4,4,3,2,3
"NCBITaxon:2697049","fusione_in_esistente",3,3,2,2,3
"NCBITaxon:2697049","fusione_in_esistente",3,3,2,1,3
"NCBITaxon:2697049","fusione_in_esistente",3,2,1,2,3
"NCBITaxon:2697049","fusione_in_esistente",3,4,3,2,3
"NCBITaxon:2697049","nuova_coalescenza_override",3,7,7,0,3
"NCBITaxon:2697049","fusione_in_esistente",2,2,1,3,3
"NCBITaxon:2697049","nuova_coalescenza_override",2,7,7,0,3
"NCBITaxon:2697049","fusione_in_esistente",1,2,1,3,3
"NCBITaxon:2697049","fusione_in_esistente",0,2,1,3,3
"NCBITaxon:37296","fusione_in_esistente",4,2,1,3,3
"NCBITaxon:5658","nuova_coalescenza_override",4,3,3,0,3
"NCBITaxon:5658","nuova_coalescenza_override",3,3,3,0,3
"NCBITaxon:746128","fusione_in_esistente",4,3,2,1,3
"NCBITaxon:777","fusione_in_esistente",4,3,2,3,3
"NCBITaxon:813","fusione_in_esistente",4,5,4,1,3
"NCBITaxon:837","fusione_in_esistente",4,5,4,2,3
"CHEBI:137113","fusione_in_esistente",4,3,2,1,3
"CHEBI:137113","fusione_in_esistente",3,2,1,2,3
"CHEBI:15738","fusione_in_esistente",4,2,1,2,3
"CHEBI:16330","fusione_in_esistente",2,2,1,3,3
"CHEBI:16330","fusione_in_esistente",1,2,1,3,3
"CHEBI:16330","fusione_in_esistente",0,2,1,3,3
"CHEBI:16469","fusione_in_esistente",2,2,1,2,3
"CHEBI:16469","fusione_in_esistente",2,2,1,2,3
"CHEBI:18258","fusione_in_esistente",4,2,1,2,3
"CHEBI:2038","fusione_in_esistente",4,4,3,1,3
"CHEBI:229764","fusione_in_esistente",4,3,2,1,3
"CHEBI:231598","fusione_in_esistente",4,2,1,2,3
"CHEBI:231601","fusione_in_esistente",3,2,1,3,3
"CHEBI:27899","fusione_in_esistente",3,2,1,2,3
"CHEBI:27899","fusione_in_esistente",3,4,3,2,3
"CHEBI:36706","fusione_in_esistente",3,3,2,1,3
"CHEBI:37537","fusione_in_esistente",4,2,1,2,3
"CHEBI:41774","fusione_in_esistente",3,2,1,2,3
"CHEBI:45863","nuova_coalescenza_override",4,3,3,0,3
"CHEBI:45863","nuova_coalescenza_override",3,3,3,0,3
"CHEBI:45924","fusione_in_esistente",1,2,1,2,3
"CHEBI:45924","fusione_in_esistente",0,2,1,2,3
"CHEBI:4672","fusione_in_esistente",4,3,2,1,3
"CHEBI:4911","fusione_in_esistente",3,2,1,2,3
"CHEBI:50729","fusione_in_esistente",4,2,1,2,3
"CHEBI:50845","fusione_in_esistente",3,2,1,2,3
"CHEBI:68534","fusione_in_esistente",1,2,1,2,3
"CHEBI:68534","fusione_in_esistente",0,2,1,2,3
"CHEBI:68534","fusione_in_esistente",0,2,1,2,3
"CHEBI:68642","fusione_in_esistente",2,2,1,2,3
"CHEBI:68642","fusione_in_esistente",1,2,1,2,3
"CHEBI:68642","fusione_in_esistente",0,2,1,2,3
"CHEBI:747353","fusione_in_esistente",4,4,3,1,3
"CHEBI:83766","fusione_in_esistente",4,2,1,2,3
"HGNC:11766","fusione_in_esistente",4,2,1,1,2
"HGNC:11766","fusione_in_esistente",3,2,1,1,2
"HGNC:11892","fusione_in_esistente",4,2,1,1,2
"HGNC:11892","fusione_in_esistente",4,2,1,1,2
"HGNC:11892","fusione_in_esistente",4,2,1,2,2
"HGNC:11892","nuova_coalescenza_override",4,2,2,0,2
"HGNC:11892","fusione_in_esistente",2,2,1,1,2
"HGNC:11892","nuova_coalescenza_override",2,2,2,0,2
"HGNC:11892","fusione_in_esistente",3,2,1,1,2
"HGNC:11892","nuova_coalescenza_override",3,2,2,0,2
"HGNC:11892","nuova_coalescenza_override",1,2,2,0,2
"HGNC:11892","nuova_coalescenza_override",0,2,2,0,2
"HGNC:11892","fusione_in_esistente",1,2,1,1,2
"HGNC:11892","fusione_in_esistente",0,2,1,1,2
"HGNC:14900","fusione_in_esistente",4,2,1,1,2
"HGNC:2438","fusione_in_esistente",4,2,1,1,2
"HGNC:2438","fusione_in_esistente",3,2,1,1,2
"HGNC:3415","nuova_coalescenza_override",4,2,2,0,2
"HGNC:3415","nuova_coalescenza_override",4,2,2,0,2
"HGNC:5438","fusione_in_esistente",3,2,1,1,2
"HGNC:5438","fusione_in_esistente",3,2,1,1,2
"HGNC:5438","fusione_in_esistente",3,2,1,1,2
"HGNC:5438","fusione_in_esistente",3,2,1,1,2
"HGNC:5438","fusione_in_esistente",2,2,1,1,2
"HGNC:5438","fusione_in_esistente",1,2,1,1,2
"HGNC:5438","fusione_in_esistente",0,2,1,1,2
"HGNC:5992","fusione_in_esistente",4,2,1,1,2
"HGNC:5992","fusione_in_esistente",3,2,1,1,2
"HGNC:6005","nuova_coalescenza_override",4,3,3,0,2
"HGNC:6005","nuova_coalescenza_override",4,2,2,0,2
"HGNC:6005","fusione_in_esistente",4,2,1,1,2
"HGNC:6005","nuova_coalescenza_override",3,2,2,0,2
"HGNC:6005","fusione_in_esistente",3,2,1,1,2
"HGNC:6014","nuova_coalescenza_override",3,2,2,0,2
"HGNC:6018","fusione_in_esistente",4,2,1,1,2
"HGNC:6018","fusione_in_esistente",3,2,1,1,2
"CHEBI:5931","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:5931","nuova_coalescenza_override",3,2,2,0,2
"MeSH:D019485","nuova_coalescenza_override",1,2,2,0,2
"MeSH:D019485","nuova_coalescenza_override",0,2,2,0,2
"MeSH:D000077192","nuova_coalescenza_override",4,2,2,0,2
"MeSH:D000077192","fusione_in_esistente",2,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",2,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",2,2,1,1,2
"MeSH:D000077192","nuova_coalescenza_override",3,2,2,0,2
"MeSH:D000077192","fusione_in_esistente",2,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",1,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",0,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",1,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",0,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",0,3,2,1,2
"MeSH:D000077192","fusione_in_esistente",1,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",0,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",1,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",0,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",0,2,1,1,2
"MeSH:D000077192","fusione_in_esistente",1,2,1,1,2
