"regola","n_cond","prec_A","cop_A","n_A"
"frazione_efficace>=0.5 & frazione_efficace>=0.6 & !materiale_misto",3,0.276595744680851,0.565217391304348,47
"frazione_efficace>=0.6 & !materiale_misto & !dominato_da_modello",3,0.276595744680851,0.565217391304348,47
"frazione_efficace>=0.6 & !materiale_misto & controllo_veicolo",3,0.276595744680851,0.565217391304348,47
"frazione_efficace>=0.6 & !materiale_misto & verso_gain",3,0.276595744680851,0.565217391304348,47
"frazione_efficace>=0.6 & !stessi_membri & !entita_NCBITaxon",3,0.276595744680851,0.565217391304348,47
"k_effective<=6 & controllo_veicolo",2,0.276315789473684,0.91304347826087,76
"k_effective<=6 & k_effective<=8 & controllo_veicolo",3,0.276315789473684,0.91304347826087,76
"k_effective<=6 & k_effective<=10 & controllo_veicolo",3,0.276315789473684,0.91304347826087,76
"k_effective<=6 & n_studi_model<=2 & controllo_veicolo",3,0.276315789473684,0.91304347826087,76
"k_effective<=6 & controllo_veicolo & verso_gain",3,0.276315789473684,0.91304347826087,76
"k_effective<=8 & !entita_MeSH & !entita_NCBITaxon",3,0.276315789473684,0.91304347826087,76
"k_kish<=5 & n_studi_model<=0",2,0.275862068965517,0.347826086956522,29
"k_effective<=3 & !entita_STR & !entita_NCBITaxon",3,0.275862068965517,0.347826086956522,29
"k_effective<=5 & k_kish<=4 & I2_med<=50",3,0.275862068965517,0.347826086956522,29
"k_effective<=5 & k_kish<=5 & I2_med<=50",3,0.275862068965517,0.347826086956522,29
"k_effective<=5 & I2_med<=50 & controllo_veicolo",3,0.275862068965517,0.347826086956522,29
"k_effective<=6 & k_kish<=4 & I2_med<=50",3,0.275862068965517,0.347826086956522,29
"k_effective<=10 & k_kish<=5 & n_studi_model<=0",3,0.275862068965517,0.347826086956522,29
"k_kish<=2 & n_studi_model<=1 & !ramo_anchor",3,0.275862068965517,0.347826086956522,29
"k_kish<=5 & n_studi_model<=0 & n_studi_model<=1",3,0.275862068965517,0.347826086956522,29
"k_kish<=5 & n_studi_model<=0 & n_studi_model<=2",3,0.275862068965517,0.347826086956522,29
"k_kish<=5 & n_studi_model<=0 & !materiale_misto",3,0.275862068965517,0.347826086956522,29
"k_kish<=5 & n_studi_model<=0 & !dominato_da_modello",3,0.275862068965517,0.347826086956522,29
"k_kish<=5 & n_studi_model<=0 & verso_gain",3,0.275862068965517,0.347826086956522,29
"k_kish<=5 & n_studi_model<=1 & I2_med<=50",3,0.275862068965517,0.347826086956522,29
"k_kish<=5 & I2_med<=50 & !dominato_da_modello",3,0.275862068965517,0.347826086956522,29
"k_kish<=5 & I2_med<=50 & !ramo_anchor",3,0.275862068965517,0.347826086956522,29
"n_studi_model<=1 & I2_med<=50 & controllo_veicolo",3,0.275862068965517,0.347826086956522,29
"frazione_efficace>=0.7 & !entita_MeSH & !ramo_anchor",3,0.275862068965517,0.347826086956522,29
"I2_med<=50 & !dominato_da_modello & !entita_MeSH",3,0.275862068965517,0.347826086956522,29
"I2_med<=50 & !dominato_da_modello & controllo_veicolo",3,0.275862068965517,0.347826086956522,29
"I2_med<=50 & !ramo_anchor & controllo_veicolo",3,0.275862068965517,0.347826086956522,29
"k_effective<=10 & frazione_efficace>=0.5 & !dominato_da_modello",3,0.27536231884058,0.826086956521739,69
"n_studi_model<=1 & !dominato_da_modello & !entita_MeSH",3,0.27536231884058,0.826086956521739,69
"k_kish<=5 & frazione_efficace>=0.6 & !entita_MeSH",3,0.275,0.478260869565217,40
"frazione_efficace>=0.5 & !dominato & !stessi_membri",3,0.275,0.478260869565217,40
"frazione_efficace>=0.6 & !stessi_membri & !entita_STR",3,0.275,0.478260869565217,40
"!dominato & !stessi_membri & !entita_NCBITaxon",3,0.275,0.478260869565217,40
"k_effective<=4 & !materiale_misto",2,0.274509803921569,0.608695652173913,51
"k_effective<=6 & !stessi_membri",2,0.274509803921569,0.608695652173913,51
"k_effective<=8 & frazione_efficace>=0.6",2,0.274509803921569,0.608695652173913,51
"k_effective<=4 & k_effective<=5 & !materiale_misto",3,0.274509803921569,0.608695652173913,51
"k_effective<=4 & k_effective<=6 & !materiale_misto",3,0.274509803921569,0.608695652173913,51
"k_effective<=4 & k_effective<=8 & !materiale_misto",3,0.274509803921569,0.608695652173913,51
"k_effective<=4 & k_effective<=10 & !materiale_misto",3,0.274509803921569,0.608695652173913,51
"k_effective<=4 & n_studi_model<=1 & !dominato_da_modello",3,0.274509803921569,0.608695652173913,51
"k_effective<=4 & n_studi_model<=1 & !entita_NCBITaxon",3,0.274509803921569,0.608695652173913,51
"k_effective<=4 & n_studi_model<=2 & !materiale_misto",3,0.274509803921569,0.608695652173913,51
"k_effective<=4 & !materiale_misto & !dominato_da_modello",3,0.274509803921569,0.608695652173913,51
"k_effective<=4 & !materiale_misto & verso_gain",3,0.274509803921569,0.608695652173913,51
"k_effective<=4 & !dominato_da_modello & !entita_NCBITaxon",3,0.274509803921569,0.608695652173913,51
"k_effective<=6 & k_effective<=8 & !stessi_membri",3,0.274509803921569,0.608695652173913,51
"k_effective<=6 & k_effective<=10 & !stessi_membri",3,0.274509803921569,0.608695652173913,51
"k_effective<=6 & n_studi_model<=2 & !stessi_membri",3,0.274509803921569,0.608695652173913,51
"k_effective<=6 & !stessi_membri & controllo_veicolo",3,0.274509803921569,0.608695652173913,51
"k_effective<=6 & !stessi_membri & verso_gain",3,0.274509803921569,0.608695652173913,51
"k_effective<=8 & k_effective<=10 & frazione_efficace>=0.6",3,0.274509803921569,0.608695652173913,51
"k_effective<=8 & n_studi_model<=2 & frazione_efficace>=0.6",3,0.274509803921569,0.608695652173913,51
"k_effective<=8 & frazione_efficace>=0.5 & frazione_efficace>=0.6",3,0.274509803921569,0.608695652173913,51
"k_effective<=8 & frazione_efficace>=0.6 & controllo_veicolo",3,0.274509803921569,0.608695652173913,51
"k_effective<=8 & frazione_efficace>=0.6 & verso_gain",3,0.274509803921569,0.608695652173913,51
"n_studi_model<=2 & frazione_efficace>=0.5 & !stessi_membri",3,0.274509803921569,0.608695652173913,51
"k_effective<=8 & !materiale_misto",2,0.273972602739726,0.869565217391304,73
"k_effective<=10 & frazione_efficace>=0.5",2,0.273972602739726,0.869565217391304,73
"k_effective<=8 & k_effective<=10 & !materiale_misto",3,0.273972602739726,0.869565217391304,73
"k_effective<=8 & !materiale_misto & !dominato_da_modello",3,0.273972602739726,0.869565217391304,73
"k_effective<=8 & !materiale_misto & verso_gain",3,0.273972602739726,0.869565217391304,73
"k_effective<=10 & frazione_efficace>=0.5 & verso_gain",3,0.273972602739726,0.869565217391304,73
"n_studi_model<=2 & frazione_efficace>=0.5 & controllo_veicolo",3,0.273972602739726,0.869565217391304,73
"k_effective<=5 & !entita_NCBITaxon",2,0.272727272727273,0.782608695652174,66
"k_effective<=5 & k_effective<=6 & !entita_NCBITaxon",3,0.272727272727273,0.782608695652174,66
"k_effective<=5 & k_effective<=8 & !entita_NCBITaxon",3,0.272727272727273,0.782608695652174,66
"k_effective<=5 & k_effective<=10 & !entita_NCBITaxon",3,0.272727272727273,0.782608695652174,66
"k_effective<=5 & n_studi_model<=2 & !entita_NCBITaxon",3,0.272727272727273,0.782608695652174,66
"k_effective<=5 & !entita_NCBITaxon & verso_gain",3,0.272727272727273,0.782608695652174,66
"k_effective<=10 & !materiale_misto & !ramo_anchor",3,0.272727272727273,0.782608695652174,66
"!materiale_misto & !entita_NCBITaxon & !ramo_anchor",3,0.272727272727273,0.782608695652174,66
"k_effective<=6 & !entita_STR & !entita_NCBITaxon",3,0.272727272727273,0.652173913043478,55
"k_kish<=4 & frazione_efficace>=0.5 & !entita_MeSH",3,0.272727272727273,0.652173913043478,55
"n_studi_model<=2 & frazione_efficace>=0.5 & !entita_STR",3,0.272727272727273,0.652173913043478,55
"I2_med<=60",1,0.272727272727273,0.521739130434783,44
"frazione_efficace>=0.5 & !dominato",2,0.272727272727273,0.521739130434783,44
"I2_med<=60 & I2_med<=70",2,0.272727272727273,0.521739130434783,44
"I2_med<=60 & verso_gain",2,0.272727272727273,0.521739130434783,44
"!dominato & !entita_NCBITaxon",2,0.272727272727273,0.521739130434783,44
"k_effective<=4 & n_studi_model<=1 & frazione_efficace>=0.5",3,0.272727272727273,0.521739130434783,44
"k_effective<=4 & frazione_efficace>=0.5 & !entita_MeSH",3,0.272727272727273,0.521739130434783,44
"k_kish<=3 & n_studi_model<=1 & frazione_efficace>=0.5",3,0.272727272727273,0.521739130434783,44
"k_kish<=3 & frazione_efficace>=0.5 & !dominato_da_modello",3,0.272727272727273,0.521739130434783,44
"n_studi_model<=1 & !materiale_misto & !stessi_membri",3,0.272727272727273,0.521739130434783,44
"frazione_efficace>=0.5 & !dominato & !dominato_da_modello",3,0.272727272727273,0.521739130434783,44
"frazione_efficace>=0.5 & !dominato & verso_gain",3,0.272727272727273,0.521739130434783,44
"frazione_efficace>=0.6 & !dominato_da_modello & !entita_STR",3,0.272727272727273,0.521739130434783,44
"frazione_efficace>=0.6 & !entita_STR & !entita_NCBITaxon",3,0.272727272727273,0.521739130434783,44
"I2_med<=60 & I2_med<=70 & verso_gain",3,0.272727272727273,0.521739130434783,44
"!dominato & !dominato_da_modello & !entita_NCBITaxon",3,0.272727272727273,0.521739130434783,44
"!dominato & !entita_NCBITaxon & verso_gain",3,0.272727272727273,0.521739130434783,44
"k_effective<=5 & frazione_efficace>=0.5 & I2_med<=70",3,0.272727272727273,0.391304347826087,33
"k_effective<=10 & k_kish<=5 & I2_med<=50",3,0.272727272727273,0.391304347826087,33
"k_effective<=10 & I2_med<=50 & controllo_veicolo",3,0.272727272727273,0.391304347826087,33
"k_kish<=5 & n_studi_model<=2 & I2_med<=50",3,0.272727272727273,0.391304347826087,33
"k_kish<=5 & frazione_efficace>=0.6 & !entita_STR",3,0.272727272727273,0.391304347826087,33
"k_kish<=5 & I2_med<=50 & !entita_NCBITaxon",3,0.272727272727273,0.391304347826087,33
"n_studi_model<=1 & frazione_efficace>=0.5 & I2_med<=70",3,0.272727272727273,0.391304347826087,33
"n_studi_model<=2 & I2_med<=50 & controllo_veicolo",3,0.272727272727273,0.391304347826087,33
"frazione_efficace>=0.5 & I2_med<=70 & !dominato_da_modello",3,0.272727272727273,0.391304347826087,33
"frazione_efficace>=0.5 & I2_med<=70 & !entita_MeSH",3,0.272727272727273,0.391304347826087,33
"frazione_efficace>=0.5 & I2_med<=70 & !ramo_anchor",3,0.272727272727273,0.391304347826087,33
"I2_med<=50 & !entita_NCBITaxon & controllo_veicolo",3,0.272727272727273,0.391304347826087,33
"k_kish<=5 & entita_STR",2,0.272727272727273,0.260869565217391,22
"k_effective<=3 & frazione_efficace>=0.5 & I2_med<=70",3,0.272727272727273,0.260869565217391,22
"k_effective<=3 & frazione_efficace>=0.6 & !entita_MeSH",3,0.272727272727273,0.260869565217391,22
"k_effective<=3 & I2_med<=60 & !ramo_anchor",3,0.272727272727273,0.260869565217391,22
"k_effective<=3 & !stessi_membri & !entita_MeSH",3,0.272727272727273,0.260869565217391,22
"k_effective<=4 & k_kish<=4 & n_studi_model<=0",3,0.272727272727273,0.260869565217391,22
"k_effective<=4 & k_kish<=5 & n_studi_model<=0",3,0.272727272727273,0.260869565217391,22
"k_effective<=4 & n_studi_model<=0 & controllo_veicolo",3,0.272727272727273,0.260869565217391,22
"k_effective<=4 & dominato & stessi_membri",3,0.272727272727273,0.260869565217391,22
"k_effective<=5 & k_kish<=3 & n_studi_model<=0",3,0.272727272727273,0.260869565217391,22
"k_effective<=5 & dominato & stessi_membri",3,0.272727272727273,0.260869565217391,22
"k_effective<=6 & k_kish<=3 & n_studi_model<=0",3,0.272727272727273,0.260869565217391,22
"k_effective<=6 & dominato & stessi_membri",3,0.272727272727273,0.260869565217391,22
"k_effective<=8 & k_kish<=3 & n_studi_model<=0",3,0.272727272727273,0.260869565217391,22
"k_kish<=3 & n_studi_model<=0 & !entita_NCBITaxon",3,0.272727272727273,0.260869565217391,22
"k_kish<=4 & n_studi_model<=0 & !entita_MeSH",3,0.272727272727273,0.260869565217391,22
"k_kish<=4 & n_studi_model<=1 & stessi_membri",3,0.272727272727273,0.260869565217391,22
"k_kish<=4 & !materiale_misto & stessi_membri",3,0.272727272727273,0.260869565217391,22
"k_kish<=5 & n_studi_model<=1 & stessi_membri",3,0.272727272727273,0.260869565217391,22
"k_kish<=5 & n_studi_model<=2 & entita_STR",3,0.272727272727273,0.260869565217391,22
"k_kish<=5 & !materiale_misto & stessi_membri",3,0.272727272727273,0.260869565217391,22
"k_kish<=5 & !dominato_da_modello & entita_STR",3,0.272727272727273,0.260869565217391,22
"k_kish<=5 & entita_STR & !entita_MeSH",3,0.272727272727273,0.260869565217391,22
"k_kish<=5 & entita_STR & !entita_NCBITaxon",3,0.272727272727273,0.260869565217391,22
"k_kish<=5 & entita_STR & verso_gain",3,0.272727272727273,0.260869565217391,22
"frazione_efficace>=0.5 & stessi_membri & controllo_veicolo",3,0.272727272727273,0.260869565217391,22
"dominato & stessi_membri & !entita_MeSH",3,0.272727272727273,0.260869565217391,22
"dominato & stessi_membri & !entita_NCBITaxon",3,0.272727272727273,0.260869565217391,22
"k_effective<=3 & I2_med<=60 & stessi_membri",3,0.272727272727273,0.130434782608696,11
"k_effective<=3 & I2_med<=70 & stessi_membri",3,0.272727272727273,0.130434782608696,11
"k_effective<=6 & frazione_efficace>=0.6 & entita_STR",3,0.272727272727273,0.130434782608696,11
"k_kish<=2 & n_studi_model<=0 & controllo_veicolo",3,0.272727272727273,0.130434782608696,11
"k_kish<=3 & I2_med<=60 & entita_STR",3,0.272727272727273,0.130434782608696,11
"n_studi_model<=0 & frazione_efficace>=0.7 & !ramo_anchor",3,0.272727272727273,0.130434782608696,11
"frazione_efficace>=0.5 & !stessi_membri & entita_STR",3,0.272727272727273,0.130434782608696,11
"frazione_efficace>=0.6 & I2_med<=50 & !stessi_membri",3,0.272727272727273,0.130434782608696,11
"I2_med<=60 & dominato & entita_STR",3,0.272727272727273,0.130434782608696,11
"k_effective<=8 & n_studi_model<=2 & !entita_NCBITaxon",3,0.271604938271605,0.956521739130435,81
"k_effective<=6 & k_kish<=5 & !entita_NCBITaxon",3,0.271428571428571,0.826086956521739,70
"k_effective<=8 & !dominato_da_modello & !ramo_anchor",3,0.271428571428571,0.826086956521739,70
"n_studi_model<=2 & !materiale_misto & !entita_MeSH",3,0.271428571428571,0.826086956521739,70
"k_effective<=5 & k_kish<=4 & !materiale_misto",3,0.271186440677966,0.695652173913043,59
"k_effective<=5 & k_kish<=5 & !materiale_misto",3,0.271186440677966,0.695652173913043,59
"k_effective<=5 & n_studi_model<=1 & !dominato_da_modello",3,0.271186440677966,0.695652173913043,59
"k_effective<=5 & n_studi_model<=1 & !entita_NCBITaxon",3,0.271186440677966,0.695652173913043,59
"k_effective<=5 & !materiale_misto & controllo_veicolo",3,0.271186440677966,0.695652173913043,59
"k_effective<=8 & k_kish<=4 & frazione_efficace>=0.5",3,0.271186440677966,0.695652173913043,59
"k_kish<=5 & n_studi_model<=1 & !materiale_misto",3,0.271186440677966,0.695652173913043,59
"k_kish<=3 & frazione_efficace>=0.5",2,0.270833333333333,0.565217391304348,48
"n_studi_model<=1 & frazione_efficace>=0.6",2,0.270833333333333,0.565217391304348,48
"k_effective<=4 & !dominato_da_modello & !ramo_anchor",3,0.270833333333333,0.565217391304348,48
"k_effective<=10 & k_kish<=3 & frazione_efficace>=0.5",3,0.270833333333333,0.565217391304348,48
"k_kish<=3 & k_kish<=4 & frazione_efficace>=0.5",3,0.270833333333333,0.565217391304348,48
"k_kish<=3 & k_kish<=5 & frazione_efficace>=0.5",3,0.270833333333333,0.565217391304348,48
"k_kish<=3 & frazione_efficace>=0.5 & verso_gain",3,0.270833333333333,0.565217391304348,48
"n_studi_model<=1 & n_studi_model<=2 & frazione_efficace>=0.6",3,0.270833333333333,0.565217391304348,48
"n_studi_model<=1 & frazione_efficace>=0.5 & frazione_efficace>=0.6",3,0.270833333333333,0.565217391304348,48
"n_studi_model<=1 & frazione_efficace>=0.6 & controllo_veicolo",3,0.270833333333333,0.565217391304348,48
"n_studi_model<=1 & frazione_efficace>=0.6 & verso_gain",3,0.270833333333333,0.565217391304348,48
"frazione_efficace>=0.6 & !dominato_da_modello & !stessi_membri",3,0.270833333333333,0.565217391304348,48
"k_effective<=8 & n_studi_model<=1",2,0.27027027027027,0.869565217391304,74
"k_effective<=8 & !ramo_anchor",2,0.27027027027027,0.869565217391304,74
"n_studi_model<=1 & !entita_NCBITaxon",2,0.27027027027027,0.869565217391304,74
"k_effective<=8 & k_effective<=10 & n_studi_model<=1",3,0.27027027027027,0.869565217391304,74
"k_effective<=8 & k_effective<=10 & !ramo_anchor",3,0.27027027027027,0.869565217391304,74
"k_effective<=8 & n_studi_model<=1 & n_studi_model<=2",3,0.27027027027027,0.869565217391304,74
"k_effective<=8 & n_studi_model<=1 & verso_gain",3,0.27027027027027,0.869565217391304,74
"k_effective<=8 & !ramo_anchor & verso_gain",3,0.27027027027027,0.869565217391304,74
"k_effective<=10 & !materiale_misto & !entita_NCBITaxon",3,0.27027027027027,0.869565217391304,74
"k_effective<=10 & !entita_MeSH & !ramo_anchor",3,0.27027027027027,0.869565217391304,74
"k_effective<=10 & !entita_NCBITaxon & !ramo_anchor",3,0.27027027027027,0.869565217391304,74
"n_studi_model<=1 & n_studi_model<=2 & !entita_NCBITaxon",3,0.27027027027027,0.869565217391304,74
"n_studi_model<=1 & !entita_NCBITaxon & verso_gain",3,0.27027027027027,0.869565217391304,74
"frazione_efficace>=0.5 & I2_med<=70",2,0.27027027027027,0.434782608695652,37
"k_effective<=5 & k_kish<=4 & I2_med<=60",3,0.27027027027027,0.434782608695652,37
"k_effective<=5 & k_kish<=5 & I2_med<=60",3,0.27027027027027,0.434782608695652,37
"k_effective<=5 & frazione_efficace>=0.6 & !dominato_da_modello",3,0.27027027027027,0.434782608695652,37
"k_effective<=5 & I2_med<=60 & controllo_veicolo",3,0.27027027027027,0.434782608695652,37
"k_effective<=5 & I2_med<=70 & !materiale_misto",3,0.27027027027027,0.434782608695652,37
"k_effective<=10 & frazione_efficace>=0.5 & I2_med<=70",3,0.27027027027027,0.434782608695652,37
"k_kish<=4 & frazione_efficace>=0.6 & !materiale_misto",3,0.27027027027027,0.434782608695652,37
"k_kish<=5 & frazione_efficace>=0.5 & I2_med<=70",3,0.27027027027027,0.434782608695652,37
"n_studi_model<=2 & frazione_efficace>=0.5 & I2_med<=70",3,0.27027027027027,0.434782608695652,37
"frazione_efficace>=0.5 & I2_med<=70 & verso_gain",3,0.27027027027027,0.434782608695652,37
"frazione_efficace>=0.5 & !dominato & !entita_STR",3,0.27027027027027,0.434782608695652,37
"frazione_efficace>=0.5 & !dominato & !ramo_anchor",3,0.27027027027027,0.434782608695652,37
"k_effective<=6 & k_kish<=5 & !materiale_misto",3,0.26984126984127,0.739130434782609,63
"k_kish<=5 & frazione_efficace>=0.5 & !dominato_da_modello",3,0.26984126984127,0.739130434782609,63
"n_studi_model<=1 & !ramo_anchor & controllo_veicolo",3,0.26984126984127,0.739130434782609,63
"k_effective<=8 & n_studi_model<=2 & !entita_MeSH",3,0.269230769230769,0.91304347826087,78
"!entita_MeSH & !entita_NCBITaxon & !ramo_anchor",3,0.269230769230769,0.91304347826087,78
"k_effective<=4 & !ramo_anchor",2,0.269230769230769,0.608695652173913,52
"k_effective<=10 & frazione_efficace>=0.6",2,0.269230769230769,0.608695652173913,52
"k_effective<=4 & k_effective<=5 & !ramo_anchor",3,0.269230769230769,0.608695652173913,52
"k_effective<=4 & k_effective<=6 & !ramo_anchor",3,0.269230769230769,0.608695652173913,52
"k_effective<=4 & k_effective<=8 & !ramo_anchor",3,0.269230769230769,0.608695652173913,52
"k_effective<=4 & k_effective<=10 & !ramo_anchor",3,0.269230769230769,0.608695652173913,52
"k_effective<=4 & n_studi_model<=2 & !ramo_anchor",3,0.269230769230769,0.608695652173913,52
"k_effective<=4 & !entita_MeSH & !entita_NCBITaxon",3,0.269230769230769,0.608695652173913,52
"k_effective<=4 & !ramo_anchor & verso_gain",3,0.269230769230769,0.608695652173913,52
"k_effective<=6 & !materiale_misto & !entita_STR",3,0.269230769230769,0.608695652173913,52
"k_effective<=6 & !entita_STR & !entita_MeSH",3,0.269230769230769,0.608695652173913,52
"k_effective<=10 & n_studi_model<=2 & frazione_efficace>=0.6",3,0.269230769230769,0.608695652173913,52
"k_effective<=10 & frazione_efficace>=0.5 & frazione_efficace>=0.6",3,0.269230769230769,0.608695652173913,52
"k_effective<=10 & frazione_efficace>=0.6 & controllo_veicolo",3,0.269230769230769,0.608695652173913,52
"k_effective<=10 & frazione_efficace>=0.6 & verso_gain",3,0.269230769230769,0.608695652173913,52
"k_kish<=4 & n_studi_model<=1 & frazione_efficace>=0.5",3,0.269230769230769,0.608695652173913,52
"entita_STR",1,0.269230769230769,0.304347826086957,26
"k_effective<=3 & I2_med<=60",2,0.269230769230769,0.304347826086957,26
"k_kish<=4 & stessi_membri",2,0.269230769230769,0.304347826086957,26
"k_kish<=5 & stessi_membri",2,0.269230769230769,0.304347826086957,26
"!dominato_da_modello & entita_STR",2,0.269230769230769,0.304347826086957,26
"entita_STR & !entita_MeSH",2,0.269230769230769,0.304347826086957,26
"entita_STR & !entita_NCBITaxon",2,0.269230769230769,0.304347826086957,26
"entita_STR & verso_gain",2,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_effective<=4 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_effective<=5 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_effective<=6 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_effective<=8 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_effective<=10 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_kish<=2 & !entita_MeSH",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_kish<=2 & !entita_NCBITaxon",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_kish<=3 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_kish<=4 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & k_kish<=5 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & n_studi_model<=1 & I2_med<=70",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & n_studi_model<=2 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & I2_med<=60 & I2_med<=70",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & I2_med<=60 & verso_gain",3,0.269230769230769,0.304347826086957,26
"k_effective<=3 & I2_med<=70 & !dominato_da_modello",3,0.269230769230769,0.304347826086957,26
"k_effective<=5 & k_kish<=2 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=5 & k_kish<=4 & n_studi_model<=0",3,0.269230769230769,0.304347826086957,26
"k_effective<=5 & k_kish<=5 & n_studi_model<=0",3,0.269230769230769,0.304347826086957,26
"k_effective<=5 & n_studi_model<=0 & controllo_veicolo",3,0.269230769230769,0.304347826086957,26
"k_effective<=6 & k_kish<=2 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_effective<=8 & k_kish<=4 & stessi_membri",3,0.269230769230769,0.304347826086957,26
"k_effective<=8 & k_kish<=5 & stessi_membri",3,0.269230769230769,0.304347826086957,26
"k_effective<=10 & k_kish<=4 & stessi_membri",3,0.269230769230769,0.304347826086957,26
"k_effective<=10 & k_kish<=5 & stessi_membri",3,0.269230769230769,0.304347826086957,26
"k_kish<=2 & n_studi_model<=2 & I2_med<=60",3,0.269230769230769,0.304347826086957,26
"k_kish<=2 & I2_med<=60 & !entita_MeSH",3,0.269230769230769,0.304347826086957,26
"k_kish<=2 & I2_med<=60 & !entita_NCBITaxon",3,0.269230769230769,0.304347826086957,26
"k_kish<=4 & k_kish<=5 & stessi_membri",3,0.269230769230769,0.304347826086957,26
"k_kish<=4 & n_studi_model<=2 & stessi_membri",3,0.269230769230769,0.304347826086957,26
"k_kish<=4 & stessi_membri & verso_gain",3,0.269230769230769,0.304347826086957,26
"k_kish<=5 & n_studi_model<=2 & stessi_membri",3,0.269230769230769,0.304347826086957,26
"k_kish<=5 & stessi_membri & verso_gain",3,0.269230769230769,0.304347826086957,26
"frazione_efficace>=0.7 & !stessi_membri & !ramo_anchor",3,0.269230769230769,0.304347826086957,26
"!dominato_da_modello & entita_STR & !entita_MeSH",3,0.269230769230769,0.304347826086957,26
"!dominato_da_modello & entita_STR & !entita_NCBITaxon",3,0.269230769230769,0.304347826086957,26
"!dominato_da_modello & entita_STR & verso_gain",3,0.269230769230769,0.304347826086957,26
"stessi_membri & !entita_NCBITaxon & controllo_veicolo",3,0.269230769230769,0.304347826086957,26
"entita_STR & !entita_MeSH & !entita_NCBITaxon",3,0.269230769230769,0.304347826086957,26
"entita_STR & !entita_MeSH & verso_gain",3,0.269230769230769,0.304347826086957,26
"entita_STR & !entita_NCBITaxon & verso_gain",3,0.269230769230769,0.304347826086957,26
"k_kish<=5 & frazione_efficace>=0.5",2,0.26865671641791,0.782608695652174,67
"k_effective<=6 & k_kish<=5 & !entita_MeSH",3,0.26865671641791,0.782608695652174,67
"k_effective<=10 & k_kish<=5 & frazione_efficace>=0.5",3,0.26865671641791,0.782608695652174,67
"k_kish<=5 & frazione_efficace>=0.5 & verso_gain",3,0.26865671641791,0.782608695652174,67
"!materiale_misto & !entita_MeSH & !ramo_anchor",3,0.26865671641791,0.782608695652174,67
"n_studi_model<=2 & !entita_MeSH & !entita_NCBITaxon",3,0.268292682926829,0.956521739130435,82
"k_effective<=8 & k_kish<=5 & I2_med<=60",3,0.268292682926829,0.478260869565217,41
"k_effective<=8 & I2_med<=60 & controllo_veicolo",3,0.268292682926829,0.478260869565217,41
"k_kish<=5 & n_studi_model<=1 & frazione_efficace>=0.6",3,0.268292682926829,0.478260869565217,41
"k_kish<=5 & frazione_efficace>=0.6 & !ramo_anchor",3,0.268292682926829,0.478260869565217,41
"frazione_efficace>=0.6 & !materiale_misto & !ramo_anchor",3,0.268292682926829,0.478260869565217,41
"frazione_efficace>=0.6 & !entita_STR & !entita_MeSH",3,0.268292682926829,0.478260869565217,41
"!dominato & !stessi_membri & controllo_veicolo",3,0.268292682926829,0.478260869565217,41
"k_effective<=4 & !entita_NCBITaxon",2,0.267857142857143,0.652173913043478,56
"n_studi_model<=2 & frazione_efficace>=0.6",2,0.267857142857143,0.652173913043478,56
"k_effective<=4 & k_effective<=5 & !entita_NCBITaxon",3,0.267857142857143,0.652173913043478,56
"k_effective<=4 & k_effective<=6 & !entita_NCBITaxon",3,0.267857142857143,0.652173913043478,56
"k_effective<=4 & k_effective<=8 & !entita_NCBITaxon",3,0.267857142857143,0.652173913043478,56
"k_effective<=4 & k_effective<=10 & !entita_NCBITaxon",3,0.267857142857143,0.652173913043478,56
"k_effective<=4 & n_studi_model<=2 & !entita_NCBITaxon",3,0.267857142857143,0.652173913043478,56
"k_effective<=4 & !entita_NCBITaxon & verso_gain",3,0.267857142857143,0.652173913043478,56
"n_studi_model<=2 & frazione_efficace>=0.5 & frazione_efficace>=0.6",3,0.267857142857143,0.652173913043478,56
"n_studi_model<=2 & frazione_efficace>=0.6 & controllo_veicolo",3,0.267857142857143,0.652173913043478,56
"n_studi_model<=2 & frazione_efficace>=0.6 & verso_gain",3,0.267857142857143,0.652173913043478,56
"n_studi_model<=1 & !entita_MeSH",2,0.267605633802817,0.826086956521739,71
"n_studi_model<=1 & n_studi_model<=2 & !entita_MeSH",3,0.267605633802817,0.826086956521739,71
