"cluster_id","agent_id","nome_llm","nome_vero","src","entity","scatta_llm","scatterebbe_vero","nel_deliverable"
"cgroup_L5_68e08afb","CHEBI:38178","strophanthidin","strophanthidin","COMBO","COMBO:nac+sodium selenite",FALSE,FALSE,FALSE
"cgroup_L5_68e1ea64","STR:unc0644","unc0644",NA,"STR","STR:unc0644",FALSE,FALSE,FALSE
"cgroup_L5_68ec350a","UNK",NA,NA,"STR","STR:bcns_associated",FALSE,FALSE,FALSE
"cgroup_L5_68effaa4","CHEBI:28748","doxorubicin","doxorubicin","STR","STR:skbg_1_s",FALSE,FALSE,FALSE
"cgroup_L5_68f0d38b","CHEBI:33217","3,3',5,5'-tetrabromobisphenol A","3,3',5,5'-tetrabromobisphenol A","STR","STR:tbbpa",FALSE,FALSE,FALSE
"cgroup_L5_68fd793e","UNK",NA,NA,"STR","STR:diarrhea",FALSE,FALSE,FALSE
"cgroup_L5_6907855e","HGNC:9285","PPP1R11","PPP1R11","STR","STR:sippp1r11",FALSE,FALSE,FALSE
"cgroup_L5_6909f5cd","CHEBI:50579","(<i>S</i>)-3-hydroxyoctadecanoic acid","(<i>S</i>)-3-hydroxyoctadecanoic acid","onto","CHEBI:60815",FALSE,FALSE,FALSE
"cgroup_L5_690f7032","NCBITaxon:5833","Plasmodium falciparum",NA,"STR","STR:after_third_inf_memory",FALSE,FALSE,FALSE
"cgroup_L5_6911869e","MeSH:D006816","Huntington's disease","Huntington Disease","STR","STR:knock_in_a_g",FALSE,FALSE,FALSE
"cgroup_L5_69160d7e","HGNC:22","AAVS1","AAVS1","onto","HGNC:22",FALSE,FALSE,FALSE
"cgroup_L5_692a42bc","MeSH:D003587","Cytomegalovirus","Cytomegalovirus","STR","STR:day1",FALSE,FALSE,FALSE
"cgroup_L5_692ca753","HGNC:15937","UBE2C","UBE2C","STR","STR:ube2c_sirna",FALSE,FALSE,FALSE
"cgroup_L5_692d0527","HGNC:6827","MAN2C1","MAN2C1","onto","HGNC:7989",FALSE,FALSE,FALSE
"cgroup_L5_6939a936","STR:autosomal_dominant_retinitis_pigmentosa","autosomal dominant retinitis pigmentosa",NA,"anchor","STR:autosomal_dominant_retinitis_pigmentosa",TRUE,FALSE,FALSE
"cgroup_L5_693d2f06","CHEBI:131184","2-aminoethoxydiphenylborane","2-aminoethoxydiphenylborane","onto","CHEBI:131184",FALSE,FALSE,FALSE
"cgroup_L5_693e9fc2","HGNC:3474","ESRRG","ESRRG","STR","STR:shesrrg",FALSE,FALSE,FALSE
"cgroup_L5_69451ebd","CHEBI:136061","(<i>E</i>)-1-(glutathione-<em>S</em>-yl)-ω-(methylthio)alkylhydroximate(1−)","(<i>E</i>)-1-(glutathione-<em>S</em>-yl)-ω-(methylthio)alkylhydroximate(1−)","onto","CHEBI:231555",FALSE,FALSE,FALSE
"cgroup_L5_694525ad","CHEBI:9534","thiamine(1+) triphosphate","thiamine(1+) triphosphate","onto","CHEBI:9534",FALSE,FALSE,FALSE
"cgroup_L5_69514163","MeSH:D001943","breast cancer","Breast Neoplasms","STR","STR:mir_592_mimics",FALSE,FALSE,FALSE
"cgroup_L5_6952d821","CHEBI:42471","forskolin","forskolin","STR","STR:fsk_vehicle",FALSE,FALSE,FALSE
"cgroup_L5_695b06de","CHEBI:177783","eniluracil","eniluracil","onto","CHEBI:177783",FALSE,FALSE,FALSE
"cgroup_L5_696079d3","MeSH:D006816","Huntington's Disease","Huntington Disease","STR","STR:cerebral_cavernous_malformations_ccm",FALSE,FALSE,FALSE
"cgroup_L5_6964e874","CHEBI:16171","nicotinamide mononucleotide","NMN zwitterion","STR","STR:uva121",FALSE,FALSE,FALSE
"cgroup_L5_69659947","CHEBI:27363","zinc atom","zinc atom","COMBO","COMBO:il15+zinc basal treat",FALSE,FALSE,FALSE
"cgroup_L5_69678707","HGNC:25470","SUSD4","SUSD4","STR","STR:shsnx10_648",FALSE,FALSE,FALSE
"cgroup_L5_69683ad8","HGNC:11253","SPON2","SPON2","STR","STR:psip1_sh",FALSE,FALSE,FALSE
"cgroup_L5_696cb9c7","HGNC:12841","YES1","YES1","STR","STR:yes1i",FALSE,FALSE,FALSE
"cgroup_L5_6976a3fd","HGNC:44205","MPC1L","MPC1L","STR","STR:lncslcc1_sirna",FALSE,FALSE,FALSE
"cgroup_L5_697cf3d4","UNK",NA,NA,"STR","STR:monosomy_19",FALSE,FALSE,FALSE
"cgroup_L5_697f0a6f","HGNC:8622","PAX8","PAX8","STR","STR:reprogramming_genetic_overexpression_day4",FALSE,FALSE,FALSE
"cgroup_L5_69822a7d","STR:environmental enteropathy","Environmental enteropathy",NA,"anchor","STR:environmental enteropathy",TRUE,FALSE,FALSE
"cgroup_L5_69853baf","UNK",NA,NA,"STR","STR:preterm",FALSE,FALSE,FALSE
"cgroup_L5_698805df","STR:enterohemorrhagic escherichia coli","enterohemorrhagic Escherichia coli",NA,"STR","STR:enterohemorrhagic_e_coli_strain_8624",FALSE,FALSE,FALSE
"cgroup_L5_698c7969","HGNC:11122","SMPX","SMPX","STR","STR:si_atf3_number1",FALSE,FALSE,FALSE
"cgroup_L5_6994004d","STR:geographic_atrophy","geographic atrophy",NA,"anchor","STR:geographic_atrophy",TRUE,FALSE,FALSE
"cgroup_L5_6998d3b2","HGNC:17342","BRWD3","BRWD3","onto","HGNC:17342",FALSE,FALSE,FALSE
"cgroup_L5_699f4d3d","STR:cmld12824","cmld12824",NA,"STR","STR:cmld12824",FALSE,FALSE,FALSE
"cgroup_L5_69a0d9fb","HGNC:11285","SRD5A2","SRD5A2","onto","HGNC:11714",FALSE,FALSE,FALSE
"cgroup_L5_69a15024","HGNC:11998","TP53","TP53","onto","CHEBI:135598",FALSE,FALSE,FALSE
"cgroup_L5_69a152a4","MeSH:D015179","colorectal cancer","Colorectal Neoplasms","STR","STR:pccon_2",FALSE,FALSE,FALSE
"cgroup_L5_69b1b554","HGNC:26534","FER1L6-AS2","FER1L6-AS2","STR","STR:nsd3_targeting",FALSE,FALSE,FALSE
"cgroup_L5_69beb7e7","CHEBI:79700+CHEMBL:CHEMBL1743006","AP 23573 + DALOTUZUMAB",NA,"COMBO","COMBO:let+mk-0646+mk-8669",FALSE,FALSE,FALSE
"cgroup_L5_69c5e153","STR:e2f transcription factor 3","E2F transcription factor 3",NA,"onto","HGNC:3115",FALSE,FALSE,FALSE
"cgroup_L5_69c60230","UNK",NA,NA,"STR","STR:trisomy_10",FALSE,FALSE,FALSE
"cgroup_L5_69c65239","HGNC:16262","YAP1","YAP1","COMBO","COMBO:4-oht+my-comp",FALSE,FALSE,FALSE
"cgroup_L5_69d0ace5","UNK",NA,NA,"STR","STR:rv_c28",FALSE,FALSE,FALSE
"cgroup_L5_69dcf915","HGNC:31612","MIR26B","MIR26B","STR","STR:hsa_mir_499a_5p",FALSE,FALSE,FALSE
"cgroup_L5_69dd80b9","HGNC:986","BCKDHA","BCKDHA","onto","HGNC:11935",FALSE,FALSE,FALSE
"cgroup_L5_69f58a1b","HGNC:16626","RAPGEF4","RAPGEF4","COMBO","COMBO:sitnik+tnk1",FALSE,FALSE,FALSE
"cgroup_L5_69ff3ad6","HGNC:5977","IL15","IL15","COMBO","COMBO:dexamethasone+il-12+il-15+il-18",FALSE,FALSE,FALSE
"cgroup_L5_6a0b7b85","HGNC:10768","SF3B1","SF3B1","onto","HGNC:10768",FALSE,FALSE,FALSE
"cgroup_L5_6a1131d6","STR:sitfeb_sitfe3_sgaavs168","sitfeb/sitfe3; sgaavs168",NA,"COMBO","COMBO:sitfe3+sitfeb",FALSE,FALSE,FALSE
"cgroup_L5_6a1505ac","MeSH:D009369","cancer","Neoplasms","onto","HGNC:1455",FALSE,FALSE,FALSE
"cgroup_L5_6a165ea3","HGNC:4880","HEY1","HEY1","STR","STR:hey1_3kr",FALSE,FALSE,FALSE
"cgroup_L5_6a1b789c","HGNC:16325","PPP1R10P1","PPP1R10P1","STR","STR:rhsema3c",FALSE,FALSE,FALSE
"cgroup_L5_6a23bfeb","NCBITaxon:2697049","sars-cov-2",NA,"onto","NCBITaxon:2697049",FALSE,FALSE,FALSE
"cgroup_L5_6a2446d5","CHEBI:76612","ibrutinib","ibrutinib","STR","STR:or_s1",FALSE,FALSE,FALSE
"cgroup_L5_6a25832d","MeSH:D002292","Carcinoma, Renal Cell","Carcinoma, Renal Cell","STR","STR:renal_carcinoma_stage_2_metastatic",FALSE,FALSE,FALSE
"cgroup_L5_6a2931a9","NCBITaxon:12814","Respiratory Syncytial Virus",NA,"STR","STR:us_1634187",FALSE,FALSE,FALSE
"cgroup_L5_6a2f5497","NCBITaxon:11320","Influenza A virus",NA,"STR","STR:us_1630671",FALSE,FALSE,FALSE
"cgroup_L5_6a50ccc5","CHEBI:6954","Mitotane","Mitotane","onto","CHEBI:6954",FALSE,FALSE,FALSE
"cgroup_L5_6a538860","CHEBI:31638","fulvestrant","fulvestrant","STR","STR:degrader",FALSE,FALSE,FALSE
"cgroup_L5_6a5c614a","MeSH:D010051","ovarian cancer","Ovarian Neoplasms","onto","MeSH:D018269",FALSE,FALSE,FALSE
"cgroup_L5_6a604617","HGNC:16705","TENT4A","TENT4A","STR","STR:pbrm1_knockout",FALSE,FALSE,FALSE
"cgroup_L5_6a7071d6","HGNC:3557","FABP3","FABP3","onto","HGNC:3467",FALSE,FALSE,FALSE
"cgroup_L5_6a714a26","CHEBI:16330","17β-hydroxy-5α-androstan-3-one","17β-hydroxy-5α-androstan-3-one","onto","CHEBI:16330",FALSE,FALSE,FALSE
"cgroup_L5_6a72531e","HGNC:10000","RGS4","RGS4","STR","STR:sirna_rb1",FALSE,FALSE,FALSE
"cgroup_L5_6a7a4928","UNK",NA,NA,"STR","STR:osteogenic",FALSE,FALSE,FALSE
"cgroup_L5_6a7aca88","STR:tbbps","tbbps",NA,"STR","STR:tbbps",FALSE,FALSE,FALSE
"cgroup_L5_6a81c348","HGNC:6001","IL2","IL2","COMBO","COMBO:antibody fvfc m okt3 murine scfv fused human ig1 ch1+ch2 domains",FALSE,FALSE,FALSE
"cgroup_L5_6a998941","CHEBI:37671","(1→3)-β-<small>D</small>-glucan","(1→3)-β-<small>D</small>-glucan","COMBO","COMBO:fk506+zymosan",FALSE,FALSE,FALSE
"cgroup_L5_6aa4f3ed","HGNC:12345","TRR-TCG4-1","TRR-TCG4-1","STR","STR:med12_g44_mutant",FALSE,FALSE,FALSE
"cgroup_L5_6aad057f","CHEBI:17105","4-maleylacetoacetate","4-maleylacetoacetate","STR","STR:d704_25_oh_d",FALSE,FALSE,FALSE
"cgroup_L5_6ab20329","CHEBI:37537","Phorbol 12-myristate 13-acetate","phorbol 13-acetate 12-myristate","STR","STR:24_cl1",FALSE,FALSE,FALSE
"cgroup_L5_6aba4859","MeSH:D012512","Ewing sarcoma","Sarcoma, Ewing","STR","STR:gfp_positive",FALSE,FALSE,FALSE
"cgroup_L5_6abc5d0e","HGNC:30527","POU2AF2","POU2AF2","STR","STR:c11orf53_depleted",FALSE,FALSE,FALSE
"cgroup_L5_6abeee91","MeSH:D065626","Non-alcoholic Fatty Liver Disease","Non-alcoholic Fatty Liver Disease","STR","STR:nash_f0_f1",FALSE,FALSE,FALSE
"cgroup_L5_6ac0d280","STR:radiation","Radiation",NA,"STR","STR:radiation_16_gy",FALSE,FALSE,FALSE
"cgroup_L5_6ac11fc1","STR:overweight","overweight",NA,"anchor","STR:overweight",TRUE,FALSE,FALSE
"cgroup_L5_6ac5699d","NCBITaxon:5833","Plasmodium falciparum",NA,"STR","STR:v05c_chmi",FALSE,FALSE,FALSE
"cgroup_L5_6ac5ea3a","CHEBI:5060","Filixic acid BBB","Filixic acid BBB","onto","CHEBI:68747",FALSE,FALSE,FALSE
"cgroup_L5_6ac8182a","STR:rhodium_iii_1_um","rhodium(iii) 1 um",NA,"onto","CHEBI:33359",FALSE,FALSE,FALSE
"cgroup_L5_6ad12151","HGNC:4316","GLG1","GLG1","STR","STR:gli1",FALSE,FALSE,FALSE
"cgroup_L5_6ad2c367","STR:case_tb_progressor","case (tb progressor)",NA,"anchor","STR:case_tb_progressor",TRUE,FALSE,FALSE
"cgroup_L5_6ad8cd1a","HGNC:6800","MAGEA2","MAGEA2","onto","HGNC:1097",FALSE,FALSE,FALSE
"cgroup_L5_6ade4fee","CHEBI:23965","estradiol","estradiol","COMBO","COMBO:estradiol+r5020",FALSE,FALSE,FALSE
"cgroup_L5_6aebcc58","HGNC:5438","IFNG","IFNG","COMBO","COMBO:hgf+ifn-y",FALSE,FALSE,FALSE
"cgroup_L5_6af25f28","HGNC:1711","ADGRE5","ADGRE5","STR","STR:cd97_isoform_2_overexpression",FALSE,FALSE,FALSE
"cgroup_L5_6af5d43d","HGNC:360","AIRE","AIRE","STR","STR:aplnr_sirna",FALSE,FALSE,FALSE
"cgroup_L5_6af71423","CHEBI:134135","1-acylglycerol 22:4","1-acylglycerol 22:4","STR","STR:tdpa",FALSE,FALSE,FALSE
"cgroup_L5_6af79ce7","MeSH:D008103","liver fibrosis","Liver Cirrhosis","STR","STR:f3f4",FALSE,FALSE,FALSE
"cgroup_L5_6af9fc4b","STR:idiopathic intermediate uveitis","Idiopathic Intermediate Uveitis",NA,"anchor","STR:idiopathic intermediate uveitis",TRUE,FALSE,FALSE
"cgroup_L5_6b0761e0","HGNC:1330","MYOZ2","MYOZ2","onto","HGNC:583",FALSE,FALSE,FALSE
"cgroup_L5_6b0aa05e","HGNC:7879","CNOT3","CNOT3","onto","HGNC:7559",FALSE,FALSE,FALSE
"cgroup_L5_6b0fd283","NCBITaxon:3052230","Hepatitis C virus",NA,"onto","NCBITaxon:3052230",FALSE,FALSE,FALSE
"cgroup_L5_6b0ff787","HGNC:13307","LPAR5","LPAR5","STR","STR:lentiviral_shrna_targeting_non_coding_region_ajuba",FALSE,FALSE,FALSE
"cgroup_L5_6b14d810","CHEBI:60312","2-amino-2-deoxy-<small>D</small>-galactopyranose","2-amino-2-deoxy-<small>D</small>-galactopyranose","onto","CHEBI:60312",FALSE,FALSE,FALSE
"cgroup_L5_6b1a0abf","HGNC:13059","ZNF266","ZNF266","STR","STR:znf266",FALSE,FALSE,FALSE
"cgroup_L5_6b1c8630","MeSH:D011471","Prostate Cancer","Prostatic Neoplasms","onto","CHEBI:162704",FALSE,FALSE,FALSE
"cgroup_L5_6b22dcf5","HGNC:6925","MBP","MBP","STR","STR:hpv16_e7_ttl",FALSE,FALSE,FALSE
"cgroup_L5_6b312332","CHEBI:2549","albuterol","albuterol","COMBO","COMBO:albuterol+dexamethasone",FALSE,FALSE,FALSE
"cgroup_L5_6b346225","STR:serine/threonine kinase 11","serine/threonine kinase 11",NA,"STR","STR:pcdna_flag_lkb1_wildtype",FALSE,FALSE,FALSE
"cgroup_L5_6b36d75b","HGNC:13602","FBXL5","FBXL5","onto","HGNC:6131",FALSE,FALSE,FALSE
"cgroup_L5_6b3935ae","HGNC:11892","TNF","TNF","COMBO","COMBO:formoterol+tnf",FALSE,FALSE,FALSE
"cgroup_L5_6b409359","UNK",NA,NA,"STR","STR:ventrolateral_prefrontal_cortex_alzheimer_s_disease",FALSE,FALSE,FALSE
"cgroup_L5_6b4ae781","STR:euchromatic histone lysine methyltransferase 1","Euchromatic histone lysine methyltransferase 1",NA,"STR","STR:siehmt1",FALSE,FALSE,FALSE
"cgroup_L5_6b51d360","HGNC:9910","RBMX","RBMX","STR","STR:rbmx_sirna",FALSE,FALSE,FALSE
"cgroup_L5_6b53e15d","UNK",NA,NA,"STR","STR:bch001",FALSE,FALSE,FALSE
"cgroup_L5_6b58cbef","NCBITaxon:1773","Mycobacterium tuberculosis",NA,"STR","STR:post_infection_medium",FALSE,FALSE,FALSE
"cgroup_L5_6b5fd5ba","HGNC:31482","MIRLET7E","MIRLET7E","STR","STR:mir22_mimic",FALSE,FALSE,FALSE
"cgroup_L5_6b6434f0","HGNC:5438","IFNG","IFNG","COMBO","COMBO:ifng+il17a",FALSE,FALSE,FALSE
"cgroup_L5_6b6bb8fe","CHEBI:2038+CHEMBL:CHEMBL5095044","5-azacytidine + SUBASUMSTAT",NA,"COMBO","COMBO:azacitidine+tak-981",FALSE,FALSE,FALSE
"cgroup_L5_6b6f59b6","CHEBI:63791","lenalidomide","lenalidomide","anchor","CHEBI:63791",TRUE,TRUE,FALSE
"cgroup_L5_6b7b8076","MeSH:D000077273","papillary thyroid carcinoma","Thyroid Cancer, Papillary","anchor","MeSH:D000077273",TRUE,TRUE,TRUE
"cgroup_L5_6b7dddb3","CHEBI:17236","2-hydroxy-6-oxohexa-2,4-dienoic acid","2-hydroxy-6-oxohexa-2,4-dienoic acid","onto","CHEBI:28918",FALSE,FALSE,FALSE
"cgroup_L5_6b80a977","MeSH:D015179","colorectal cancer","Colorectal Neoplasms","STR","STR:crohn_s_disease_non_inflammatory_left_colon",FALSE,FALSE,FALSE
"cgroup_L5_6b826391","STR:patient_4_low_grade_glioma_rna_seq_of_brain_tumor_tissue","patient 4 (low-grade glioma), rna-seq of brain tumor tissue",NA,"anchor","STR:patient_4_low_grade_glioma_rna_seq_of_brain_tumor_tissue",TRUE,FALSE,FALSE
"cgroup_L5_6b86eeab","STR:gastric_tumor","gastric tumor",NA,"STR","STR:gastric_tumor_iiic",FALSE,FALSE,FALSE
"cgroup_L5_6b90f136","HGNC:23537","DHTKD1","DHTKD1","STR","STR:simesh1_7002",FALSE,FALSE,FALSE
"cgroup_L5_6b994b60","CHEBI:18258","3,3',5-triiodo-<small>L</small>-thyronine","3,3',5-triiodo-<small>L</small>-thyronine","STR","STR:3_t3_10nm",FALSE,FALSE,FALSE
"cgroup_L5_6b99c9c2","HGNC:1127","BTF3P12","BTF3P12","STR","STR:brg1_knockout",FALSE,FALSE,FALSE
"cgroup_L5_6b9b1677","STR:placental nano-evs","placental nano-EVs",NA,"anchor","STR:placental nano-evs",TRUE,FALSE,FALSE
"cgroup_L5_6b9b6830","HGNC:10472","RUNX2","RUNX2","STR","STR:sgdock180_2",FALSE,FALSE,FALSE
"cgroup_L5_6ba401e8","HGNC:11744","TFAP2C","TFAP2C","STR","STR:sibckdk_1",FALSE,FALSE,FALSE
"cgroup_L5_6ba5b21d","HGNC:19657","OTOP2","OTOP2","STR","STR:speg10_oe2",FALSE,FALSE,FALSE
"cgroup_L5_6baaed25","NCBITaxon:777","Coxiella burnetii",NA,"STR","STR:q_fever_fatigue_syndrome_qfs",FALSE,FALSE,FALSE
"cgroup_L5_6bb287c7","MeSH:D003424","Crohn's Disease","Crohn Disease","STR","STR:cd_i_cecum",FALSE,FALSE,FALSE
"cgroup_L5_6bbeb6a1","HGNC:6110","IQGAP1","IQGAP1","STR","STR:ifn_alpha_1000uml_24h",FALSE,FALSE,FALSE
"cgroup_L5_6bbfc574","HGNC:10887","SIX1","SIX1","STR","STR:8430_10_m",FALSE,FALSE,FALSE
"cgroup_L5_6bc5a70e","NCBITaxon:2697049","SARS-CoV-2",NA,"STR","STR:initial_outbreak",FALSE,FALSE,FALSE
"cgroup_L5_6bc654bb","UNK",NA,NA,"STR","STR:48_3_kg_m_obese",FALSE,FALSE,FALSE
"cgroup_L5_6bca6d48","STR:wx-02-23","WX-02-23",NA,"STR","STR:wx_02_23",FALSE,FALSE,FALSE
"cgroup_L5_6bcb0159","STR:flagelin","flagelin",NA,"STR","STR:flagellin_exposure",FALSE,FALSE,FALSE
"cgroup_L5_6bce47ce","CHEBI:89027","DG(20:0/14:1(9Z)/0:0)","DG(20:0/14:1(9Z)/0:0)","COMBO","COMBO:lurbinectedin+osimertinib",FALSE,FALSE,FALSE
"cgroup_L5_6bd6d9f3","STR:ustekinumab","Ustekinumab",NA,"onto","CHEMBL:CHEMBL1201835",FALSE,FALSE,FALSE
"cgroup_L5_6bd7ef62","CHEBI:29623","manumycin A","manumycin A","STR","STR:manio",FALSE,FALSE,FALSE
"cgroup_L5_6bdb6ac5","MeSH:D013708","tendon injury","Tendon Injuries","STR","STR:traumatic",FALSE,FALSE,FALSE
"cgroup_L5_6be2a4e9","UNK",NA,NA,"STR","STR:monosomy_4",FALSE,FALSE,FALSE
"cgroup_L5_6be81d1b","CHEBI:134231","1-icosanoyl-2-tetradecanoyl-<em>sn</em>-glycero-3-phosphocholine","1-icosanoyl-2-tetradecanoyl-<em>sn</em>-glycero-3-phosphocholine","onto","CHEBI:231683",FALSE,FALSE,FALSE
"cgroup_L5_6bf1deae","HGNC:6001","IL2","IL2","COMBO","COMBO:il2+stemregenin sr1-",FALSE,FALSE,FALSE
"cgroup_L5_6bf30df7","HGNC:4916","HIRA","HIRA","STR","STR:hoxb9_t133a_overexpression",FALSE,FALSE,FALSE
"cgroup_L5_6bf9e945","STR:percutaneous coronary intervention (pci)","percutaneous coronary intervention (PCI)",NA,"onto","MeSH:D014947",FALSE,FALSE,FALSE
"cgroup_L5_6c01344a","HGNC:4000","FTLP3","FTLP3","onto","HGNC:3800",FALSE,FALSE,FALSE
"cgroup_L5_6c01a711","HGNC:6001","IL2","IL2","STR","STR:k562_41bbl_cd40_mbil15_then_k562_41bbl_cd40_mbil21",FALSE,FALSE,FALSE
"cgroup_L5_6c07f50e","CHEBI:123456","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide","onto","CHEBI:229222",FALSE,FALSE,FALSE
"cgroup_L5_6c13a7e4","CHEBI:145372","Gilteritinib","gilteritinib","STR","STR:pd7161",FALSE,FALSE,FALSE
"cgroup_L5_6c18965b","HGNC:1649","CD24P4","CD24P4","STR","STR:shcenpa1",FALSE,FALSE,FALSE
"cgroup_L5_6c19b9bd","MeSH:D018304","esthesioneuroblastoma","Esthesioneuroblastoma, Olfactory","STR","STR:dg1320",FALSE,FALSE,FALSE
"cgroup_L5_6c1cb401","CHEBI:36706","resiquimod","resiquimod","onto","CHEBI:36706",FALSE,FALSE,FALSE
"cgroup_L5_6c1fcf02","CHEBI:15367","retinoic acid","<i>all</i>-<i>trans</i>-retinoic acid","STR","STR:chir",FALSE,FALSE,FALSE
"cgroup_L5_6c262c5f","CHEBI:30971","2<em>H</em>-azirine","2<em>H</em>-azirine","STR","STR:shints3",FALSE,FALSE,FALSE
"cgroup_L5_6c264b56","HGNC:11744","TFAP2C","TFAP2C","STR","STR:taz_sirna",FALSE,FALSE,FALSE
"cgroup_L5_6c301b74","STR:hormonal therapy","hormonal therapy",NA,"anchor","STR:hormonal therapy",TRUE,FALSE,FALSE
"cgroup_L5_6c3171b8","UNK",NA,NA,"STR","STR:cas9_positive",FALSE,FALSE,FALSE
"cgroup_L5_6c326d75","CHEBI:28657","α-<small>D</small>-<i>manno</i>-heptulopyranose","α-<small>D</small>-<i>manno</i>-heptulopyranose","onto","CHEBI:28001",FALSE,FALSE,FALSE
"cgroup_L5_6c33fcfd","CHEBI:91451","CHIR-265","CHIR-265","onto","CHEBI:91451",FALSE,FALSE,FALSE
"cgroup_L5_6c36fb9b","HGNC:15766","ADNP","ADNP","STR","STR:adnp_knockdown_day1",FALSE,FALSE,FALSE
"cgroup_L5_6c3dc87a","STR:pediatric_ependymoma","pediatric ependymoma",NA,"STR","STR:rela1_r4",FALSE,FALSE,FALSE
"cgroup_L5_6c43e6cd","UNK",NA,NA,"STR","STR:k31r_mutant",FALSE,FALSE,FALSE
"cgroup_L5_6c49c20d","STR:traf2 and nck interacting kinase","TRAF2 and NCK interacting kinase",NA,"STR","STR:pooled_sirna_targeting_tnik_rep6",FALSE,FALSE,FALSE
"cgroup_L5_6c52bce1","HGNC:6451","KRT33B","KRT33B","onto","HGNC:6561",FALSE,FALSE,FALSE
"cgroup_L5_6c52fbaa","CHEBI:17996","chloride","chloride","onto","CHEBI:17992",FALSE,FALSE,FALSE
"cgroup_L5_6c590317","HGNC:1811","CDYL","CDYL","STR","STR:cdyl_gene_silencing",FALSE,FALSE,FALSE
"cgroup_L5_6c591b15","CHEBI:16412","lipopolysaccharide","lipopolysaccharide","STR","STR:lfic_priming",FALSE,FALSE,FALSE
"cgroup_L5_6c5b0ce9","UNK",NA,NA,"STR","STR:post_adt",FALSE,FALSE,FALSE
"cgroup_L5_6c624647","CHEBI:6801","metformin","metformin","onto","CHEBI:6801",FALSE,FALSE,FALSE
"cgroup_L5_6c657fc9","CHEBI:15367","retinoic acid","<i>all</i>-<i>trans</i>-retinoic acid","STR","STR:lp99",FALSE,FALSE,FALSE
"cgroup_L5_6c65bb11","UNK",NA,NA,"onto","CHEBI:6716",FALSE,FALSE,FALSE
"cgroup_L5_6c66d558","HGNC:8620","PAX6","PAX6","onto","HGNC:8620",FALSE,FALSE,FALSE
"cgroup_L5_6c6a3b7b","CHEBI:197440","Recombinant Tumor Necrosis Factor-alpha (human)","Recombinant Tumor Necrosis Factor-alpha (human)","COMBO","COMBO:nec-1s+sm-164+tnf-+zvad",FALSE,FALSE,FALSE
"cgroup_L5_6c6aa19d","HGNC:19338","CDK19","CDK19","STR","STR:siu1c",FALSE,FALSE,FALSE
"cgroup_L5_6c741166","HGNC:9829","RAF1","RAF1","STR","STR:rasa2_knockout",FALSE,FALSE,FALSE
"cgroup_L5_6c780792","CHEBI:47807","sulforaphane","sulforaphane","COMBO","COMBO:sfn+uvb",FALSE,FALSE,FALSE
"cgroup_L5_6c78a0cd","MeSH:D002289","non-small cell lung carcinoma","Carcinoma, Non-Small-Cell Lung","STR","STR:sc623035",FALSE,FALSE,FALSE
"cgroup_L5_6c7f9e9e","MeSH:D015451","chronic lymphocytic leukemia","Leukemia, Lymphocytic, Chronic, B-Cell","anchor","MeSH:D015451",TRUE,TRUE,FALSE
"cgroup_L5_6c8c795e","MeSH:D064726","triple-negative breast cancer","Triple Negative Breast Neoplasms","STR","STR:tnbc_breast_tumor",FALSE,FALSE,FALSE
"cgroup_L5_6c99101f","STR:pou class 2 homeobox 3","POU class 2 homeobox 3",NA,"STR","STR:pou2f3_depleted",FALSE,FALSE,FALSE
"cgroup_L5_6c9bd519","UNK",NA,NA,"STR","STR:sgrna1",FALSE,FALSE,FALSE
"cgroup_L5_6ca37688","HGNC:25120","TMEM44","TMEM44","STR","STR:sh_zfand3_1",FALSE,FALSE,FALSE
"cgroup_L5_6caadd23","UNK",NA,NA,"STR","STR:nevus",FALSE,FALSE,FALSE
"cgroup_L5_6cae2c03","HGNC:11200","SOX4","SOX4","STR","STR:shstil",FALSE,FALSE,FALSE
"cgroup_L5_6cb41105","UNK",NA,NA,"STR","STR:arginine",FALSE,FALSE,FALSE
"cgroup_L5_6cbb281b","STR:meox homeobox 2","MEOX homeobox 2",NA,"STR","STR:meox2_sgrna1",FALSE,FALSE,FALSE
"cgroup_L5_6cc1b4c7","HGNC:20815","KDM3A","KDM3A","STR","STR:kdm3a_overexpression",FALSE,FALSE,FALSE
"cgroup_L5_6cd2806e","HGNC:3373","EP300","EP300","STR","STR:ep300_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_6cd3a8a5","STR:henoch-schonlein purpura nephritis","Henoch-Schonlein Purpura Nephritis",NA,"STR","STR:henoch_schonlein_purpura_nephritis_12_months",FALSE,FALSE,FALSE
"cgroup_L5_6cdbe341","HGNC:6584","LHB","LHB","onto","HGNC:6547",FALSE,FALSE,FALSE
"cgroup_L5_6ce2e922","MeSH:D006816","Huntington's disease","Huntington Disease","STR","STR:cag_55_caacag_1_ccgcca_1_ccg_10_cct_2",FALSE,FALSE,FALSE
"cgroup_L5_6ce422cd","CHEMBL:CHEMBL3301587","DURVALUMAB",NA,"onto","CHEMBL:CHEMBL3301587",FALSE,FALSE,FALSE
