cluster_id,method,k_studies,n_sig_used,consistency_score,median_I2,pi_frac_excl0,consistency_note
pair_L3_1fa818ef,mega_aug,68,3,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_21315013,mega_aug,108,751,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_21435c4a,mega_aug,71,309,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_23546be0,mega_aug,17,265,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_2b3d29d2,mega_aug,86,182,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_2c929dbf,mega_aug,84,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_2d0e1f5f,mega_aug,50,1089,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_3097e6f6,mega_aug,59,23,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_3241a419,mega_aug,81,6778,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_3ac362df,mega_aug,3,4039,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_3f24e36a,mega_aug,65,7455,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_3f60e211,mega_aug,113,6497,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_3ffec552,mega_aug,21,5926,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_41d92460,mega_aug,53,3874,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_42b371ea,mega_aug,5,179,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_4532c5b0,mega_aug,68,34,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_454a590e,mega_aug,21,74,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_454e6651,mega_aug,31,2153,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_48a8ac63,mega_aug,21,789,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_48c51fff,mega_aug,11,55,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_49982ab0,mega_aug,113,7743,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_4c5dc16f,mega_aug,2,8329,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_4c99fe76,mega_aug,152,1296,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_4d33995f,mega_aug,6,3116,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_527895cd,mega_aug,48,10065,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_549dff2e,mega_aug,123,170,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_5814ab3e,mega_aug,16,4542,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_581e48ca,mega_aug,2,7154,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_5961c001,mega_aug,110,5012,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_598eea54,mega_aug,10,1461,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_5b5b77d9,mega_aug,9,1327,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_5de8dc3a,mega_aug,5,3547,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_5ee60644,mega_aug,7,485,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_60b0140d,mega_aug,7,15,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_61b6434d,mega_aug,2,2396,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_624fff52,mega_aug,16,3153,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_63fa10d4,mega_aug,6,6503,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_65807cbd,mega_aug,9,9122,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_6a2fbb4c,mega_aug,4,5437,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_6af18a2a,mega_aug,84,96,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_6c511eb3,mega_aug,23,7766,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_6f8f5076,mega_aug,122,3081,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_7426b6db,mega_aug,82,163,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_7831bfdd,mega_aug,52,1464,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_79712088,mega_aug,2,11282,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_798be030,mega_aug,54,464,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_7ae260f1,mega_aug,11,47,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_7b104b5e,mega_aug,44,10484,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_7b88229b,mega_aug,3,11793,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_804fa0d0,mega_aug,119,373,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_8057a9d0,mega_aug,71,2315,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_8386c4a0,mega_aug,51,477,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_8925823c,mega_aug,14,58,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_89378b0d,mega_aug,82,2731,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_8c8678d5,mega_aug,50,490,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_8ee5fe78,mega_aug,42,1273,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_8f8f36b0,mega_aug,11,130,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_8fbc70e2,mega_aug,14,7001,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_91b94e3e,mega_aug,110,399,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_93486af2,mega_aug,7,193,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_94779ff7,mega_aug,22,426,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_94df3544,mega_aug,71,3406,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_9501cc40,mega_aug,112,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_97f875e6,mega_aug,203,5916,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_985b997a,mega_aug,17,5028,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_992b72bf,mega_aug,55,5679,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_9e7f7da4,mega_aug,12,452,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_9f5c09bf,mega_aug,49,3108,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_a09f4059,mega_aug,56,5291,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_a2934a7a,mega_aug,76,5530,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_a63a0222,mega_aug,84,28,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_a64a0b8e,mega_aug,6,6357,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_a91a9eea,mega_aug,95,1491,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_a95acca8,mega_aug,38,18,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_b04ffc5c,mega_aug,18,1374,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_b20eb992,mega_aug,81,233,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_b41a34cb,mega_aug,43,52,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_b46ec892,mega_aug,22,4759,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_b5851af9,mega_aug,84,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_b7227498,mega_aug,99,1178,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_b7f1d54a,mega_aug,91,1205,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_b827bca7,mega_aug,41,10,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_bd640959,mega_aug,3,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_be82187a,mega_aug,109,3585,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_c2f4ce07,mega_aug,53,8078,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_c596c0e6,mega_aug,25,15,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_c6e12ca9,mega_aug,59,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_c708af13,mega_aug,44,7440,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_c721d9e0,mega_aug,27,5,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_c8029c02,mega_aug,11,19,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_cbbfadbc,mega_aug,51,4821,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_cd0a22e5,mega_aug,14,1899,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_ce3ca16c,mega_aug,165,844,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_ce53d54a,mega_aug,38,1738,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_d1f693e3,mega_aug,2,2,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_d2291c92,mega_aug,9,1,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_d2cbb01b,mega_aug,7,67,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_d6155133,mega_aug,19,7469,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_d65dae82,mega_aug,2,31,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_d713d36c,mega_aug,20,44,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_d7dfb6d7,mega_aug,12,46,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_d8157f25,mega_aug,14,281,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_d85c7d4b,mega_aug,73,175,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_de57ae49,mega_aug,92,7568,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_df26babe,mega_aug,49,325,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_df5fd567,mega_aug,48,214,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_df73b755,mega_aug,53,5161,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_e13adfe9,mega_aug,120,4710,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_e851f774,mega_aug,15,5201,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_e866daa8,mega_aug,68,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_e986986e,mega_aug,33,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_eca8d2fa,mega_aug,10,7048,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_eda70995,mega_aug,14,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_ee7897ee,mega_aug,35,263,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_f07620c1,mega_aug,48,7251,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
