"cluster_id","contrast_entity","canonical_name","k","entity_source","recovery_source","nel_deliverable","label_id","n_alias","esito","alias_che_matcha","n_membri"
"cgroup_L5_2f86628a","MeSH:D015470","Antifibrinolytic Agents",3,"onto","MESH_NAME",FALSE,"Leukemia, Myeloid, Acute",49,"nome per esteso","acute myeloid leukemia",7
"cgroup_L5_36a11112","MeSH:D015535","acute lymphoblastic leukemia",3,"onto","LLM_NAME_CLEANUP",FALSE,"Arthritis, Psoriatic",9,"nome per esteso","psoriatic arthritis",4
"cgroup_L5_729b276d","MeSH:D016640","plasma",3,"onto","LLM_NAME_CLEANUP",TRUE,"Diabetes, Gestational",7,"nome per esteso","gestational diabetes mellitus",3
"cgroup_L5_bfeacf75","MeSH:D016889","Endometrial Neoplasms",3,"anchor","MESH_NAME",FALSE,"Endometrial Neoplasms",21,"nome per esteso","endometrial cancer",4
"cgroup_L5_034592d9","NCBITaxon:1282","Staphylococcus epidermidis",3,"onto","LLM_NAME_CLEANUP",TRUE,"staphylococcusepidermidis",4,"nome per esteso","staphylococcusepidermidis",5
"cgroup_L5_38c9104c","NCBITaxon:32644","acute lymphoblastic leukemia",3,"onto","LLM_NAME_CLEANUP",FALSE,"unidentified",14,"nome per esteso","other",4
"cgroup_L5_44420e6e","NCBITaxon:851","fusobacteriumnucleatum",3,"onto","PATHOGEN_TAXID",FALSE,"fusobacteriumnucleatum",7,"nome per esteso","fusobacteriumnucleatum",5
"cgroup_L5_47e67cab","STR:1_25_oh_2d3","(<i>S</i>)-<em>N</em>-methylcanadine",3,"STR","LLM_NAME_CLEANUP",FALSE,"1_25_oh_2d3",1,"nome per esteso","1_25_oh_2d3",16
"cgroup_L5_aaecff07","STR:biliary_atresia","biliary atresia",3,"STR","STR_FALLBACK",FALSE,"biliary_atresia",1,"nome per esteso","biliary_atresia",22
"cgroup_L5_7636ff0e","STR:chronic_periodontitis","chronic pariodontiits",3,"STR","STR_FALLBACK",FALSE,"chronic_periodontitis",1,"nome per esteso","chronic_periodontitis",4
"cgroup_L5_b837242a","STR:cocl2","cobalt chloride",3,"STR","LLM_NAME_CLEANUP",FALSE,"cocl2",1,"nome per esteso","cocl2",3
"cgroup_L5_03544ab6","STR:covid","human papillomavirus",3,"STR","LLM_NAME_CLEANUP",FALSE,"covid",1,"nome per esteso","covid",6
"cgroup_L5_79b3a442","STR:cteph","cteph",3,"STR","STR_FALLBACK",TRUE,"cteph",1,"nome per esteso","cteph",3
"cgroup_L5_45ca22b1","STR:dbrd9","PGAP1",3,"STR","NO_RECOVERY",FALSE,"dbrd9",1,"nome per esteso","dbrd9",7
"cgroup_L5_d5e79c9e","STR:diseased",NA,3,"STR","NO_RECOVERY",FALSE,"diseased",1,"nome per esteso","diseased",13
"cgroup_L5_4399f313","STR:epilepsy",NA,3,"STR","NO_RECOVERY",FALSE,"epilepsy",1,"nome per esteso","epilepsy",4
"cgroup_L5_cacf5d1a","STR:f_nucleatum","Fusobacterium nucleatum",3,"STR","LLM_NAME_CLEANUP",TRUE,"f_nucleatum",1,"nome per esteso","f_nucleatum",4
"cgroup_L5_4def5638","STR:fshd1","Facioscapulohumeral muscular dystrophy",3,"STR","LLM_NAME_CLEANUP",FALSE,"fshd1",1,"nome per esteso","fshd1",8
"cgroup_L5_777adc83","STR:g007_lk","colorectal adenocarcinoma",3,"STR","STR_FALLBACK",FALSE,"g007_lk",1,"nome per esteso","g007_lk",8
"cgroup_L5_97da8b42","STR:hypertension","spinal cord injury",3,"STR","LLM_NAME_CLEANUP",FALSE,"hypertension",1,"nome per esteso","hypertension",12
"cgroup_L5_1556072e","STR:interferon_alpha","Interferon-alpha",3,"STR","STR_FALLBACK",FALSE,"interferon_alpha",1,"nome per esteso","interferon_alpha",6
"cgroup_L5_522e9ebd","STR:keratoconus",NA,3,"STR","NO_RECOVERY",TRUE,"keratoconus",1,"nome per esteso","keratoconus",5
"cgroup_L5_7ba0168b","STR:lupus","systemic lupus erythematosus",3,"STR","LLM_NAME_CLEANUP",FALSE,"lupus",1,"nome per esteso","lupus",4
"cgroup_L5_70f8671b","STR:medulloblastoma","medulloblastoma",3,"anchor","STR_FALLBACK",FALSE,"medulloblastoma",1,"nome per esteso","medulloblastoma",8
"cgroup_L5_c2cce144","STR:multiple_myeloma","acute lymphoblastic leukemia",3,"STR","LLM_NAME_CLEANUP",FALSE,"multiple_myeloma",1,"nome per esteso","multiple_myeloma",5
"cgroup_L5_d6fad784","STR:myotonic_dystrophy_type_1",NA,3,"STR","NO_RECOVERY",FALSE,"myotonic_dystrophy_type_1",1,"nome per esteso","myotonic_dystrophy_type_1",14
"cgroup_L5_67e7722b","STR:osteogenic_differentiation",NA,3,"STR","NO_RECOVERY",FALSE,"osteogenic_differentiation",1,"nome per esteso","osteogenic_differentiation",3
"cgroup_L5_16aef109","STR:p16ink4a_positive_expression","colorectal carcinoma",3,"STR","LLM_NAME_CLEANUP",FALSE,"p16ink4a_positive_expression",1,"nome per esteso","p16ink4a_positive_expression",3
"cgroup_L5_067df4a3","STR:radiotherapy",NA,3,"STR","NO_RECOVERY",FALSE,"radiotherapy",1,"nome per esteso","radiotherapy",4
"cgroup_L5_af8f3547","STR:rhinovirus",NA,3,"STR","NO_RECOVERY",FALSE,"rhinovirus",1,"nome per esteso","rhinovirus",6
"cgroup_L5_75110535","STR:senescent","Aging",3,"STR","NO_RECOVERY",FALSE,"senescent",1,"nome per esteso","senescent",5
"cgroup_L5_64c55823","STR:smoking","smoking",3,"anchor","LLM_NAME_CLEANUP",FALSE,"smoking",1,"nome per esteso","smoking",15
"cgroup_L5_5929f298","STR:snx631","lncap cells treated with 500 nm snx631 for 72 hours",3,"STR","STR_FALLBACK",TRUE,"snx631",1,"nome per esteso","snx631",8
"cgroup_L5_e0fdea29","STR:sr2211","sr2211",3,"STR","STR_FALLBACK",FALSE,"sr2211",1,"nome per esteso","sr2211",3
"cgroup_L5_64adcd6b","STR:srsf1_knockdown","serine and arginine rich splicing factor 1",3,"STR","NO_RECOVERY",FALSE,"srsf1_knockdown",1,"nome per esteso","srsf1_knockdown",4
"cgroup_L5_e7eebebd","STR:steatotic","steatotic",3,"anchor","STR_FALLBACK",TRUE,"steatotic",1,"nome per esteso","steatotic",7
"cgroup_L5_ead098cd","STR:stroke","stroke",3,"anchor","NO_RECOVERY",FALSE,"stroke",1,"nome per esteso","stroke",5
"cgroup_L5_9de3f0ea","STR:tb_positive","Mycobacterium tuberculosis",3,"STR","LLM_NAME_CLEANUP",TRUE,"tb_positive",1,"nome per esteso","tb_positive",9
"cgroup_L5_6ce4ac22","STR:tuberculosis","Mycobacterium tuberculosis",3,"STR","LLM_NAME_CLEANUP",FALSE,"tuberculosis",1,"nome per esteso","tuberculosis",7
"cgroup_L5_f9cc41b3","STR:vtp50469","0.1% vtp50469 in chow",3,"STR","STR_FALLBACK",TRUE,"vtp50469",1,"nome per esteso","vtp50469",4
"cgroup_L5_4d535f25","STR:ykl_5_124","ykl-5-124 (100 nm)",3,"STR","STR_FALLBACK",TRUE,"ykl_5_124",1,"nome per esteso","ykl_5_124",9
