"caso","ruolo","entita","cluster_id","control_key_cluster","canonical_name","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","treated_samples","control_samples","design_summary","record_id","valore_controllo","chiave_ricalcolata","ct_compat_vu","mat_T","mat_C"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE183999","GSE183999__grp_0002_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","viral_infection","genetic_knockdown|siRNA against non-targeting control","secondary_arm","grp_0002","grp_0004","SARS-CoV-2 + siRNA against non-targeting control","Mock + siRNA against non-targeting control","viral_infection=SARS-CoV-2 ; genetic_knockdown=siRNA against non-targeting control","viral_infection=mock ; genetic_knockdown=siRNA against non-targeting control",2,2,"treated","control","GSM5575552;GSM5575553","GSM5575546;GSM5575548","This study investigates the effects of SARS-CoV-2 infection on ACE2-expressing A549 lung cells, comparing wild-type and MAPK11 knockdown conditions.","GSE183999__GSE183999__grp_0002_vs_grp_0004__1","mock","vehicle_untreated",FALSE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE183999","GSE183999__grp_0002_vs_grp_0005","multi_arm_treatment","treatment_vs_vehicle","viral_infection","genetic_knockdown|siRNA against non-targeting control","secondary_arm","grp_0002","grp_0005","SARS-CoV-2 + siRNA against non-targeting control","Mock + siRNA against non-targeting control","viral_infection=SARS-CoV-2 ; genetic_knockdown=siRNA against non-targeting control","viral_infection=mock ; genetic_knockdown=siRNA against non-targeting control",2,1,"treated","control","GSM5575552;GSM5575553","GSM5575547","This study investigates the effects of SARS-CoV-2 infection on ACE2-expressing A549 lung cells, comparing wild-type and MAPK11 knockdown conditions.","GSE183999__GSE183999__grp_0002_vs_grp_0005__1","mock","vehicle_untreated",FALSE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE183999","GSE183999__grp_0006_vs_grp_0003","multi_arm_treatment","treatment_vs_vehicle","viral_infection","genetic_knockdown|siRNA against non-targeting control","secondary_arm","grp_0006","grp_0003","SARS-CoV-2 + siRNA against non-targeting control","Mock + siRNA against non-targeting control","viral_infection=SARS-CoV-2 ; genetic_knockdown=siRNA against non-targeting control","viral_infection=mock ; genetic_knockdown=siRNA against non-targeting control",2,1,"treated","control","GSM5575549;GSM5575550","GSM5575551","This study investigates the effects of SARS-CoV-2 infection on ACE2-expressing A549 lung cells, comparing wild-type and MAPK11 knockdown conditions.","GSE183999__GSE183999__grp_0006_vs_grp_0003__1","mock","vehicle_untreated",FALSE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE183999","GSE183999__grp_0006_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","viral_infection","genetic_knockdown|siRNA against non-targeting control","secondary_arm","grp_0006","grp_0004","SARS-CoV-2 + siRNA against non-targeting control","Mock + siRNA against non-targeting control","viral_infection=SARS-CoV-2 ; genetic_knockdown=siRNA against non-targeting control","viral_infection=mock ; genetic_knockdown=siRNA against non-targeting control",2,2,"treated","control","GSM5575549;GSM5575550","GSM5575546;GSM5575548","This study investigates the effects of SARS-CoV-2 infection on ACE2-expressing A549 lung cells, comparing wild-type and MAPK11 knockdown conditions.","GSE183999__GSE183999__grp_0006_vs_grp_0004__1","mock","vehicle_untreated",FALSE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE183999","GSE183999__grp_0006_vs_grp_0005","multi_arm_treatment","treatment_vs_vehicle","viral_infection","genetic_knockdown|siRNA against non-targeting control","secondary_arm","grp_0006","grp_0005","SARS-CoV-2 + siRNA against non-targeting control","Mock + siRNA against non-targeting control","viral_infection=SARS-CoV-2 ; genetic_knockdown=siRNA against non-targeting control","viral_infection=mock ; genetic_knockdown=siRNA against non-targeting control",2,1,"treated","control","GSM5575549;GSM5575550","GSM5575547","This study investigates the effects of SARS-CoV-2 infection on ACE2-expressing A549 lung cells, comparing wild-type and MAPK11 knockdown conditions.","GSE183999__GSE183999__grp_0006_vs_grp_0005__1","mock","vehicle_untreated",FALSE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE188382","GSE188382__grp_0002_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","viral_infection","genetic_background|wild_type","vehicle","grp_0002","grp_0001","Wild-Type SARS-CoV-2","Wild-Type Mock","viral_infection=SARS-CoV-2 ; genetic_background=wild_type","viral_infection=mock ; genetic_background=wild_type",3,4,"treated","control","GSM5678447;GSM5678448;GSM5678450","GSM5678439;GSM5678440;GSM5678441;GSM5678442","This study investigates the impact of SARS-CoV-2 infection on lung adenocarcinoma A549 cells, including wild-type and SIRT5 knockout variants.","GSE188382__GSE188382__grp_0002_vs_grp_0001__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE188382","GSE188382__grp_0004_vs_grp_0003","multi_arm_treatment","treatment_vs_vehicle","viral_infection","genetic_background|SIRT5-KO","vehicle","grp_0004","grp_0003","SIRT5-KO SARS-CoV-2","SIRT5-KO Mock","viral_infection=SARS-CoV-2 ; genetic_background=SIRT5-KO","viral_infection=mock ; genetic_background=SIRT5-KO",1,2,"treated","control","GSM5678449","GSM5678443;GSM5678444","This study investigates the impact of SARS-CoV-2 infection on lung adenocarcinoma A549 cells, including wild-type and SIRT5 knockout variants.","GSE188382__GSE188382__grp_0004_vs_grp_0003__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE188382","GSE188382__grp_0007_vs_grp_0006","multi_arm_treatment","treatment_vs_vehicle","viral_infection","genetic_background|SIRT5-KO","vehicle","grp_0007","grp_0006","SIRT5-KO SARS-CoV-2 (Replicate)","SIRT5-KO Mock (Replicate)","viral_infection=SARS-CoV-2 ; genetic_background=SIRT5-KO","viral_infection=mock ; genetic_background=SIRT5-KO",4,1,"treated","control","GSM5678451;GSM5678452;GSM5678453;GSM5678454","GSM5678446","This study investigates the impact of SARS-CoV-2 infection on lung adenocarcinoma A549 cells, including wild-type and SIRT5 knockout variants.","GSE188382__GSE188382__grp_0007_vs_grp_0006__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE190350","GSE190350__grp_HRT18_SARS-CoV2_p11_vs_grp_HRT18_mock","multi_arm_treatment","case_control_disease","infection_status","cell_line|HRT18","secondary_arm","grp_HRT18_SARS-CoV2_p11","grp_HRT18_mock","HRT18 SARS-CoV2 passage 11","HRT18 mock-infected","cell_line=HRT18 ; infection_status=infected","cell_line=HRT18 ; infection_status=mock-infected",3,3,"treated","control","GSM5720169;GSM5720170;GSM5720171","GSM5720166;GSM5720167;GSM5720168","This study investigates the transcriptional response of human epithelial cell lines (CaCO2, A549, HRT18) to SARS-CoV2 infection.","GSE190350__GSE190350__grp_HRT18_SARS-CoV2_p11_vs_grp_HRT18_mock__1","mock-infected","vehicle_untreated",FALSE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE193330","GSE193330__grp_0001_vs_grp_0002","case_control_disease","case_control_disease","infection_status","cell_type|hepatocytes of bv-LoC","vehicle","grp_0001","grp_0002","hepatocytes of bv-LoC infected with SARS-CoV-2","hepatocytes of bv-LoC control","cell_type=hepatocytes of bv-LoC ; infection_status=infected","cell_type=hepatocytes of bv-LoC ; infection_status=control",2,3,"treated","control","GSM5792295;GSM5792296","GSM5792291;GSM5792292;GSM5792293","This study investigates the effects of SARS-CoV-2 infection on human hepatocytes and HuCCT1 cells.","GSE193330__GSE193330__grp_0001_vs_grp_0002__1","control","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE193330","GSE193330__grp_0005_vs_grp_0004","case_control_disease","case_control_disease","infection_status","cell_type|HuCCT1","vehicle","grp_0005","grp_0004","HuCCT1 infected with SARS-CoV-2","HuCCT1 control","cell_type=HuCCT1 ; infection_status=infected","cell_type=HuCCT1 ; infection_status=control",3,3,"treated","control","GSM5792288;GSM5792289;GSM5792290","GSM5792285;GSM5792286;GSM5792287","This study investigates the effects of SARS-CoV-2 infection on human hepatocytes and HuCCT1 cells.","GSE193330__GSE193330__grp_0005_vs_grp_0004__1","control","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE196113","GSE196113__SARS-CoV-2_vs_control","treatment_vs_vehicle","treatment_vs_vehicle","treatment","","vehicle","grp_0002","grp_0001","SARS-CoV-2","Control","treatment=SARS-CoV-2","treatment=control",3,3,"treated","control","GSM5860226;GSM5860227;GSM5860228","GSM5860223;GSM5860224;GSM5860225","This study investigates the effects of SARS-CoV-2 infection on human lung microvascular endothelial cells (HMVEC-L) compared to a control.","GSE196113__GSE196113__SARS-CoV-2_vs_control__1","control","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE196464","GSE196464__grp_0006_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","treatment","time|1 DPI","vehicle","grp_0006","grp_0001","SARS-CoV-2 1 DPI","Mock 1 DPI","treatment=SARS-CoV-2 ; time=1 DPI","treatment=mock ; time=1 DPI",6,4,"treated","control","GSM5884660;GSM5884661;GSM5884662;GSM5884672;GSM5884673;GSM5884674","GSM5884657;GSM5884669;GSM5884670;GSM5884671","This study investigates the transcriptional response of iPSC-derived airway epithelium to SARS-CoV-2 infection over time.","GSE196464__GSE196464__grp_0006_vs_grp_0001__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE196464","GSE196464__grp_0007_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","treatment","time|3 DPI","vehicle","grp_0007","grp_0002","SARS-CoV-2 3 DPI","Mock 3 DPI","treatment=SARS-CoV-2 ; time=3 DPI","treatment=mock ; time=3 DPI",3,2,"treated","control","GSM5884666;GSM5884667;GSM5884668","GSM5884663;GSM5884664","This study investigates the transcriptional response of iPSC-derived airway epithelium to SARS-CoV-2 infection over time.","GSE196464__GSE196464__grp_0007_vs_grp_0002__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE198449","GSE198449__grp_041_vs_grp_009","multi_arm_treatment","case_control_disease","Perturbation","Time Point|Later Surveillance","vehicle","mg205","mg173","SARS-CoV-2 Later Surveillance","Vehicle Control Later Surveillance","Perturbation=sars-cov-2 ; Time Point=Later Surveillance","Perturbation=Control ; Time Point=Later Surveillance",188,166,"treated","control","GSM5947180;GSM5947205;GSM5947208;GSM5947220;GSM5947231;GSM5947250;GSM5947281;GSM5947282;GSM5947283;GSM5947286;GSM5947293;GSM5947323;GSM5947338;GSM5947339;GSM5947348;GSM5947349;GSM5947350;GSM5947353;GSM5947354;GSM5947355;GSM5947356;GSM5947361;GSM5947368;GSM5947375;GSM5947380;GSM5947382;GSM5947383;GSM5947387;GSM5947389;GSM5947392;GSM5947396;GSM5947398;GSM5947399;GSM5947402;GSM5947403;GSM5947404;GSM5947407;GSM5947409;GSM5947412;GSM5947413;GSM5947417;GSM5947420;GSM5947421;GSM5947425;GSM5947430;GSM5947431;GSM5947433;GSM5947437;GSM5947439;GSM5947454;GSM5947458;GSM5947459;GSM5947466;GSM5947468;GSM5947472;GSM5947479;GSM5947489;GSM5947492;GSM5947506;GSM5947512;GSM5947537;GSM5947552;GSM5947562;GSM5947570;GSM5947578;GSM5947605;GSM5947627;GSM5947655;GSM5947670;GSM5947671;GSM5947676;GSM5947680;GSM5947693;GSM5947701;GSM5947713;GSM5947722;GSM5947755;GSM5947756;GSM5947760;GSM5947895;GSM5947938;GSM5947977;GSM5947982;GSM5947985;GSM5947995;GSM5948022;GSM5948033;GSM5948034;GSM5948035;GSM5948038;GSM5948049;GSM5948054;GSM5948071;GSM5948075;GSM5948076;GSM5948091;GSM5948100;GSM5948106;GSM5948124;GSM5948131;GSM5948145;GSM5948167;GSM5948177;GSM5948181;GSM5948184;GSM5948198;GSM5948199;GSM5948203;GSM5948211;GSM5948214;GSM5948222;GSM5948236;GSM5948241;GSM5948246;GSM5948283;GSM5948293;GSM5948306;GSM5948316;GSM5948324;GSM5948326;GSM5948371;GSM5948372;GSM5948373;GSM5948375;GSM5948376;GSM5948414;GSM5948429;GSM5948451;GSM5948485;GSM5948520;GSM5948545;GSM5948563;GSM5948602;GSM5948610;GSM5948624;GSM5948625;GSM5948630;GSM5948637;GSM5948644;GSM5948648;GSM5948650;GSM5948651;GSM5948654;GSM5948662;GSM5948664;GSM5948665;GSM5948670;GSM5948673;GSM5948676;GSM5948680;GSM5948682;GSM5948688;GSM5948696;GSM5948707;GSM5948710;GSM5948723;GSM5948724;GSM5948729;GSM5948730;GSM5948731;GSM5948732;GSM5948735;GSM5948737;GSM5948739;GSM5948741;GSM5948746;GSM5948754;GSM5948755;GSM5948756;GSM5948758;GSM5948762;GSM5948767;GSM5948769;GSM5948776;GSM5948777;GSM5948778;GSM5948790;GSM5948791;GSM5948798;GSM5948800;GSM5948802;GSM5948803;GSM5948825;GSM5948852;GSM5948858;GSM5948861;GSM5948869;GSM5948874","GSM5947095;GSM5947138;GSM5947156;GSM5947172;GSM5947173;GSM5947178;GSM5947179;GSM5947187;GSM5947189;GSM5947193;GSM5947213;GSM5947219;GSM5947221;GSM5947222;GSM5947233;GSM5947235;GSM5947236;GSM5947237;GSM5947238;GSM5947239;GSM5947240;GSM5947301;GSM5947303;GSM5947305;GSM5947309;GSM5947318;GSM5947328;GSM5947329;GSM5947336;GSM5947337;GSM5947344;GSM5947345;GSM5947346;GSM5947359;GSM5947360;GSM5947369;GSM5947418;GSM5947461;GSM5947477;GSM5947501;GSM5947503;GSM5947514;GSM5947530;GSM5947531;GSM5947563;GSM5947566;GSM5947567;GSM5947569;GSM5947591;GSM5947601;GSM5947602;GSM5947624;GSM5947629;GSM5947645;GSM5947646;GSM5947668;GSM5947682;GSM5947685;GSM5947723;GSM5947733;GSM5947738;GSM5947745;GSM5947749;GSM5947750;GSM5947751;GSM5947752;GSM5947758;GSM5947762;GSM5947764;GSM5947765;GSM5947766;GSM5947767;GSM5947768;GSM5947781;GSM5947797;GSM5947877;GSM5947883;GSM5947898;GSM5947917;GSM5947924;GSM5947937;GSM5947945;GSM5947966;GSM5947979;GSM5947984;GSM5947986;GSM5947999;GSM5948000;GSM5948010;GSM5948028;GSM5948060;GSM5948083;GSM5948103;GSM5948110;GSM5948116;GSM5948127;GSM5948141;GSM5948151;GSM5948163;GSM5948173;GSM5948237;GSM5948253;GSM5948343;GSM5948355;GSM5948379;GSM5948383;GSM5948389;GSM5948404;GSM5948420;GSM5948427;GSM5948433;GSM5948443;GSM5948449;GSM5948462;GSM5948467;GSM5948480;GSM5948482;GSM5948488;GSM5948493;GSM5948496;GSM5948505;GSM5948508;GSM5948521;GSM5948534;GSM5948538;GSM5948546;GSM5948551;GSM5948555;GSM5948559;GSM5948560;GSM5948561;GSM5948566;GSM5948571;GSM5948590;GSM5948620;GSM5948647;GSM5948649;GSM5948657;GSM5948705;GSM5948709;GSM5948711;GSM5948718;GSM5948721;GSM5948734;GSM5948743;GSM5948748;GSM5948772;GSM5948799;GSM5948805;GSM5948812;GSM5948816;GSM5948819;GSM5948820;GSM5948830;GSM5948832;GSM5948834;GSM5948838;GSM5948842;GSM5948844;GSM5948849;GSM5948856;GSM5948860;GSM5948864;GSM5948871;GSM5948891;GSM5948893","This study investigates the transcriptional response of blood samples from individuals exposed to SARS-CoV-2 over various time points and conditions.","GSE198449__GSE198449__grp_041_vs_grp_009__1","Control","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE198449","GSE198449__grp_042_vs_grp_009","multi_arm_treatment","case_control_disease","Perturbation","Time Point|Later Surveillance","vehicle","mg206","mg173","SARS-CoV-2 Later Surveillance","Vehicle Control Later Surveillance","Perturbation=sars-cov-2 ; Time Point=Later Surveillance","Perturbation=Control ; Time Point=Later Surveillance",2,166,"control","control","GSM5947384;GSM5947885","GSM5947095;GSM5947138;GSM5947156;GSM5947172;GSM5947173;GSM5947178;GSM5947179;GSM5947187;GSM5947189;GSM5947193;GSM5947213;GSM5947219;GSM5947221;GSM5947222;GSM5947233;GSM5947235;GSM5947236;GSM5947237;GSM5947238;GSM5947239;GSM5947240;GSM5947301;GSM5947303;GSM5947305;GSM5947309;GSM5947318;GSM5947328;GSM5947329;GSM5947336;GSM5947337;GSM5947344;GSM5947345;GSM5947346;GSM5947359;GSM5947360;GSM5947369;GSM5947418;GSM5947461;GSM5947477;GSM5947501;GSM5947503;GSM5947514;GSM5947530;GSM5947531;GSM5947563;GSM5947566;GSM5947567;GSM5947569;GSM5947591;GSM5947601;GSM5947602;GSM5947624;GSM5947629;GSM5947645;GSM5947646;GSM5947668;GSM5947682;GSM5947685;GSM5947723;GSM5947733;GSM5947738;GSM5947745;GSM5947749;GSM5947750;GSM5947751;GSM5947752;GSM5947758;GSM5947762;GSM5947764;GSM5947765;GSM5947766;GSM5947767;GSM5947768;GSM5947781;GSM5947797;GSM5947877;GSM5947883;GSM5947898;GSM5947917;GSM5947924;GSM5947937;GSM5947945;GSM5947966;GSM5947979;GSM5947984;GSM5947986;GSM5947999;GSM5948000;GSM5948010;GSM5948028;GSM5948060;GSM5948083;GSM5948103;GSM5948110;GSM5948116;GSM5948127;GSM5948141;GSM5948151;GSM5948163;GSM5948173;GSM5948237;GSM5948253;GSM5948343;GSM5948355;GSM5948379;GSM5948383;GSM5948389;GSM5948404;GSM5948420;GSM5948427;GSM5948433;GSM5948443;GSM5948449;GSM5948462;GSM5948467;GSM5948480;GSM5948482;GSM5948488;GSM5948493;GSM5948496;GSM5948505;GSM5948508;GSM5948521;GSM5948534;GSM5948538;GSM5948546;GSM5948551;GSM5948555;GSM5948559;GSM5948560;GSM5948561;GSM5948566;GSM5948571;GSM5948590;GSM5948620;GSM5948647;GSM5948649;GSM5948657;GSM5948705;GSM5948709;GSM5948711;GSM5948718;GSM5948721;GSM5948734;GSM5948743;GSM5948748;GSM5948772;GSM5948799;GSM5948805;GSM5948812;GSM5948816;GSM5948819;GSM5948820;GSM5948830;GSM5948832;GSM5948834;GSM5948838;GSM5948842;GSM5948844;GSM5948849;GSM5948856;GSM5948860;GSM5948864;GSM5948871;GSM5948891;GSM5948893","This study investigates the transcriptional response of blood samples from individuals exposed to SARS-CoV-2 over various time points and conditions.","GSE198449__GSE198449__grp_042_vs_grp_009__1","Control","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE198449","GSE198449__grp_043_vs_grp_009","multi_arm_treatment","case_control_disease","Perturbation","Time Point|Later Surveillance","vehicle","mg207","mg173","SARS-CoV-2 Later Surveillance","Vehicle Control Later Surveillance","Perturbation=sars-cov-2 ; Time Point=Later Surveillance","Perturbation=Control ; Time Point=Later Surveillance",2,166,"treated","control","GSM5947411;GSM5947736","GSM5947095;GSM5947138;GSM5947156;GSM5947172;GSM5947173;GSM5947178;GSM5947179;GSM5947187;GSM5947189;GSM5947193;GSM5947213;GSM5947219;GSM5947221;GSM5947222;GSM5947233;GSM5947235;GSM5947236;GSM5947237;GSM5947238;GSM5947239;GSM5947240;GSM5947301;GSM5947303;GSM5947305;GSM5947309;GSM5947318;GSM5947328;GSM5947329;GSM5947336;GSM5947337;GSM5947344;GSM5947345;GSM5947346;GSM5947359;GSM5947360;GSM5947369;GSM5947418;GSM5947461;GSM5947477;GSM5947501;GSM5947503;GSM5947514;GSM5947530;GSM5947531;GSM5947563;GSM5947566;GSM5947567;GSM5947569;GSM5947591;GSM5947601;GSM5947602;GSM5947624;GSM5947629;GSM5947645;GSM5947646;GSM5947668;GSM5947682;GSM5947685;GSM5947723;GSM5947733;GSM5947738;GSM5947745;GSM5947749;GSM5947750;GSM5947751;GSM5947752;GSM5947758;GSM5947762;GSM5947764;GSM5947765;GSM5947766;GSM5947767;GSM5947768;GSM5947781;GSM5947797;GSM5947877;GSM5947883;GSM5947898;GSM5947917;GSM5947924;GSM5947937;GSM5947945;GSM5947966;GSM5947979;GSM5947984;GSM5947986;GSM5947999;GSM5948000;GSM5948010;GSM5948028;GSM5948060;GSM5948083;GSM5948103;GSM5948110;GSM5948116;GSM5948127;GSM5948141;GSM5948151;GSM5948163;GSM5948173;GSM5948237;GSM5948253;GSM5948343;GSM5948355;GSM5948379;GSM5948383;GSM5948389;GSM5948404;GSM5948420;GSM5948427;GSM5948433;GSM5948443;GSM5948449;GSM5948462;GSM5948467;GSM5948480;GSM5948482;GSM5948488;GSM5948493;GSM5948496;GSM5948505;GSM5948508;GSM5948521;GSM5948534;GSM5948538;GSM5948546;GSM5948551;GSM5948555;GSM5948559;GSM5948560;GSM5948561;GSM5948566;GSM5948571;GSM5948590;GSM5948620;GSM5948647;GSM5948649;GSM5948657;GSM5948705;GSM5948709;GSM5948711;GSM5948718;GSM5948721;GSM5948734;GSM5948743;GSM5948748;GSM5948772;GSM5948799;GSM5948805;GSM5948812;GSM5948816;GSM5948819;GSM5948820;GSM5948830;GSM5948832;GSM5948834;GSM5948838;GSM5948842;GSM5948844;GSM5948849;GSM5948856;GSM5948860;GSM5948864;GSM5948871;GSM5948891;GSM5948893","This study investigates the transcriptional response of blood samples from individuals exposed to SARS-CoV-2 over various time points and conditions.","GSE198449__GSE198449__grp_043_vs_grp_009__1","Control","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE198449","GSE198449__grp_044_vs_grp_009","multi_arm_treatment","case_control_disease","Perturbation","Time Point|Later Surveillance","vehicle","mg208","mg173","SARS-CoV-2 Later Surveillance","Vehicle Control Later Surveillance","Perturbation=sars-cov-2 ; Time Point=Later Surveillance","Perturbation=Control ; Time Point=Later Surveillance",12,166,"treated","control","GSM5947715;GSM5947720;GSM5947724;GSM5947730;GSM5947746;GSM5947769;GSM5947774;GSM5947794;GSM5947798;GSM5948207;GSM5948595;GSM5948692","GSM5947095;GSM5947138;GSM5947156;GSM5947172;GSM5947173;GSM5947178;GSM5947179;GSM5947187;GSM5947189;GSM5947193;GSM5947213;GSM5947219;GSM5947221;GSM5947222;GSM5947233;GSM5947235;GSM5947236;GSM5947237;GSM5947238;GSM5947239;GSM5947240;GSM5947301;GSM5947303;GSM5947305;GSM5947309;GSM5947318;GSM5947328;GSM5947329;GSM5947336;GSM5947337;GSM5947344;GSM5947345;GSM5947346;GSM5947359;GSM5947360;GSM5947369;GSM5947418;GSM5947461;GSM5947477;GSM5947501;GSM5947503;GSM5947514;GSM5947530;GSM5947531;GSM5947563;GSM5947566;GSM5947567;GSM5947569;GSM5947591;GSM5947601;GSM5947602;GSM5947624;GSM5947629;GSM5947645;GSM5947646;GSM5947668;GSM5947682;GSM5947685;GSM5947723;GSM5947733;GSM5947738;GSM5947745;GSM5947749;GSM5947750;GSM5947751;GSM5947752;GSM5947758;GSM5947762;GSM5947764;GSM5947765;GSM5947766;GSM5947767;GSM5947768;GSM5947781;GSM5947797;GSM5947877;GSM5947883;GSM5947898;GSM5947917;GSM5947924;GSM5947937;GSM5947945;GSM5947966;GSM5947979;GSM5947984;GSM5947986;GSM5947999;GSM5948000;GSM5948010;GSM5948028;GSM5948060;GSM5948083;GSM5948103;GSM5948110;GSM5948116;GSM5948127;GSM5948141;GSM5948151;GSM5948163;GSM5948173;GSM5948237;GSM5948253;GSM5948343;GSM5948355;GSM5948379;GSM5948383;GSM5948389;GSM5948404;GSM5948420;GSM5948427;GSM5948433;GSM5948443;GSM5948449;GSM5948462;GSM5948467;GSM5948480;GSM5948482;GSM5948488;GSM5948493;GSM5948496;GSM5948505;GSM5948508;GSM5948521;GSM5948534;GSM5948538;GSM5948546;GSM5948551;GSM5948555;GSM5948559;GSM5948560;GSM5948561;GSM5948566;GSM5948571;GSM5948590;GSM5948620;GSM5948647;GSM5948649;GSM5948657;GSM5948705;GSM5948709;GSM5948711;GSM5948718;GSM5948721;GSM5948734;GSM5948743;GSM5948748;GSM5948772;GSM5948799;GSM5948805;GSM5948812;GSM5948816;GSM5948819;GSM5948820;GSM5948830;GSM5948832;GSM5948834;GSM5948838;GSM5948842;GSM5948844;GSM5948849;GSM5948856;GSM5948860;GSM5948864;GSM5948871;GSM5948891;GSM5948893","This study investigates the transcriptional response of blood samples from individuals exposed to SARS-CoV-2 over various time points and conditions.","GSE198449__GSE198449__grp_044_vs_grp_009__1","Control","vehicle_untreated",TRUE,"unknown","unknown"
