"caso","ruolo","entita","cluster_id","control_key_cluster","canonical_name","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","treated_samples","control_samples","design_summary","record_id"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE209632","GSE209632__grp_0005_vs_grp_0008","multi_arm_treatment","treatment_vs_vehicle","Treatment","Genotype|wild-type","secondary_arm","grp_0005","grp_0008","Wild-type tert-immortalized human foreskin fibroblast, HSV-1, 12h","Wild-type tert-immortalized human foreskin fibroblast, mock infection","Genotype=wild-type ; Treatment=HSV-1 infection ; Time=12 hours post-infection","Genotype=wild-type ; Treatment=mock infection",3,1,"treated","control","GSM6381558;GSM6381566;GSM6381574","GSM6381563","This study investigates the transcriptional response of macroH2A1 knockout and wild-type tert-immortalized human foreskin fibroblasts to HSV-1 infection over time.","GSE209632__GSE209632__grp_0005_vs_grp_0008__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE209632","GSE209632__grp_0006_vs_grp_0008","multi_arm_treatment","treatment_vs_vehicle","Treatment","Genotype|wild-type","secondary_arm","grp_0006","grp_0008","Wild-type tert-immortalized human foreskin fibroblast, HSV-1, 4h","Wild-type tert-immortalized human foreskin fibroblast, mock infection","Genotype=wild-type ; Treatment=HSV-1 infection ; Time=4 hours post-infection","Genotype=wild-type ; Treatment=mock infection",3,1,"treated","control","GSM6381556;GSM6381564;GSM6381572","GSM6381563","This study investigates the transcriptional response of macroH2A1 knockout and wild-type tert-immortalized human foreskin fibroblasts to HSV-1 infection over time.","GSE209632__GSE209632__grp_0006_vs_grp_0008__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE209632","GSE209632__grp_0007_vs_grp_0008","multi_arm_treatment","treatment_vs_vehicle","Treatment","Genotype|wild-type","secondary_arm","grp_0007","grp_0008","Wild-type tert-immortalized human foreskin fibroblast, HSV-1, 8h","Wild-type tert-immortalized human foreskin fibroblast, mock infection","Genotype=wild-type ; Treatment=HSV-1 infection ; Time=8 hours post-infection","Genotype=wild-type ; Treatment=mock infection",3,1,"treated","control","GSM6381557;GSM6381565;GSM6381573","GSM6381563","This study investigates the transcriptional response of macroH2A1 knockout and wild-type tert-immortalized human foreskin fibroblasts to HSV-1 infection over time.","GSE209632__GSE209632__grp_0007_vs_grp_0008__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE95623","GSE95623__grp_0003_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","perturbation","cell_line|HEK 293T|passage|p5-15","vehicle","grp_0003","grp_0001","wildtype HSV-1","mock-infected","perturbation=wildtype HSV-1 ; cell_line=HEK 293T ; passage=p5-15","perturbation=mock-infected ; cell_line=HEK 293T ; passage=p5-15",1,1,"treated","control","GSM2519382","GSM2519381","This study investigates the interaction between HSV-1 and RIG-I in HEK 293T cells.","GSE95623__GSE95623__grp_0003_vs_grp_0001__1"
"NCBITaxon:10298","ASSORBITO","NCBITaxon:10298","cgroup_L5_1b7f19cc","uninfected","hsv1","GSE201012","GSE201012__HSV1_KOS_vs_uninfected","treatment_vs_vehicle","treatment_vs_untreated","treatment","time(hours)|16","untreated","grp_HSV1_KOS","grp_uninfected","HSV1 KOS infected","Uninfected","treatment=HSV1 KOS ; time(hours)=16","treatment=uninfected ; time(hours)=16",2,1,"treated","control","GSM6048520;GSM6048521","GSM6048518","This study investigates the transcriptional response of HEK293T cells to HSV1 KOS infection compared to mock and uninfected controls.","GSE201012__GSE201012__HSV1_KOS_vs_uninfected__1"
"NCBITaxon:12814","VINCENTE","NCBITaxon:12814","cgroup_L5_e25d67cf","vehicle_untreated",,"GSE113210","GSE113210__grp_0012_vs_grp_0022","multi_arm_treatment","case_control_disease","viral_infection","","secondary_arm","grp_0012","grp_0022","respiratory syncytial virus (RSV) at AV","Control CV","viral_infection=respiratory syncytial virus (RSV)",,1,7,"treated","control","GSM3100378","GSM3100331;GSM3100363;GSM3100369;GSM3100371;GSM3100377;GSM3100379;GSM3100381","This study investigates the transcriptional response of peripheral blood mononuclear cells (PBMCs) from pediatric patients to various viral infections.","GSE113210__GSE113210__grp_0012_vs_grp_0022__1"
"NCBITaxon:12814","VINCENTE","NCBITaxon:12814","cgroup_L5_e25d67cf","vehicle_untreated",,"GSE113210","GSE113210__grp_0013_vs_grp_0022","multi_arm_treatment","case_control_disease","viral_infection","","secondary_arm","grp_0013","grp_0022","virus positive at AV, RSV, rhinovirus","Control CV","viral_infection=virus positive ; viral_infection=respiratory syncytial virus (RSV) ; viral_infection=rhinovirus",,1,7,"treated","control","GSM3100324","GSM3100331;GSM3100363;GSM3100369;GSM3100371;GSM3100377;GSM3100379;GSM3100381","This study investigates the transcriptional response of peripheral blood mononuclear cells (PBMCs) from pediatric patients to various viral infections.","GSE113210__GSE113210__grp_0013_vs_grp_0022__1"
"NCBITaxon:12814","VINCENTE","NCBITaxon:12814","cgroup_L5_e25d67cf","vehicle_untreated",,"GSE113210","GSE113210__grp_0018_vs_grp_0022","multi_arm_treatment","case_control_disease","viral_infection","","secondary_arm","grp_0018","grp_0022","virus positive at AV, RSV","Control CV","viral_infection=virus positive ; viral_infection=respiratory syncytial virus (RSV)",,3,7,"treated","control","GSM3100334;GSM3100352;GSM3100370","GSM3100331;GSM3100363;GSM3100369;GSM3100371;GSM3100377;GSM3100379;GSM3100381","This study investigates the transcriptional response of peripheral blood mononuclear cells (PBMCs) from pediatric patients to various viral infections.","GSE113210__GSE113210__grp_0018_vs_grp_0022__1"
"NCBITaxon:12814","VINCENTE","NCBITaxon:12814","cgroup_L5_e25d67cf","vehicle_untreated",,"GSE140226","GSE140226__A549_RSV_vs_A549_mock","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|A549","vehicle","grp_A549_RSV","grp_A549_mock","A549 RSV","A549 mock","cell_line=A549 ; treatment=RSV","cell_line=A549 ; treatment=mock",1,1,"treated","control","GSM4156898","GSM4156897","This study investigates the effects of Respiratory Syncytial Virus (RSV) infection and dexamethasone treatment on human lung epithelial cells.","GSE140226__GSE140226__A549_RSV_vs_A549_mock__1"
"NCBITaxon:12814","VINCENTE","NCBITaxon:12814","cgroup_L5_e25d67cf","vehicle_untreated",,"GSE140226","GSE140226__H292_RSV_vs_H292_mock","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|H292","vehicle","grp_H292_RSV","grp_H292_mock","H292 RSV","H292 mock","cell_line=H292 ; treatment=RSV","cell_line=H292 ; treatment=mock",1,1,"treated","control","GSM4156900","GSM4156899","This study investigates the effects of Respiratory Syncytial Virus (RSV) infection and dexamethasone treatment on human lung epithelial cells.","GSE140226__GSE140226__H292_RSV_vs_H292_mock__1"
"NCBITaxon:12814","VINCENTE","NCBITaxon:12814","cgroup_L5_e25d67cf","vehicle_untreated",,"GSE140226","GSE140226__HBEC_RSV_vs_HBEC_mock","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|HBEC","vehicle","grp_HBEC_RSV","grp_HBEC_mock","HBEC RSV","HBEC mock","cell_line=HBEC ; treatment=RSV","cell_line=HBEC ; treatment=mock",1,1,"treated","control","GSM4156903","GSM4156902","This study investigates the effects of Respiratory Syncytial Virus (RSV) infection and dexamethasone treatment on human lung epithelial cells.","GSE140226__GSE140226__HBEC_RSV_vs_HBEC_mock__1"
"NCBITaxon:12814","VINCENTE","NCBITaxon:12814","cgroup_L5_e25d67cf","vehicle_untreated",,"GSE146795","GSE146795__grp_0005_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type|NHBE|tissue|bronchial epithelium|context_kind|primary_culture","vehicle","grp_0005","grp_0001","NHBE P4 RSV Bronchial Epithelium","NHBE C16 P4 Mock","treatment=RSV ; cell_type=NHBE ; tissue=bronchial epithelium ; passage_or_state=P4 ; context_kind=primary_culture","treatment=mock ; cell_type=NHBE C16 P4 ; context_kind=primary_culture",1,4,"treated","control","GSM4407241","GSM4407236;GSM4407237;GSM4407238;GSM4407242","This study investigates the effects of Respiratory Syncytial Virus (RSV) infection on human bronchial epithelial cells (NHBE) compared to mock-infected controls.","GSE146795__GSE146795__grp_0005_vs_grp_0001__1"
"NCBITaxon:12814","VINCENTE","NCBITaxon:12814","cgroup_L5_e25d67cf","vehicle_untreated",,"GSE228327","GSE228327__grp_0005_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|lung epithelial|transgenic|yes","vehicle","grp_0005","grp_0004","RSV infected lung epithelial","Control lung epithelial","treatment=RSV infected ; cell_type=lung epithelial ; transgenic=yes","treatment=control ; cell_type=lung epithelial ; transgenic=yes",1,3,"treated","control","GSM7118824","GSM7118819;GSM7118821;GSM7118822","This study investigates the effects of RSV infection and KIRA treatment on human lung epithelial cells.","GSE228327__GSE228327__grp_0005_vs_grp_0004__1"
"NCBITaxon:12814","VINCENTE","NCBITaxon:12814","cgroup_L5_e25d67cf","vehicle_untreated",,"GSE228327","GSE228327__grp_0006_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|lung epithelial|transgenic|yes","vehicle","grp_0006","grp_0004","RSV lung epithelial","Control lung epithelial","treatment=RSV ; cell_type=lung epithelial ; transgenic=yes","treatment=control ; cell_type=lung epithelial ; transgenic=yes",3,3,"treated","control","GSM7118823;GSM7118825;GSM7118826","GSM7118819;GSM7118821;GSM7118822","This study investigates the effects of RSV infection and KIRA treatment on human lung epithelial cells.","GSE228327__GSE228327__grp_0006_vs_grp_0004__1"
"NCBITaxon:12814","ASSORBITO","NCBITaxon:12814","cgroup_L5_5b37d889","uninfected","Mycobacterium tuberculosis","GSE183435","GSE183435__infected_vs_uninfected_1","case_control_disease","case_control_disease","infection_status","age|16 vs 24","untreated","grp_infected","grp_uninfected_1","Infected with RSV","Uninfected control 1","infection_status=infected ; age=16","infection_status=uninfected ; age=24",2,1,"treated","control","GSM5557578;GSM5557579","GSM5557580","This study investigates the transcriptional response of human lung tissue to Respiratory Syncytial Virus (RSV) infection.","GSE183435__GSE183435__infected_vs_uninfected_1__1"
"NCBITaxon:12814","ASSORBITO","NCBITaxon:12814","cgroup_L5_5b37d889","uninfected","Mycobacterium tuberculosis","GSE183435","GSE183435__infected_vs_uninfected_2","case_control_disease","case_control_disease","infection_status","age|16 vs 15","untreated","grp_infected","grp_uninfected_2","Infected with RSV","Uninfected control 2","infection_status=infected ; age=16","infection_status=uninfected ; age=15",2,1,"treated","control","GSM5557578;GSM5557579","GSM5557581","This study investigates the transcriptional response of human lung tissue to Respiratory Syncytial Virus (RSV) infection.","GSE183435__GSE183435__infected_vs_uninfected_2__1"
"NCBITaxon:3052230","VINCENTE","NCBITaxon:3052230","cgroup_L5_6b0fd283","uninfected","Hepatitis C virus","GSE103729","GSE103729__grp_0004_vs_grp_0001","case_control_disease","case_control_disease","infection_status","","untreated","grp_0004","grp_0001","HCV Infected","Uninfected Control","infection_status=infected","infection_status=uninfected",9,3,"treated","control","GSM2779885;GSM2779887;GSM2779889;GSM2779891;GSM2779893;GSM2779895;GSM2779897;GSM2779899;GSM2779901","GSM2779888;GSM2779890;GSM2779894","This study investigates the transcriptional response of Huh-7.5 liver cells to HCV infection compared to controls.","GSE103729__GSE103729__grp_0004_vs_grp_0001__1"
"NCBITaxon:3052230","VINCENTE","NCBITaxon:3052230","cgroup_L5_6b0fd283","uninfected","Hepatitis C virus","GSE103729","GSE103729__grp_0004_vs_grp_0002","case_control_disease","case_control_disease","infection_status","","vehicle","grp_0004","grp_0002","HCV Infected","Vehicle Control","infection_status=infected","infection_status=uninfected",9,3,"treated","control","GSM2779885;GSM2779887;GSM2779889;GSM2779891;GSM2779893;GSM2779895;GSM2779897;GSM2779899;GSM2779901","GSM2779886;GSM2779892;GSM2779896","This study investigates the transcriptional response of Huh-7.5 liver cells to HCV infection compared to controls.","GSE103729__GSE103729__grp_0004_vs_grp_0002__1"
"NCBITaxon:3052230","VINCENTE","NCBITaxon:3052230","cgroup_L5_6b0fd283","uninfected","Hepatitis C virus","GSE103729","GSE103729__grp_0004_vs_grp_0003","case_control_disease","case_control_disease","infection_status","","vehicle","grp_0004","grp_0003","HCV Infected","Vehicle Only","infection_status=infected","infection_status=uninfected",9,3,"treated","control","GSM2779885;GSM2779887;GSM2779889;GSM2779891;GSM2779893;GSM2779895;GSM2779897;GSM2779899;GSM2779901","GSM2779898;GSM2779900;GSM2779902","This study investigates the transcriptional response of Huh-7.5 liver cells to HCV infection compared to controls.","GSE103729__GSE103729__grp_0004_vs_grp_0003__1"
"NCBITaxon:3052230","VINCENTE","NCBITaxon:3052230","cgroup_L5_6b0fd283","uninfected","Hepatitis C virus","GSE130891","GSE130891__grp_0007_vs_grp_0004","multi_arm_treatment","treatment_vs_untreated","virus","time|48 hours","untreated","grp_0007","grp_0004","Huh7_HCV_JFH-1_48h","Huh7_uninfected_48h","virus=HCV genotype 2A JFH-1 ; time=48 hours","virus=uninfected ; time=48 hours",3,6,"treated","control","GSM3755806;GSM3755808;GSM3755810","GSM3755824;GSM3755826;GSM3755828;GSM3755830;GSM3755832;GSM3755834","This study investigates the transcriptional response of Huh7 cells to various viral infections over different time points.","GSE130891__GSE130891__grp_0007_vs_grp_0004__1"
"NCBITaxon:3052230","ASSORBITO","NCBITaxon:3052230","cgroup_L5_67a1cfc1","vehicle_untreated","hcv","GSE211161","GSE211161__grp_0003_vs_grp_0001","case_control_disease","case_control_disease","treatment","time(hours)|48","untreated","grp_0003","grp_0001","HCV JFH-1 MOI = 1 Day 2","Control; No Treatment","treatment=HCV JFH-1 ; time(hours)=48 ; dose(MOI)=1","treatment=Control ; time(hours)=48",2,1,"treated","control","GSM6454624;GSM6454625","GSM6454623","This study investigates the transcriptional response of patient-derived primary human hepatocytes to HCV JFH-1 infection compared to control conditions.","GSE211161__GSE211161__grp_0003_vs_grp_0001__1"
"NCBITaxon:3052230","ASSORBITO","NCBITaxon:3052230","cgroup_L5_67a1cfc1","vehicle_untreated","hcv","GSE211161","GSE211161__grp_0003_vs_grp_0002","case_control_disease","case_control_disease","treatment","time(hours)|48","untreated","grp_0003","grp_0002","HCV JFH-1 MOI = 1 Day 2","Control","treatment=HCV JFH-1 ; time(hours)=48 ; dose(MOI)=1","treatment=Control ; time(hours)=48",2,1,"treated","control","GSM6454624;GSM6454625","GSM6454622","This study investigates the transcriptional response of patient-derived primary human hepatocytes to HCV JFH-1 infection compared to control conditions.","GSE211161__GSE211161__grp_0003_vs_grp_0002__1"
"STR:kshv","VINCENTE","STR:kshv","cgroup_L5_179d71b0","vehicle_untreated","kshvinfected","GSE223396","GSE223396__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type|human gingival epithelial cell","vehicle","grp_0002","grp_0001","KSHV-infected human gingival epithelial cells","mock-treated human gingival epithelial cells","treatment=KSHV ; cell_type=human gingival epithelial cell","treatment=mock ; cell_type=human gingival epithelial cell",3,3,"treated","control","GSM6947100;GSM6947101;GSM6947102","GSM6947097;GSM6947098;GSM6947099","Comparison between KSHV-infected and mock-treated human gingival epithelial cells.","GSE223396__GSE223396__grp_0002_vs_grp_0001__1"
"STR:kshv","VINCENTE","STR:kshv","cgroup_L5_179d71b0","vehicle_untreated","kshvinfected","GSE84237","GSE84237__KSHV_vs_mock","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type|hTert-immortalized microvascular endothelial cells|passage|60 to 70","vehicle","grp_KSHV","grp_mock","KSHV-treated","Mock-treated","treatment=KSHV ; cell_type=hTert-immortalized microvascular endothelial cells ; passage=60 to 70","treatment=mock ; cell_type=hTert-immortalized microvascular endothelial cells ; passage=60 to 70",3,3,"treated","control","GSM2229993;GSM2229994;GSM2229995","GSM2229991;GSM2229992;GSM2229990","This study investigates the transcriptional changes in hTert-immortalized microvascular endothelial cells upon exposure to KSHV compared to mock-treated controls.","GSE84237__GSE84237__KSHV_vs_mock__1"
"STR:kshv","ASSORBITO","STR:kshv","cgroup_L5_dbd518d4","uninfected","Kaposi's sarcoma-associated herpesvirus","GSE92341","GSE92341__KSHV_48h_vs_uninfected","treatment_vs_vehicle","treatment_vs_untreated","treatment","time|48 hr","untreated","grp_0001","grp_0003","KSHV 48h","Uninfected","treatment=KSHV ; time=48 hr","treatment=uninfected",3,3,"treated","control","GSM2436213;GSM2436214;GSM2436215","GSM2436210;GSM2436211;GSM2436212","This study investigates the transcriptional changes in human periodontal ligament cells upon infection with Kaposi's sarcoma-associated herpesvirus (KSHV) over different time points.","GSE92341__GSE92341__KSHV_48h_vs_uninfected__1"
"STR:kshv","ASSORBITO","STR:kshv","cgroup_L5_dbd518d4","uninfected","Kaposi's sarcoma-associated herpesvirus","GSE92341","GSE92341__KSHV_96h_vs_uninfected","treatment_vs_vehicle","treatment_vs_untreated","treatment","time|96 hr","untreated","grp_0002","grp_0003","KSHV 96h","Uninfected","treatment=KSHV ; time=96 hr","treatment=uninfected",3,3,"treated","control","GSM2436216;GSM2436217;GSM2436218","GSM2436210;GSM2436211;GSM2436212","This study investigates the transcriptional changes in human periodontal ligament cells upon infection with Kaposi's sarcoma-associated herpesvirus (KSHV) over different time points.","GSE92341__GSE92341__KSHV_96h_vs_uninfected__1"
"STR:mr766","VINCENTE","STR:mr766","cgroup_L5_babc7ecd","vehicle_untreated","Zika virus","GSE122193","GSE122193__MR766_4hpi_vs_Mock","multi_arm_treatment","treatment_vs_vehicle","virus_strain","infection_duration|4 hours post-infection","vehicle","grp_MR766_4hpi","grp_Mock","MR766-infected Mesenchymal Stem Cells (4 hpi)","Mock-infected Mesenchymal Stem Cells","virus_strain=MR766 ; infection_duration=4 hours post-infection","virus_strain=Mock ; infection_duration=4 hours post-infection",1,1,"treated","control","GSM3457522","GSM3457521","This study investigates the transcriptional response of human mesenchymal stem cells derived from umbilical cord to infection with different strains of Zika virus (MR766 and PRVABC59) over time.","GSE122193__GSE122193__MR766_4hpi_vs_Mock__1"
"STR:mr766","VINCENTE","STR:mr766","cgroup_L5_babc7ecd","vehicle_untreated","Zika virus","GSE122193","GSE122193__MR766_48hpi_vs_Mock","multi_arm_treatment","treatment_vs_vehicle","virus_strain","infection_duration|48 hours post-infection","vehicle","grp_MR766_48hpi","grp_Mock","MR766-infected Mesenchymal Stem Cells (48 hpi)","Mock-infected Mesenchymal Stem Cells","virus_strain=MR766 ; infection_duration=48 hours post-infection","virus_strain=Mock ; infection_duration=4 hours post-infection",1,1,"treated","control","GSM3457523","GSM3457521","This study investigates the transcriptional response of human mesenchymal stem cells derived from umbilical cord to infection with different strains of Zika virus (MR766 and PRVABC59) over time.","GSE122193__GSE122193__MR766_48hpi_vs_Mock__1"
"STR:mr766","VINCENTE","STR:mr766","cgroup_L5_babc7ecd","vehicle_untreated","Zika virus","GSE149775","GSE149775__grp_0005_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type_or_line_raw|SH-SY5Y|tissue|neuroblastoma","vehicle","grp_0005","grp_0001","SH-SY5Y MR766","SH-SY5Y Mock 1","treatment=MR766 ; cell_type_or_line_raw=SH-SY5Y ; tissue=neuroblastoma","treatment=mock ; cell_type_or_line_raw=SH-SY5Y ; tissue=Neuroblastoma",2,1,"treated","control","GSM4512335;GSM4512339","GSM4512330","This study investigates the response of SH-SY5Y neuroblastoma cells to Dengue virus (DENV) infection and compares it with mock-infected controls.","GSE149775__GSE149775__grp_0005_vs_grp_0001__1"
"STR:mr766","VINCENTE","STR:mr766","cgroup_L5_babc7ecd","vehicle_untreated","Zika virus","GSE149775","GSE149775__grp_0005_vs_grp_0002","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type_or_line_raw|SH-SY5Y|tissue|neuroblastoma","vehicle","grp_0005","grp_0002","SH-SY5Y MR766","SH-SY5Y Mock","treatment=MR766 ; cell_type_or_line_raw=SH-SY5Y ; tissue=neuroblastoma","treatment=mock ; cell_type_or_line_raw=SH-SY5Y ; tissue=Neuroblastoma",2,2,"treated","control","GSM4512335;GSM4512339","GSM4512334;GSM4512338","This study investigates the response of SH-SY5Y neuroblastoma cells to Dengue virus (DENV) infection and compares it with mock-infected controls.","GSE149775__GSE149775__grp_0005_vs_grp_0002__1"
"STR:mr766","ASSORBITO","STR:mr766","cgroup_L5_9ff60287","uninfected","Zika virus","GSE171648","GSE171648__grp_0002_vs_grp_0001","multi_arm_treatment","treatment_vs_untreated","virus_strain","","untreated","grp_0002","grp_0001","ZIKV MR766 (MOI=1, 72h)","Control (uninfected)","virus_strain=MR766","virus_strain=uninfected",1,3,"treated","control","GSM5229713","GSM5229710;GSM5229711;GSM5229712","This study investigates the transcriptional response of BeWo cells to Zika virus (ZIKV) infection using different strains and mutants.","GSE171648__GSE171648__grp_0002_vs_grp_0001__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__asthma_rhinovirus_1a_24h_vs_asthma_uninfected_24h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|asthma|time|24h","untreated","grp_asthma_rhinovirus_1a_24h","grp_asthma_uninfected_24h","Asthma, Rhinovirus 1A, 24h","Asthma, Uninfected, 24h","disease_state=asthma ; infection_status=rhinovirus_1a_infected ; time=24h","disease_state=asthma ; infection_status=uninfected ; time=24h",5,5,"treated","control","GSM4391754;GSM4391762;GSM4391786;GSM4391802;GSM4391842","GSM4391750;GSM4391758;GSM4391782;GSM4391798;GSM4391838","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__asthma_rhinovirus_1a_24h_vs_asthma_uninfected_24h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__asthma_rhinovirus_1a_48h_vs_asthma_uninfected_48h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|asthma|time|48h","untreated","grp_asthma_rhinovirus_1a_48h","grp_asthma_uninfected_48h","Asthma, Rhinovirus 1A, 48h","Asthma, Uninfected, 48h","disease_state=asthma ; infection_status=rhinovirus_1a_infected ; time=48h","disease_state=asthma ; infection_status=uninfected ; time=48h",5,5,"treated","control","GSM4391755;GSM4391763;GSM4391787;GSM4391803;GSM4391843","GSM4391751;GSM4391759;GSM4391783;GSM4391799;GSM4391839","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__asthma_rhinovirus_1a_48h_vs_asthma_uninfected_48h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__asthma_rhinovirus_1a_72h_vs_asthma_uninfected_72h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|asthma|time|72h","untreated","grp_asthma_rhinovirus_1a_72h","grp_asthma_uninfected_72h","Asthma, Rhinovirus 1A, 72h","Asthma, Uninfected, 72h","disease_state=asthma ; infection_status=rhinovirus_1a_infected ; time=72h","disease_state=asthma ; infection_status=uninfected ; time=72h",5,5,"treated","control","GSM4391756;GSM4391764;GSM4391788;GSM4391804;GSM4391844","GSM4391752;GSM4391760;GSM4391784;GSM4391800;GSM4391840","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__asthma_rhinovirus_1a_72h_vs_asthma_uninfected_72h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__asthma_rhinovirus_1a_96h_vs_asthma_uninfected_96h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|asthma|time|96h","untreated","grp_asthma_rhinovirus_1a_96h","grp_asthma_uninfected_96h","Asthma, Rhinovirus 1A, 96h","Asthma, Uninfected, 96h","disease_state=asthma ; infection_status=rhinovirus_1a_infected ; time=96h","disease_state=asthma ; infection_status=uninfected ; time=96h",5,5,"treated","control","GSM4391757;GSM4391765;GSM4391789;GSM4391805;GSM4391845","GSM4391753;GSM4391761;GSM4391785;GSM4391801;GSM4391841","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__asthma_rhinovirus_1a_96h_vs_asthma_uninfected_96h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__copd_rhinovirus_1a_24h_vs_copd_uninfected_24h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|copd|time|24h","untreated","grp_copd_rhinovirus_1a_24h","grp_copd_uninfected_24h","COPD, Rhinovirus 1A, 24h","COPD, Uninfected, 24h","disease_state=copd ; infection_status=rhinovirus_1a_infected ; time=24h","disease_state=copd ; infection_status=uninfected ; time=24h",5,5,"treated","control","GSM4391730;GSM4391738;GSM4391778;GSM4391794;GSM4391810","GSM4391726;GSM4391734;GSM4391774;GSM4391790;GSM4391806","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__copd_rhinovirus_1a_24h_vs_copd_uninfected_24h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__copd_rhinovirus_1a_48h_vs_copd_uninfected_48h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|copd|time|48h","untreated","grp_copd_rhinovirus_1a_48h","grp_copd_uninfected_48h","COPD, Rhinovirus 1A, 48h","COPD, Uninfected, 48h","disease_state=copd ; infection_status=rhinovirus_1a_infected ; time=48h","disease_state=copd ; infection_status=uninfected ; time=48h",5,4,"treated","control","GSM4391731;GSM4391739;GSM4391779;GSM4391795;GSM4391811","GSM4391727;GSM4391735;GSM4391791;GSM4391807","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__copd_rhinovirus_1a_48h_vs_copd_uninfected_48h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__copd_rhinovirus_1a_72h_vs_copd_uninfected_72h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|copd|time|72h","untreated","grp_copd_rhinovirus_1a_72h","grp_copd_uninfected_72h","COPD, Rhinovirus 1A, 72h","COPD, Uninfected, 72h","disease_state=copd ; infection_status=rhinovirus_1a_infected ; time=72h","disease_state=copd ; infection_status=uninfected ; time=72h",5,5,"treated","control","GSM4391732;GSM4391740;GSM4391780;GSM4391796;GSM4391812","GSM4391728;GSM4391736;GSM4391776;GSM4391792;GSM4391808","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__copd_rhinovirus_1a_72h_vs_copd_uninfected_72h__1"
