"gruppo","cluster_id","scrittura","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","design_summary","record_id"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE163548","GSE163548__grp_0009_vs_grp_0008","treatment_vs_untreated","treatment_vs_untreated","treatment","tissue|Shoulder","untreated","grp_0009","grp_0008","RA FLS TNF-treated shoulder","RA FLS SF_407 untreated shoulder","treatment=TNF ; tissue=Shoulder","treatment=none ; tissue=Shoulder",2,2,"treated","control","This study investigates the transcriptional response of rheumatoid arthritis synovial fibroblasts (FLS) to TNF stimulation.","GSE163548__GSE163548__grp_0009_vs_grp_0008__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE163548","GSE163548__grp_0010_vs_grp_0015","treatment_vs_untreated","treatment_vs_untreated","treatment","tissue|Wrist","untreated","grp_0010","grp_0015","RA FLS TNF-treated wrist","RA FLS donor 230 untreated wrist","treatment=TNF ; tissue=Wrist","treatment=none ; tissue=Wrist",3,3,"treated","control","This study investigates the transcriptional response of rheumatoid arthritis synovial fibroblasts (FLS) to TNF stimulation.","GSE163548__GSE163548__grp_0010_vs_grp_0015__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE166079","GSE166079__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type|Langerhans cells|tissue|Epidermis","vehicle","grp_0002","grp_0001","TNF-stimulated Langerhans cells","Unstimulated Langerhans cells","treatment=TNF ; cell_type=Langerhans cells ; tissue=Epidermis","treatment=unstimulated ; cell_type=Langerhans cells ; tissue=Epidermis",1,1,"treated","control","This study investigates the transcriptional response of human Langerhans cells from the epidermis to TNF stimulation compared to unstimulated controls.","GSE166079__GSE166079__grp_0002_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE171170","GSE171170__grp_0003_vs_grp_0005","multi_arm_treatment","treatment_vs_vehicle","Treatment","","vehicle","grp_0003","grp_0005","TNF (10 ng/ml)","PBS","Treatment=TNF (10 ng/ml)","Treatment=PBS",3,3,"treated","control","This study investigates the effects of various cytokine stimulations on human neonatal epidermal keratinocytes.","GSE171170__GSE171170__grp_0003_vs_grp_0005__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE186396","GSE186396__grp_0002_vs_grp_0003","multi_arm_treatment","treatment_vs_untreated","Treatment","Genetic Modification|Wild Type","untreated","grp_0002","grp_0003","Melanoma BLM cells, HOIPIN-8, TNF 6h","Melanoma BLM cells, Untreated","Treatment=TNF ; Genetic Modification=Wild Type","Treatment=Untreated ; Genetic Modification=Wild Type",1,2,"treated","control","This study investigates the effects of HOIPIN-8 and TNF stimulation on melanoma BLM cells, including CRISPR-modified variants.","GSE186396__GSE186396__grp_0002_vs_grp_0003__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE186396","GSE186396__grp_0006_vs_grp_0007","multi_arm_treatment","treatment_vs_untreated","Treatment","Genetic Modification|sgRNF31","untreated","grp_0006","grp_0007","Melanoma BLM cells, sgRNF31, Untreated, TNF 6h","Melanoma BLM cells, sgRNF31, Untreated","Treatment=TNF ; Genetic Modification=sgRNF31","Treatment=Untreated ; Genetic Modification=sgRNF31",2,2,"treated","control","This study investigates the effects of HOIPIN-8 and TNF stimulation on melanoma BLM cells, including CRISPR-modified variants.","GSE186396__GSE186396__grp_0006_vs_grp_0007__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE186396","GSE186396__grp_0008_vs_grp_0003","multi_arm_treatment","treatment_vs_untreated","Treatment","Genetic Modification|Wild Type","untreated","grp_0008","grp_0003","Primary Melanoma BLM cells, Untreated, TNF 6h","Melanoma BLM cells, Untreated","Treatment=TNF ; Genetic Modification=Wild Type","Treatment=Untreated ; Genetic Modification=Wild Type",2,2,"treated","control","This study investigates the effects of HOIPIN-8 and TNF stimulation on melanoma BLM cells, including CRISPR-modified variants.","GSE186396__GSE186396__grp_0008_vs_grp_0003__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE190181","GSE190181__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","","vehicle","grp_0002","grp_0001","TNF-treated HUVEC","PBS-treated HUVEC","treatment=Tumor Necrosis factor","treatment=PBS",2,2,"treated","control","This study investigates the effects of Tumor Necrosis Factor (TNF) stimulation on Human Umbilical Vein Endothelial Cells (HUVECs) compared to a Phosphate Buffered Saline (PBS) vehicle control.","GSE190181__GSE190181__grp_0002_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE190181","GSE190181__grp_0004_vs_grp_0003","treatment_vs_vehicle","treatment_vs_vehicle","treatment","","vehicle","grp_0004","grp_0003","TNF-treated HUVEC","PBS-treated HUVEC","treatment=Tumor Necrosis factor","treatment=PBS",1,1,"treated","control","This study investigates the effects of Tumor Necrosis Factor (TNF) stimulation on Human Umbilical Vein Endothelial Cells (HUVECs) compared to a Phosphate Buffered Saline (PBS) vehicle control.","GSE190181__GSE190181__grp_0004_vs_grp_0003__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE190634","GSE190634__grp_0004_vs_grp_0003","multi_arm_treatment","treatment_vs_untreated","perturbation","donor_id|1","untreated","grp_0004","grp_0003","Colonic Organoid Donor 1 TNF 10ng/mL","Colonic Organoid Donor 1 Control","perturbation=TNF 10ng/mL ; donor_id=1","perturbation=none ; donor_id=1",4,2,"treated","control","This study investigates the transcriptional responses of human colonic organoids to various cytokine stimulations.","GSE190634__GSE190634__grp_0004_vs_grp_0003__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE191101","GSE191101__TNFa_vs_DMSO","multi_arm_treatment","treatment_vs_vehicle","treatment","","vehicle","grp_TNFa","grp_DMSO","TNFα","DMSO","treatment=TNFα","treatment=DMSO",2,2,"treated","control","This study investigates the effects of various treatments on MH7A cells derived from rheumatoid arthritis synovial tissue. The treatments include DMSO (vehicle control), Tub B (a small molecule), TNFα (a cytokine), and a combination of TNFα and Tub B.","GSE191101__GSE191101__TNFa_vs_DMSO__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE194220","GSE194220__grp_TNFa_vs_grp_control","multi_arm_treatment","treatment_vs_vehicle","treatment","","vehicle","grp_TNFa","grp_control","TNFα stimulated","Control","treatment=TNFα","treatment=control",1,1,"treated","control","This study investigates the effects of TNFα stimulation and JNK inhibition on brain tumor cells.","GSE194220__GSE194220__grp_TNFa_vs_grp_control__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE196243","GSE196243__dermal_HC_TNF_vs_dermal_HC_untreated","multi_arm_treatment","treatment_vs_untreated","perturbation","cell_context|Dermal Fibroblast","untreated","grp_dermal_HC_TNF","grp_dermal_HC_untreated","Dermal Fibroblast HC TNF-treated","Dermal Fibroblast HC Untreated","cell_context=Dermal Fibroblast ; perturbation=TNF","cell_context=Dermal Fibroblast ; perturbation=Untreated",2,3,"treated","control","This study investigates the transcriptional responses of dermal fibroblasts and peripheral blood mononuclear cells (PBMCs) to various stimuli, including lipopolysaccharide (LPS), Poly(I:C), tumor necrosis factor (TNF), and untreated controls.","GSE196243__GSE196243__dermal_HC_TNF_vs_dermal_HC_untreated__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE196243","GSE196243__dermal_NDAS_TNF_vs_dermal_untreated","multi_arm_treatment","treatment_vs_untreated","perturbation","cell_context|Dermal Fibroblast","untreated","grp_dermal_NDAS_TNF","grp_dermal_untreated","Dermal Fibroblast NDAS TNF-treated","Dermal Fibroblast Untreated","cell_context=Dermal Fibroblast ; perturbation=TNF","cell_context=Dermal Fibroblast ; perturbation=Untreated",3,5,"treated","control","This study investigates the transcriptional responses of dermal fibroblasts and peripheral blood mononuclear cells (PBMCs) to various stimuli, including lipopolysaccharide (LPS), Poly(I:C), tumor necrosis factor (TNF), and untreated controls.","GSE196243__GSE196243__dermal_NDAS_TNF_vs_dermal_untreated__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE202436","GSE202436__TNF_1h_LL_vs_VEH_1h_LL","multi_arm_treatment","treatment_vs_vehicle","treatment","time|1 hour|tissue|Left Lung","vehicle","grp_TNF_1h_LL","grp_VEH_1h_LL","TNFα 1h Left Lung","Vehicle 1h Left Lung","treatment=TNFα ; time=1 hour","treatment=Vehicle ; time=1 hour",3,3,"treated","control","This study investigates the effects of TNFα and Formoterol treatments on human primary bronchial epithelial cells over various time points.","GSE202436__GSE202436__TNF_1h_LL_vs_VEH_1h_LL__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE202436","GSE202436__TNF_18h_LL_vs_VEH_18h_LL","multi_arm_treatment","treatment_vs_vehicle","treatment","time|18 hours|tissue|Left Lung","vehicle","grp_TNF_18h_LL","grp_VEH_18h_LL","TNFα 18h Left Lung","Vehicle 18h Left Lung","treatment=TNFα ; time=18 hours","treatment=Vehicle ; time=18 hours",3,3,"treated","control","This study investigates the effects of TNFα and Formoterol treatments on human primary bronchial epithelial cells over various time points.","GSE202436__GSE202436__TNF_18h_LL_vs_VEH_18h_LL__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE202436","GSE202436__TNF_2h_LL_vs_VEH_2h_LL","multi_arm_treatment","treatment_vs_vehicle","treatment","time|2 hours|tissue|Left Lung","vehicle","grp_TNF_2h_LL","grp_VEH_2h_LL","TNFα 2h Left Lung","Vehicle 2h Left Lung","treatment=TNFα ; time=2 hours","treatment=Vehicle ; time=2 hours",3,3,"treated","control","This study investigates the effects of TNFα and Formoterol treatments on human primary bronchial epithelial cells over various time points.","GSE202436__GSE202436__TNF_2h_LL_vs_VEH_2h_LL__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE202436","GSE202436__TNF_6h_LL_vs_VEH_6h_LL","multi_arm_treatment","treatment_vs_vehicle","treatment","time|6 hours|tissue|Left Lung","vehicle","grp_TNF_6h_LL","grp_VEH_6h_LL","TNFα 6h Left Lung","Vehicle 6h Left Lung","treatment=TNFα ; time=6 hours","treatment=Vehicle ; time=6 hours",3,3,"treated","control","This study investigates the effects of TNFα and Formoterol treatments on human primary bronchial epithelial cells over various time points.","GSE202436__GSE202436__TNF_6h_LL_vs_VEH_6h_LL__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE202436","GSE202436__TNF_1h_RL_vs_VEH_1h_RL","multi_arm_treatment","treatment_vs_vehicle","treatment","time|1 hour|tissue|Right Lung","vehicle","grp_TNF_1h_RL","grp_VEH_1h_RL","TNFα 1h Right Lung","Vehicle 1h Right Lung","treatment=TNFα ; time=1 hour","treatment=Vehicle ; time=1 hour",2,2,"treated","control","This study investigates the effects of TNFα and Formoterol treatments on human primary bronchial epithelial cells over various time points.","GSE202436__GSE202436__TNF_1h_RL_vs_VEH_1h_RL__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE202436","GSE202436__TNF_18h_RL_vs_VEH_18h_RL","multi_arm_treatment","treatment_vs_vehicle","treatment","time|18 hours|tissue|Right Lung","vehicle","grp_TNF_18h_RL","grp_VEH_18h_RL","TNFα 18h Right Lung","Vehicle 18h Right Lung","treatment=TNFα ; time=18 hours","treatment=Vehicle ; time=18 hours",2,2,"treated","control","This study investigates the effects of TNFα and Formoterol treatments on human primary bronchial epithelial cells over various time points.","GSE202436__GSE202436__TNF_18h_RL_vs_VEH_18h_RL__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE202436","GSE202436__TNF_2h_RL_vs_VEH_2h_RL","multi_arm_treatment","treatment_vs_vehicle","treatment","time|2 hours|tissue|Right Lung","vehicle","grp_TNF_2h_RL","grp_VEH_2h_RL","TNFα 2h Right Lung","Vehicle 2h Right Lung","treatment=TNFα ; time=2 hours","treatment=Vehicle ; time=2 hours",2,2,"treated","control","This study investigates the effects of TNFα and Formoterol treatments on human primary bronchial epithelial cells over various time points.","GSE202436__GSE202436__TNF_2h_RL_vs_VEH_2h_RL__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE202436","GSE202436__TNF_6h_RL_vs_VEH_6h_RL","multi_arm_treatment","treatment_vs_vehicle","treatment","time|6 hours|tissue|Right Lung","vehicle","grp_TNF_6h_RL","grp_VEH_6h_RL","TNFα 6h Right Lung","Vehicle 6h Right Lung","treatment=TNFα ; time=6 hours","treatment=Vehicle ; time=6 hours",2,2,"treated","control","This study investigates the effects of TNFα and Formoterol treatments on human primary bronchial epithelial cells over various time points.","GSE202436__GSE202436__TNF_6h_RL_vs_VEH_6h_RL__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE202576","GSE202576__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type_or_line_raw|RT4","vehicle","grp_0002","grp_0001","TNFα stimulated","Control","treatment=TNFα ; cell_type_or_line_raw=RT4","treatment=control ; cell_type_or_line_raw=RT4",3,3,"treated","control","This study investigates the effects of TNFα stimulation on RT4 urothelial cells compared to a vehicle control.","GSE202576__GSE202576__grp_0002_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE213972","GSE213972__grp_0008_vs_grp_0010","multi_arm_treatment","treatment_vs_vehicle","treatment","","vehicle","grp_0008","grp_0010","UM77-2 Kidney Organoid TNF 24h","UM77-2 Kidney Organoid Vehicle 24h","treatment=TNF_24h","treatment=vehicle_24h",1,1,"treated","control","This study investigates the differentiation process of kidney organoids derived from human embryonic stem cells (hESCs) and their response to TNF stimulation.","GSE213972__GSE213972__grp_0008_vs_grp_0010__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE213972","GSE213972__grp_0009_vs_grp_0011","multi_arm_treatment","treatment_vs_vehicle","treatment","","vehicle","grp_0009","grp_0011","UM77-2 Kidney Organoid TNF 48h","UM77-2 Kidney Organoid Vehicle 48h","treatment=TNF_48h","treatment=vehicle_48h",1,1,"treated","control","This study investigates the differentiation process of kidney organoids derived from human embryonic stem cells (hESCs) and their response to TNF stimulation.","GSE213972__GSE213972__grp_0009_vs_grp_0011__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE215039","GSE215039__grp_OA_TNF_vs_grp_OA_no_treatment","multi_arm_treatment","treatment_vs_untreated","treatment","disease_state|OA","untreated","grp_OA_TNF","grp_OA_no_treatment","OA + TNF","OA + No treatment","disease_state=OA ; treatment=TNF","disease_state=OA ; treatment=No treatment",5,5,"treated","control","This study investigates the effects of cytokine stimulation (TNF, IL-1b, IL-6) on chondrocytes derived from osteoarthritis (OA) patients and non-OA donors.","GSE215039__GSE215039__grp_OA_TNF_vs_grp_OA_no_treatment__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE215039","GSE215039__grp_nonOA_TNF_vs_grp_nonOA_no_treatment","multi_arm_treatment","treatment_vs_untreated","treatment","disease_state|non-OA","untreated","grp_nonOA_TNF","grp_nonOA_no_treatment","non-OA + TNF","non-OA + No treatment","disease_state=non-OA ; treatment=TNF","disease_state=non-OA ; treatment=No treatment",5,5,"treated","control","This study investigates the effects of cytokine stimulation (TNF, IL-1b, IL-6) on chondrocytes derived from osteoarthritis (OA) patients and non-OA donors.","GSE215039__GSE215039__grp_nonOA_TNF_vs_grp_nonOA_no_treatment__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE215275","GSE215275__grp_0004_vs_grp_0003","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|oral epithelial cells|tissue|gingiva|donor_id|subject 1","vehicle","grp_0004","grp_0003","oral epithelial cells stimulated with TNF (subject 1)","oral epithelial cells vehicle control","treatment=TNF ; cell_type=oral epithelial cells ; tissue=gingiva ; donor_id=subject 1","treatment=vehicle control ; cell_type=oral epithelial cells ; tissue=gingiva ; donor_id=subject 1",3,4,"treated","control","This study investigates the response of oral epithelial cells to various treatments including pathogen exposure, cytokine stimulation, and genetic overexpression.","GSE215275__GSE215275__grp_0004_vs_grp_0003__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE218167","GSE218167__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type_or_line_raw|NPC43|tissue|nasopharynx|duration|18 hours","vehicle","grp_0002","grp_0001","TNFα Stimulation","Vehicle Control","treatment=TNFα ; cell_type_or_line_raw=NPC43 ; tissue=nasopharynx ; duration=18 hours","treatment=vehicle_only ; cell_type_or_line_raw=NPC43 ; tissue=nasopharynx ; duration=18 hours",2,2,"treated","control","This study investigates the effects of TNFα stimulation on NPC43 nasopharyngeal cells compared to a vehicle control.","GSE218167__GSE218167__grp_0002_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE225274","GSE225274__grp_0002_vs_grp_0001","treatment_vs_untreated","treatment_vs_untreated","treatment","cell_type|gastric antral organoids","untreated","grp_0002","grp_0001","TNFα-treated gastric antral organoids","Untreated WT gastric antral organoids","treatment=TNFα ; cell_type=gastric antral organoids","treatment=untreated ; cell_type=WT human gastric antral organoids",1,2,"treated","control","This study investigates the effects of TNFα stimulation on gastric antral organoids.","GSE225274__GSE225274__grp_0002_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE225274","GSE225274__grp_0002_vs_grp_0004","treatment_vs_untreated","treatment_vs_untreated","treatment","","untreated","grp_0002","grp_0004","TNFα-treated gastric antral organoids","Untreated gastric antral organoids","treatment=TNFα ; cell_type=gastric antral organoids","treatment=untreated ; cell_type=gastric antral organoids",1,1,"treated","control","This study investigates the effects of TNFα stimulation on gastric antral organoids.","GSE225274__GSE225274__grp_0002_vs_grp_0004__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE226232","GSE226232__grp_0002_vs_grp_0001","treatment_vs_untreated","treatment_vs_untreated","treatment","cell_type|mesenchymal stem cells|tissue|fat","untreated","grp_0002","grp_0001","TNF-α stimulated mesenchymal stem cells","Untreated mesenchymal stem cells","treatment=TNF-α ; cell_type=mesenchymal stem cells ; tissue=fat","treatment=untreated ; cell_type=mesenchymal stem cells ; tissue=fat",3,3,"treated","control","This study investigates the effects of TNF-α stimulation on mesenchymal stem cells derived from human fat tissue.","GSE226232__GSE226232__grp_0002_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE231460","GSE231460__grp_0002_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|HUVECs|time|26 hours","vehicle","grp_0002","grp_0001","TNFα stimulated","Control (vehicle)","treatment=TNFα ; cell_type=HUVECs ; time=26 hours","treatment=vehicle_only ; cell_type=HUVECs ; time=26 hours",2,3,"treated","control","This study investigates the effects of TNFα stimulation and Robo4 knockdown on HUVEC cells.","GSE231460__GSE231460__grp_0002_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE231460","GSE231460__grp_0003_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|HUVECs|time|26 hours","vehicle","grp_0003","grp_0001","TNFα stimulated with si-control","Control (vehicle)","treatment=TNFα ; cell_type=HUVECs ; time=26 hours","treatment=vehicle_only ; cell_type=HUVECs ; time=26 hours",1,3,"treated","control","This study investigates the effects of TNFα stimulation and Robo4 knockdown on HUVEC cells.","GSE231460__GSE231460__grp_0003_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0001_vs_grp_0002","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_CBP","secondary_arm","grp_0001","grp_0002","TNF stimulated, gap_CBP, finger","Unstimulated, gap_CBP, knee, passage 196","treatment=TNF ; transgene=gap_CBP","treatment=unstimulated ; transgene=gap_CBP",1,1,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0001_vs_grp_0002__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0003_vs_grp_0002","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_CBP","secondary_arm","grp_0003","grp_0002","TNF stimulated, gap_CBP, knee, passage 196","Unstimulated, gap_CBP, knee, passage 196","treatment=TNF ; transgene=gap_CBP","treatment=unstimulated ; transgene=gap_CBP",3,1,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0003_vs_grp_0002__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0004_vs_grp_0005","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_p300","secondary_arm","grp_0004","grp_0005","TNF stimulated, gap_p300, finger","Unstimulated, gap_p300, knee","treatment=TNF ; transgene=gap_p300","treatment=unstimulated ; transgene=gap_p300",1,1,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0004_vs_grp_0005__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0007_vs_grp_0006","multi_arm_treatment","treatment_vs_untreated","treatment","","untreated","grp_0007","grp_0006","TNF stimulated, primary tissue, finger","Unstimulated, primary tissue, finger","treatment=TNF",,3,3,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0007_vs_grp_0006__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0008_vs_grp_0009","multi_arm_treatment","treatment_vs_untreated","treatment","","untreated","grp_0008","grp_0009","TNF stimulated, primary tissue, knee","Unstimulated, primary tissue, knee","treatment=TNF","treatment=unstimulated",3,1,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0008_vs_grp_0009__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0013_vs_grp_0012","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_CBP","secondary_arm","grp_0013","grp_0012","TNF stimulated, gap_CBP, primary tissue, finger, passage 379","Unstimulated, gap_CBP, primary tissue, finger","treatment=TNF ; transgene=gap_CBP","treatment=unstimulated ; transgene=gap_CBP",1,2,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0013_vs_grp_0012__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0014_vs_grp_0012","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_CBP","secondary_arm","grp_0014","grp_0012","TNF stimulated, gap_CBP, primary tissue, finger","Unstimulated, gap_CBP, primary tissue, finger","treatment=TNF ; transgene=gap_CBP","treatment=unstimulated ; transgene=gap_CBP",1,2,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0014_vs_grp_0012__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0018_vs_grp_0017","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_p300","secondary_arm","grp_0018","grp_0017","TNF stimulated, gap_p300, primary tissue, finger","Unstimulated, gap_p300, primary tissue, finger","treatment=TNF ; transgene=gap_p300","treatment=unstimulated ; transgene=gap_p300",1,1,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0018_vs_grp_0017__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0019_vs_grp_0017","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_p300","secondary_arm","grp_0019","grp_0017","TNF stimulated, gap_p300, primary tissue, finger","Unstimulated, gap_p300, primary tissue, finger","treatment=TNF ; transgene=gap_p300","treatment=unstimulated ; transgene=gap_p300",1,1,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0019_vs_grp_0017__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0021_vs_grp_0020","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_p300","secondary_arm","grp_0021","grp_0020","TNF stimulated, gap_p300, primary tissue, knee","Unstimulated, gap_p300, primary tissue, knee","treatment=TNF ; transgene=gap_p300","treatment=unstimulated ; transgene=gap_p300",1,2,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0021_vs_grp_0020__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0022_vs_grp_0020","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_p300","secondary_arm","grp_0022","grp_0020","TNF stimulated, gap_p300, primary tissue, knee","Unstimulated, gap_p300, primary tissue, knee","treatment=TNF ; transgene=gap_p300","treatment=unstimulated ; transgene=gap_p300",1,2,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0022_vs_grp_0020__1"
