"study_id","treated_label","control_label","dr","new_dr","entity","new_entity","new_src"
"GSE245968","VCaP, dexamethasone + DMSO, ENZ","VCaP, DMSO + EtOH, ENZ","ok","ok","CHEBI:28262+CHEBI:41879","COMBO:dexamethasone+dmso","COMBO"
"GSE122791","293T_KLF4_IRF7","293T_EGFP","ok_combo","ok","COMBO:irf7+klf4","COMBO:irf7 overexpression+klf4","COMBO"
"GSE99133","APC/TP53 mutant, STAR positive","Normal colon, STAR negative, expansion medium","ok","entita_costante","HGNC:583",NA,NA
"GSE99133","APC/TP53/KRAS/SMAD4 mutant, STAR positive","Normal colon, STAR negative, expansion medium","ok","entita_costante","HGNC:583",NA,NA
"GSE184356","TFAM siRNA + TGFbeta","Control (non-target siRNA)","ok_combo","ok","COMBO:tfam+tgfbeta","COMBO:tfam sirna+tgfbeta","COMBO"
"GSE85243","LPS 24h + BG 24h + Culture media 24h + LPS 4h","Control","ok_combo","ok","COMBO:culture media+lps","CHEBI:16412","onto"
"GSE85243","LPS 24h + BG 24h + Culture media 24h","Control","ok_combo","ok","COMBO:culture media+lps","CHEBI:16412","onto"
"GSE85243","LPS 24h + IBET151 5uM 24h + Culture media 2d","Control","ok_combo","ok","COMBO:culture media+ibet151+lps","COMBO:ibet151+lps","COMBO"
"GSE59275","STAT6 siRNA + IL-4 120h","IL-4 120h","riga_genetica_asimmetrica","ok",NA,"COMBO:il-4+stat6 sirna","COMBO"
"GSE199347","YAP and TAZ","Scrambled","ok_combo","ok","COMBO:taz+yap","STR:yap_taz","STR"
"GSE158875","IL-1β and TNF-α (additional)","PBS","ok_combo","riga_combinazione_non_vista","COMBO:il-1+tnf-",NA,NA
"GSE159094","Donor A, Dex + IFN","Donor A, UT (Control)","ok_combo","ok","COMBO:dex+ifn","STR:dex_ifn","STR"
"GSE158305","HBEC1_YAP_TAZ_knockdown","Control_siRNA_1","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE158305","HBEC2_YAP_TAZ_knockdown","Control_siRNA_1","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE133003","Bronchial epithelial cells derived from low grade dysplastic lesion (transgene stable) + YAP/TAZ siRNA","Bronchial epithelial cells derived from low grade dysplastic lesion + control siRNA","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE205235","Neural progenitors with PARK2 genetic knockout and full-length copy of cDNA PARK2","Neural progenitors with PARK2 genetic knockout","ok_combo","ok","COMBO:full-length copy cdna park2 under minimal cmv+teto promoter","COMBO:full-length copy of cdna park2 under minimal cmv+teto promoter","COMBO"
"GSE169030","2S albumin Lupine 10 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_s_albumin_lupine","CHEMBL:CHEMBL1201451","onto"
"GSE169030","2S albumin Lupine 50 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_s_albumin_lupine","CHEMBL:CHEMBL1201451","onto"
"GSE184433","Moderate Asthma Follow-up","Mild Asthma Follow-up","entita_costante","ok",NA,"NAME:asthma","anchor"
"GSE184433","Severe Asthma Follow-up","Mild Asthma Follow-up","entita_costante","ok",NA,"NAME:asthma","anchor"
"GSE254479","EGF 9h + GSKi 3h","DMSO 3h + EGF 9h","ok_combo","ok","COMBO:egf+gski","HGNC:3229","onto"
"GSE60590","Trained (Post-training)","Untrained (Pre-training)","entita_costante","ok",NA,"NAME:training","anchor"
"GSE60833","Training Post-Training Period 1","Untrained Pre-Training Period 2","entita_costante","ok",NA,"NAME:training","anchor"
"GSE60833","Training Post-Training Period 2","Untrained Pre-Training Period 2","entita_costante","ok",NA,"NAME:training","anchor"
"GSE60833","Training Post-Training Period 2","Untrained Pre-Training Period 2","entita_costante","ok",NA,"NAME:training","anchor"
"GSE225731","RA Bio + MTX/Steroid","RA untreated","riga_combinazione_non_vista","ok",NA,"COMBO:mtx+steroid","COMBO"
"GSE122409","CD3+ Vd2+ CD26- CD94lo +IL2 +IL23","CD3+ Vd2+ CD26- CD94lo","ok_combo","ok","COMBO:il2+il23","HGNC:6001","onto"
"GSE194220","TNFα + JNK inhibitor","Control","ok_combo","ok","COMBO:jnki+tnf","HGNC:11892","onto"
"GSE233529","Caco2 + no FBS and Complete media after","Caco2 + Complete media","ok_combo","ok","COMBO:complete media+fbs","STR:no_fbs_complete_media_after","STR"
"GSE231686","Normal SLE patient #23 sera + necrotic cell lysates N37","Normal untreated N37","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 23 sera","COMBO"
"GSE231686","Normal SLE patient #33 sera + necrotic cell lysates N37","Normal untreated N37","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 33 sera","COMBO"
"GSE231686","Normal Healthy donor #02 sera + necrotic cell lysates N37","Normal untreated N37","ok","ok","STR:sera_mg_ml_necrotic_lysates","COMBO:02 sera+necrotic lysates","COMBO"
"GSE231686","Normal Healthy donor #07 sera + necrotic cell lysates N37","Normal untreated N37","ok","ok","STR:sera_mg_ml_necrotic_lysates","COMBO:07 sera+necrotic lysates","COMBO"
"GSE231686","Normal SLE patient #06 sera + necrotic cell lysates N37","Normal untreated N37","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 06 sera","COMBO"
"GSE162120","SAL/FLU pre-treatment","SAL vehicle control","ok_combo","ok","COMBO:flu+sal","CHEBI:24866","onto"
"GSE129152","poly IC + LL-37","Untreated","ok","ok","CHEBI:81664+CHEBI:84491","COMBO:ll-37+poly ic","COMBO"
"GSE249870","HT-29 + TNF-α + 4-HDHA","HT-29 + vehicle control","ok_combo","ok","COMBO:4-hdha+tnf-","HGNC:11892","onto"
"GSE249870","HT-29 + TNF-α + 4-HDHA","HT-29 + vehicle control","ok_combo","ok","COMBO:4-hdha+tnf-","HGNC:11892","onto"
"GSE229674","siFRA1 + DMSO","DMSO + siSCR","id_blacklist","ok",NA,"COMBO:dmso+sifra1","COMBO"
"GSE149141","Onco M + HGF + IFN-Y treated MCF-10A","Untreated MCF-10A","ok_combo","ok","COMBO:hgf+ifn-y+onco m","STR:onco_m_hgf_ifn_y","STR"
"GSE129210","TNF and Atrovastatin-treated monocytes","TNF-treated monocytes","ok_combo","ok","COMBO:atrovastatin+tnf","HGNC:11892","onto"
"GSE140226","NCI-H292 RSV + DMSO","NCI-H292 DMSO","id_blacklist","ok",NA,"COMBO:dmso+rsv","COMBO"
"GSE228327","KIRA+RSV infected hSAEC","Control lung epithelial","ok_combo","ok","COMBO:kira+rsv","NCBITaxon:12814","onto"
"GSE225338","Kuramochi_olaparib_UNC0642","Kuramochi_DMSO","ok_combo","ok","COMBO:olaparib+unc0642","COMBO:combo+olaparib+unc0642","COMBO"
"GSE225338","Kuramochi_olaparib_UNC0642_3","Kuramochi_DMSO","ok_combo","ok","COMBO:olaparib+unc0642","COMBO:combo+olaparib+unc0642","COMBO"
"GSE224401","TGFBRi + doxycycline induced","Control (vehicle_only)","ok_combo","ok","COMBO:doxycycline+tgfbri","COMBO:doxycycline induced+tgfbri","COMBO"
"GSE60833","Training Post-Training Period 1","Untrained Pre-Training Period 2","entita_costante","ok",NA,"NAME:training","anchor"
"GSE60833","Trained Post-Training Period 2","Untrained Pre-Training Period 2","entita_costante","ok",NA,"NAME:training","anchor"
"GSE60833","Trained Post-Training Period 2","Untrained Pre-Training Period 2","entita_costante","ok",NA,"NAME:training","anchor"
"GSE60833","Trained Post-Training Period 2","Untrained Pre-Training Period 2","entita_costante","ok",NA,"NAME:training","anchor"
"GSE130595","siILF3 + poly(IC)","siMock + poly(IC)","ok","ok","CHEBI:84491","COMBO:poly ic+siilf3","COMBO"
"GSE130595","siILF3 + poly(IC)","siMock + poly(IC)","ok","ok","CHEBI:84491","COMBO:poly ic+siilf3","COMBO"
"GSE130595","siILF3 + poly(IC)","siMock + poly(IC)","ok","ok","CHEBI:84491","COMBO:poly ic+siilf3","COMBO"
"GSE130595","siILF3 + poly(IC)","siMock + poly(IC)","ok","ok","CHEBI:84491","COMBO:poly ic+siilf3","COMBO"
"GSE107934","Aerobic Exercise 1h","Control (Pre Exercise)","entita_costante","ok",NA,"NAME:exercise","anchor"
"GSE107934","Aerobic Exercise 4h","Control (Pre Exercise)","entita_costante","ok",NA,"NAME:exercise","anchor"
"GSE203395","M.tb + CMV-infected, D-7","D-7, 7 days","ok_combo","ok","COMBO:cmv+m tb","NCBITaxon:1773","onto"
"GSE203395","M.tb + CMV-infected, D-7","D-7, 7 days","ok_combo","ok","COMBO:cmv+m tb","NCBITaxon:1773","onto"
"GSE203395","M.tb + CMV-infected, D-7","D-7, 7 days","ok_combo","ok","COMBO:cmv+m tb","NCBITaxon:1773","onto"
"GSE203395","M.tb + CMV-infected, BCG vaccinated","M.tb-uninfected, D-7, 7 days, BCG vaccinated","ok_combo","ok","COMBO:cmv+m tb","NCBITaxon:1773","onto"
"GSE99133","APC mutant, STAR","Normal colon, STAR negative, expansion medium","ok","entita_costante","HGNC:583",NA,NA
"GSE195557","siControl + TNF","siControl","ok_combo","ok","COMBO:sicontrol+tnf","HGNC:11892","onto"
"GSE241276","293T ZFX/ZNF711 knockout rep1","293T wt ZFX FLAG","riga_genetica_asimmetrica","ok",NA,"STR:zfx_znf_knockout","STR"
"GSE241276","293T ZFX/ZNF711 knockout rep2","293T wt ZFX FLAG","riga_genetica_asimmetrica","ok",NA,"STR:zfx_znf_knockout","STR"
"GSE241276","293T ZFX/ZNF711 knockout rep3","293T wt ZFX FLAG","riga_genetica_asimmetrica","ok",NA,"STR:zfx_znf_knockout","STR"
"GSE225338","EOC_olaparib_UNC0642","EOC_DMSO","ok_combo","ok","COMBO:olaparib+unc0642","COMBO:combo+olaparib+unc0642","COMBO"
"GSE164890","After Exercise","Before Exercise","entita_costante","ok",NA,"NAME:exercise","anchor"
"GSE236818","IMP1 knockdown + INFbeta stimulation","PBS control","riga_genetica_asimmetrica","ok",NA,"COMBO:imp1 knockdown+infbeta stimulation","COMBO"
"GSE113165","Post bed rest (Donor 3005)","Pre bed rest (Donor 3005)","entita_costante","ok",NA,"NAME:bed rest","anchor"
"GSE255092","BLAS Tat + Zta 48h","BLAS vehicle 48h","ok_combo","ok","COMBO:tat+zta","STR:tat_zta","STR"
"GSE255092","BLAS Tat + Zta 6h","BLAS vehicle 6h","ok_combo","ok","COMBO:tat+zta","STR:tat_zta","STR"
"GSE116823","KRAS-G13D overexpression + shKRAS","LacZ overexpression","ok_combo","ok","COMBO:kras-g13d+shkras","COMBO:kras-g13d overexpression+shkras","COMBO"
"GSE154427","primary human aortic endothelial cells, Hypoxia+OxPAPC","primary human aortic endothelial cells, Hypoxia","entita_costante","ok",NA,"NAME:hypoxia","anchor"
"GSE183777","RT112 + DMSO + ARID1A knockdown","RT112 + DMSO","id_blacklist","ok",NA,"COMBO:arid1a knockdown+dmso","COMBO"
"GSE255092","Primary B cells Tat + Zta 6h","Primary B cells vehicle 6h","ok_combo","ok","COMBO:tat+zta","STR:tat_zta","STR"
"GSE231686","SLE 20% Healthy Donor Sera","SLE Untreated and Unstimulated","ok","ok","STR:sera_mg_ml_necrotic_lysates","COMBO:02 sera+necrotic lysates","COMBO"
"GSE231686","SLE 20% Patient Sera","SLE Untreated and Unstimulated","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 06 sera","COMBO"
"GSE231686","Normal 20% Healthy Donor Sera","Normal Untreated and Unstimulated","ok","ok","STR:sera_mg_ml_necrotic_lysates","COMBO:02 sera+necrotic lysates","COMBO"
"GSE231686","Normal 20% Patient Sera","Normal Untreated and Unstimulated","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 06 sera","COMBO"
"GSE231686","Normal SLE patient #23 sera + necrotic cell lysates N36","Normal untreated N36","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 23 sera","COMBO"
"GSE231686","Normal SLE patient #23 sera + necrotic cell lysates N37","Normal untreated N37","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 23 sera","COMBO"
"GSE231686","SLE SLE patient #06 sera + necrotic cell lysates S43","SLE Untreated and Unstimulated","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 06 sera","COMBO"
"GSE231686","SLE SLE patient #06 sera + necrotic cell lysates S47","SLE Untreated and Unstimulated","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 06 sera","COMBO"
"GSE231686","SLE SLE patient #06 sera + necrotic cell lysates S45","SLE Untreated and Unstimulated","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 06 sera","COMBO"
"GSE231686","SLE SLE patient #22 sera + necrotic cell lysates S48","SLE Untreated and Unstimulated","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 22 sera","COMBO"
"GSE231686","SLE SLE patient #33 sera + necrotic cell lysates S41","SLE untreated S41","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 33 sera","COMBO"
"GSE231686","SLE SLE patient #23 sera + necrotic cell lysates S41","SLE Untreated and Unstimulated","ok","ok","STR:sle_sera_mg_ml_necrotic_lysates","COMBO:necrotic lysates+sle 23 sera","COMBO"
"GSE229136","Glioblastoma G816 cells treated with TGFβ+TNFα for 4 days (two replicates)","Glioblastoma G816 cells untreated","ok_combo","ok","COMBO:tgf+tnf","HGNC:11892","onto"
"GSE179879","Combination Therapy","Untreated Baseline","ok","ok","STR:unknown_chemotherapy_tki_egfri_radiotherapy_apd_immunotherapy","NCBITaxon:32644","onto"
"GSE263852","Scramble shRNA + LPS","Scramble shRNA","ok_combo","ok","COMBO:lps+scramble","COMBO:lps+scramble shrna","COMBO"
"GSE242205","Low IS Dosage, Duration Not Specified","Untreated Liver Tissue","ok","ok","STR:not_specified_low_is_dosage","NCBITaxon:32644","onto"
"GSE242205","Normal IS Dosage, Duration Not Specified","Untreated Liver Tissue","ok","ok","STR:not_specified_normal_is_dosage","NCBITaxon:32644","onto"
"GSE118152","LNCaP-FGC + DHT_DMSO","LNCaP-FGC + EtOH_DMSO (rep1)","ok","ok","CHEBI:16330+CHEBI:28262","COMBO:dht+dmso","COMBO"
"GSE146547","A549 cells transfected with siRNA pool against IGF2BP1 (lung cancer)","A549 cells transfected with Control siRNA","ok","ok","STR:sirna_pool_against_igf_bp","COMBO:cancer+igf2bp1","COMBO"
"GSE71972","Exercise immediately after","Vehicle pre exercise","entita_costante","ok",NA,"NAME:exercise","anchor"
"GSE71972","Exercise 3 hours after (Subject 3)","Vehicle pre exercise","entita_costante","ok",NA,"NAME:exercise","anchor"
"GSE71972","Exercise 3 hours after (Subject 4)","Vehicle pre exercise","entita_costante","ok",NA,"NAME:exercise","anchor"
"GSE71972","Exercise post exercise (Subject 13)","Vehicle pre exercise","entita_costante","ok",NA,"NAME:exercise","anchor"
"GSE261920","Vehicle only (Ctrl) + IFN-B (1 ng/mL)","Vehicle only (mock)","ok_combo","ok","COMBO:ctrl+ifn-b","COMBO:ifn-b+only ctrl","COMBO"
"GSE261920","Vehicle only (Ctrl) + IFN-B (10 ng/mL)","Vehicle only (mock)","ok_combo","ok","COMBO:ctrl+ifn-b","COMBO:ifn-b+only ctrl","COMBO"
"GSE246587","Transfected with SpRY-ABE8e Plasmid","Vehicle Control","ok_combo","ok","COMBO:sd targeting grnas+spry-abe8e w app ex 17 sa","COMBO:sd targeting grnas+spry-abe8e plasmid w app ex 17 sa","COMBO"
"GSE169030","Soybean 7S globulin 50 µg/mL (Donor 137)","Control (no exposure)","ok","ok","STR:g_ml_soybean_s_globulin","NCBITaxon:3847","onto"
"GSE99133","APC/TP53 mutant, STAR","Normal colon, STAR negative, expansion medium","ok","entita_costante","HGNC:583",NA,NA
"GSE99133","APC/TP53/KRAS mutant, STAR positive","Normal colon, STAR negative, expansion medium","ok","entita_costante","HGNC:583",NA,NA
"GSE246270","COL1+Fmod modified PLCL nanoyarns","PLCL nanoyarns","ok","ok","STR:col_fmod_modified_plcl_nanoyarns","COMBO:col1+fmod modified plcl nanoyarns","COMBO"
"GSE90491","YAP/TAZ","NT","ok_combo","ok","COMBO:taz+yap","STR:yap_taz","STR"
"GSE153585","LNCaP plko.1 + HOXB13 WT","LNCaP plko.1","ok_combo","ok","COMBO:hoxb13+plko 1","COMBO:hoxb13 wt+plko 1","COMBO"
"GSE112899","T cells treated with Antibody FvFc M (OKT3 murine scFv fused to human IG1 CH1 and CH2 domains)","T cells control","ok_combo","ok","COMBO:antibody fvfc m okt3 murine scfv fused human ig1 ch1+ch2 domains","COMBO:antibody fvfc m okt3 murine scfv fused to ig1 ch1+ch2 domains","COMBO"
"GSE241586","GD2.CAR + IL12 in Vivo","GFP in Human NKT Cell Line","ok_combo","ok","COMBO:gd2+il12","COMBO:gd2 car+il12","COMBO"
"GSE184777","P. gingivalis persisters + IL-1β","P. gingivalis persisters","ok_combo","ok","COMBO:il-1+p gingivalis persisters","HGNC:5991","onto"
"GSE184777","P. gingivalis + IL-1β","P. gingivalis","ok_combo","ok","COMBO:il-1+p gingivalis","HGNC:5991","onto"
"GSE122409","CD3+ Vd2+ CD26+ CD94hi +IL2 +IL23","CD3+ Vd2+ CD26+ CD94hi","ok_combo","ok","COMBO:il2+il23","HGNC:6001","onto"
"GSE122409","CD3+ Vd2+ CD26+ CD94lo +IL2 +IL23","CD3+ Vd2+ CD26+ CD94lo","ok_combo","ok","COMBO:il2+il23","HGNC:6001","onto"
"GSE92532","LPS + DMSO 24h Donor 1 (2)","DMSO 24h","ok","ok","CHEBI:16412+CHEBI:28262","COMBO:dmso+lps","COMBO"
"GSE92532","LPS + DMSO 6h Donor 1 (2)","DMSO 6h","ok","ok","CHEBI:16412+CHEBI:28262","COMBO:dmso+lps","COMBO"
"GSE92532","LPS + DMSO 6h Donor 3","DMSO 6h","ok","ok","CHEBI:16412+CHEBI:28262","COMBO:dmso+lps","COMBO"
"GSE146804","siRNA pool against E2F1, E2F2 and E2F3","Control siRNA","ok_combo","ok","COMBO:e2f3+pool against e2f1 e2f2","COMBO:e2f3+sirna pool against e2f1 e2f2","COMBO"
"GSE146806","siRNA pool against METTL3 and METTL14 (replicate 1)","Control siRNA","ok_combo","ok","COMBO:mettl14+pool against mettl3","COMBO:mettl14+sirna pool against mettl3","COMBO"
"GSE146806","siRNA pool against METTL3 and METTL14 (replicate 2)","Control siRNA","ok_combo","ok","COMBO:mettl14+pool against mettl3","COMBO:mettl14+sirna pool against mettl3","COMBO"
"GSE169030","Soybean 7S globulin 50 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_soybean_s_globulin","NCBITaxon:3847","onto"
"GSE173220","IL2+stemregenin (SR1-1uM) for 7 days, Donor 124","Untreated, Donor 124","ok_combo","ok","COMBO:il2+stemregenin sr1-","HGNC:6001","onto"
"GSE226374","TGFB+DMSO","BSA+Citric Acid+DMSO","id_blacklist","ok",NA,"COMBO:dmso+tgfb","COMBO"
"GSE168670","shControl_puro_shControl_neo + R1881 (prostate cancer)","shControl_puro_shControl_neo + Ethanol","ok","ok","CHEBI:379896","COMBO:cancer+r1881","COMBO"
"GSE164285","Lesional NS_patient10.3","Healthy Control HC7","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE164285","Lesional NS_patient5","Healthy Control HC1","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE164285","Lesional NS_patient8","Healthy Control HC2","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE164285","Lesional NS_patient3.2","Healthy Control HC3","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE164285","Lesional NS_patient2","Healthy Control HC4","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE164285","Lesional NS_patient7","Healthy Control HC5","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE164285","Lesional NS_patient9","Healthy Control HC11","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE164285","Lesional NS_patient10.2","Healthy Control HC12","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE164285","Lesional NS_patient10.1","Healthy Control HC13","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE188763","Lesional S2","Control S7","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE188763","Lesional S1","Non-lesional S4","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE189096","Lesional skin (psoriasis)","Healthy skin","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE111005","Melanoma cells treated with combination of MEK plus CDK4/6 inhibitor","WM1366 cells treated with control diet","riga_soggetto_diverso","ok",NA,"COMBO:cdk4 6 inhibitor+combination of mek","COMBO"
"GSE214029","siUBE2A+siUBE2B siRNA","vehicle","riga_genetica_asimmetrica","ok",NA,"COMBO:siube2a+siube2b sirna","COMBO"
"GSE120115","Post-vaccination (3rd, Age 53, Female)","Pre-vaccination (Age 53, Female)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (4th, Age 53, Female)","Pre-vaccination (Age 53, Female)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (Age 26, Female, High Response)","Pre-vaccination (Age 26, Female, High Response)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (4th, Age 28, Female, High Response)","Pre-vaccination (Age 28, Female, High Response)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (2nd, Age 28, Female, High Response)","Pre-vaccination (Age 28, Female, High Response)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (3rd, Age 28, Female, High Response)","Pre-vaccination (Age 28, Female, High Response)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (Age 49, Female, Low Response)","Pre-vaccination (Age 49, Female, Low Response)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (4th, Age 48, Female, Low Response)","Pre-vaccination (Age 49, Female, Low Response)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (2nd, Age 42, Female, Low Response)","Pre-vaccination (Age 42, Female, Low Response)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (3rd, Age 42, Female, Low Response)","Pre-vaccination (Age 42, Female, Low Response)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE120115","Post-vaccination (4th, Age 42, Female, Low Response)","Pre-vaccination (Age 42, Female, Low Response)","entita_costante","ok",NA,"NAME:vaccination","anchor"
"GSE131726","Paxillin Knockdown with DHT (Engineered)","Vehicle Control (Engineered)","riga_genetica_asimmetrica","ok",NA,"COMBO:dht+knockdown+paxillin","COMBO"
"GSE205726","MDA-MB-231 + YAP+TAZ siRNA","MDA-MB-231 + control siRNA","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE205726","MDA-MB-231 + YAP+TAZ siRNA (duplicate)","MDA-MB-231 + control siRNA","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE160091","MIT/ML324-treated","Vehicle-control","ok_combo","ok","COMBO:mit+ml324","CHEBI:746977","onto"
"GSE169030","2S albumin Lupine 10 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_s_albumin_lupine","CHEMBL:CHEMBL1201451","onto"
"GSE169030","2S albumin Lupine 50 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_s_albumin_lupine","CHEMBL:CHEMBL1201451","onto"
"GSE169030","Soybean 7S globulin 50 µg/mL (Donor 137)","Control (no exposure)","ok","ok","STR:g_ml_soybean_s_globulin","NCBITaxon:3847","onto"
"GSE169030","Soybean 7S globulin 50 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_soybean_s_globulin","NCBITaxon:3847","onto"
"GSE169030","2S albumin Lupine 10 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_s_albumin_lupine","CHEMBL:CHEMBL1201451","onto"
"GSE169030","2S albumin Lupine 50 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_s_albumin_lupine","CHEMBL:CHEMBL1201451","onto"
"GSE214029","siUBE2A+siUBE2B siRNA","vehicle","riga_genetica_asimmetrica","ok",NA,"COMBO:siube2a+siube2b sirna","COMBO"
"GSE169030","Soybean 7S globulin 50 µg/mL (Donor 137)","Control (no exposure)","ok","ok","STR:g_ml_soybean_s_globulin","NCBITaxon:3847","onto"
"GSE90491","YAP/TAZ","NT","ok_combo","ok","COMBO:taz+yap","STR:yap_taz","STR"
"GSE169030","Soybean 7S globulin 50 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_soybean_s_globulin","NCBITaxon:3847","onto"
"GSE157240","Other respiratory RNA virus infected patients","Healthy controls","ok","ok","NCBITaxon:3049954","COMBO:respiratory rna viruses parainfluenza virus+respiratory syncytial virus","COMBO"
"GSE188763","Lesional S1","Non-lesional S4","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE189096","Lesional skin (psoriasis)","Healthy skin","nome_ombrello","ok",NA,"NAME:lesional","anchor"
"GSE120891","MRC5 cells exposed to CMV/FIX","MRC5 cells mock-infected for 48 hours","ok_combo","riga_combinazione_non_vista","COMBO:cmv+fix",NA,NA
"GSE205726","MDA-MB-231 + YAP+TAZ siRNA (duplicate)","MDA-MB-231 + control siRNA","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE205726","MDA-MB-231 + YAP+TAZ siRNA (duplicate)","MDA-MB-231 + Untransfected Control","riga_genetica_asimmetrica","ok",NA,"STR:yap_taz_sirna","STR"
"GSE255092","Primary B cells Tat + Zta 6h","Primary B cells vehicle 6h","ok_combo","ok","COMBO:tat+zta","STR:tat_zta","STR"
"GSE158305","HBEC1_YAP_TAZ_knockdown","Control_siRNA_1","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE158305","HBEC2_YAP_TAZ_knockdown","Control_siRNA_1","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE158305","HBEC1_YAP_TAZ_knockdown","Control_siRNA_2","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE158305","HBEC2_YAP_TAZ_knockdown","Control_siRNA_2","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE158305","HBEC1_YAP_TAZ_knockdown","Control_siRNA_3","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE158305","HBEC2_YAP_TAZ_knockdown","Control_siRNA_3","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE133003","Bronchial epithelial cells derived from low grade dysplastic lesion (transgene stable) + YAP/TAZ siRNA","Bronchial epithelial cells derived from low grade dysplastic lesion + control siRNA","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE205726","MDA-MB-231 + YAP+TAZ siRNA (duplicate)","MDA-MB-231 + control siRNA","ok_combo","ok","COMBO:taz+yap","STR:yap_taz_sirna","STR"
"GSE205726","MDA-MB-231 + YAP+TAZ siRNA (duplicate)","MDA-MB-231 + Untransfected Control","riga_genetica_asimmetrica","ok",NA,"STR:yap_taz_sirna","STR"
"GSE169030","2S albumin Lupine 10 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_s_albumin_lupine","CHEMBL:CHEMBL1201451","onto"
"GSE169030","2S albumin Lupine 50 µg/mL","Control (no exposure)","ok","ok","STR:g_ml_s_albumin_lupine","CHEMBL:CHEMBL1201451","onto"
